data_date,security,option_ticker,expiration,option_type,strike_price,volume,transactions,anomaly_category,anomaly_volume,day_rank
2025-02-20,CFG,O:CFG250221C00047500,2025-02-21,C,47.5,506,3,9,385.692,1
2025-02-19,CFG,O:CFG250221C00047500,2025-02-21,C,47.5,409,15,9,385.692,2
2025-01-28,CFG,O:CFG250221C00047500,2025-02-21,C,47.5,500,55,9,385.692,17
2025-04-15,CFG,O:CFG250417P00035000,2025-04-17,P,35.0,444,92,9,385.692,2
2025-04-14,CFG,O:CFG250417P00035000,2025-04-17,P,35.0,914,18,9,385.692,3
2025-04-04,CFG,O:CFG250417P00035000,2025-04-17,P,35.0,716,21,9,385.692,9
2025-04-03,CFG,O:CFG250417P00035000,2025-04-17,P,35.0,506,25,9,385.692,10
2025-03-28,CFG,O:CFG250417P00035000,2025-04-17,P,35.0,1510,121,9,385.692,14
2025-04-21,CFG,O:CFG250516C00035000,2025-05-16,C,35.0,423,14,9,385.692,13
2025-04-16,CFG,O:CFG250516C00035000,2025-05-16,C,35.0,1132,235,9,385.692,15
2025-05-12,CFG,O:CFG250516P00037500,2025-05-16,P,37.5,538,154,9,385.692,1
2025-05-02,CFG,O:CFG250516P00037500,2025-05-16,P,37.5,557,7,9,385.692,7
2025-01-14,CFG,O:CFG250117C00045000,2025-01-17,C,45.0,2319,412,9,385.692,3
2025-06-06,CFG,O:CFG250620P00035000,2025-06-20,P,35.0,1086,554,9,385.692,1
2025-03-12,CFG,O:CFG250321C00050000,2025-03-21,C,50.0,1074,10,9,385.692,5
2025-02-21,CFG,O:CFG250321C00050000,2025-03-21,C,50.0,1975,84,9,385.692,18
2025-03-12,CFG,O:CFG250417C00047500,2025-04-17,C,47.5,494,38,9,385.692,13
2025-05-12,CFG,O:CFG250516P00040000,2025-05-16,P,40.0,538,154,9,385.692,2
2025-04-29,CFG,O:CFG250516P00030000,2025-05-16,P,30.0,400,45,9,385.692,3
2025-04-25,CFG,O:CFG250516P00030000,2025-05-16,P,30.0,532,2,9,385.692,5
2025-02-24,CFG,O:CFG250321C00047500,2025-03-21,C,47.5,440,33,9,385.692,11
