security,sector,industry,num_trades,trade_volume_bin,trade_volume_bin_rank,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,cluster,final_cluster
AROC,Oils-Energy,Oil and Gas - Field Services,1,0,3,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,2.0,0__2
ARQQ,Computer and Technology,Internet - Software,201,25,2,15264.0,38610.0,48188.0,50030.3,50214.53,50232.95,0.0,25__0
ARQT,Medical,Medical - Biomedical and Genetics,127,20,2,102825.0,284700.0,320905.0,324590.5,324959.05,324995.9,3.0,20__3
ARR,Finance,REIT and Equity Trust,33,15,3,20888.8,28359.2,29781.92,29924.19,29938.42,29939.84,0.0,15__0
ARRY,Oils-Energy,Solar,121,20,2,16650.0,42944.0,85156.8,89731.68,90189.17,90234.92,0.0,20__0
ARVN,Medical,Medical - Biomedical and Genetics,338,25,2,148950.0,333533.0,495560.61,502679.06,503390.91,503462.09,2.0,25__2
ARW,Computer and Technology,Electronics - Parts Distribution,7,10,3,24925.0,24985.0,24998.5,24999.85,24999.98,25000.0,0.0,10__0
ARWR,Medical,Medical - Biomedical and Genetics,37,15,3,20500.0,42871.2,53184.12,54215.41,54318.54,54328.85,0.0,15__0
AS,Consumer Discretionary,Leisure and Recreation Products,123,20,2,47250.0,173075.0,204347.15,208017.22,208384.22,208420.92,3.0,20__3
ASAN,Computer and Technology,Internet - Software,572,30,2,14544.0,42664.5,110283.45,118021.25,118795.02,118872.4,2.0,30__2
ASB,Finance,Banks - Midwest,1,0,3,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,0.0,0__0
ASC,Transportation,Transportation - Shipping,10,10,3,4758.8,4951.76,4995.18,4999.52,4999.95,5000.0,0.0,10__0
ASGN,Computer and Technology,Computers - IT Services,11,10,3,26250.0,29250.0,29925.0,29992.5,29999.25,29999.93,0.0,10__0
ASH,Basic Materials,Chemical - Specialty,20,15,3,70600.0,110120.0,119012.0,119901.2,119990.12,119999.01,0.0,15__0
ASLE,Aerospace,Aerospace - Defense Equipment,5,5,3,7129.0,7249.8,7276.98,7279.7,7279.97,7280.0,0.0,5__0
ASML,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,46064,45,1,27000.0,64074.0,199637.78,481574.8,754939.83,835597.98,1.0,45__1
ASND,Medical,Medical - Biomedical and Genetics,120,20,2,57064.5,141383.5,558828.43,609382.84,614438.28,614943.83,3.0,20__3
ASO,Consumer Discretionary,Leisure and Recreation Products,554,25,2,40044.8,140317.04,314334.72,357017.47,361285.75,361712.57,0.0,25__0
ASPI,Basic Materials,Chemical - Diversified ,309,25,2,14410.0,29720.0,69740.9,74474.09,74947.41,74994.74,0.0,25__0
ASPN,Construction,Building Products - Miscellaneous,268,25,2,14555.25,47325.0,198401.57,244372.16,248969.22,249428.92,0.0,25__0
ASST,Business Services,Technology Services,14,10,3,8343.75,11268.75,11926.88,11992.69,11999.27,11999.93,0.0,10__0
ASTH,Medical,Medical - Outpatient and Home Healthcare,23,15,3,891248.0,1358166.0,1464234.6,1474841.46,1475902.15,1476008.21,2.0,15__2
ASTL,Basic Materials,Steel - Producers,22,15,3,57562.0,202956.6,237645.66,241114.57,241461.46,241496.15,0.0,15__0
ASTS,Computer and Technology,Wireless Equipment,20181,45,1,23100.0,56004.8,169816.0,473061.22,556253.58,569735.96,1.0,45__1
ASUR,Computer and Technology,Internet - Delivery Services,2,5,3,5319.0,5383.8,5398.38,5399.84,5399.98,5400.0,0.0,5__0
ATAI,Medical,Medical - Outpatient and Home Healthcare,19,15,3,36868.2,65669.64,72149.96,72798.0,72862.8,72869.28,0.0,15__0
ATAT,Consumer Discretionary,Leisure and Recreation Services,33,15,3,31630.0,76527.2,87518.72,88617.87,88727.79,88738.78,0.0,15__0
ATEC,Medical,Medical - Instruments,70,20,2,55975.0,165901.5,181830.15,183423.01,183582.3,183598.23,3.0,20__3
ATEN,Computer and Technology,Communication - Network Software,1,0,3,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0,2.0,0__2
ATEX,Computer and Technology,Communication - Infrastructure,1,0,3,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,2.0,0__2
ATGE,Consumer Discretionary,Schools,103,20,2,76620.0,438645.0,511628.04,518694.8,519401.48,519472.15,1.0,20__1
ATHA,Medical,Medical - Biomedical and Genetics,11,10,3,10282.5,14008.5,14846.85,14930.69,14939.07,14939.91,0.0,10__0
ATHM,Computer and Technology,Internet - Services,10,10,3,10005.5,10009.1,10009.91,10009.99,10010.0,10010.0,0.0,10__0
ATI,Basic Materials,Steel - Speciality,130,20,2,16644.0,35130.0,387884.0,434788.4,439478.84,439947.88,3.0,20__3
ATKR,Industrial Products,Wire and Cable Products,89,20,2,44946.0,122800.0,124780.0,124978.0,124997.8,124999.78,0.0,20__0
ATLX,Basic Materials,Mining - Miscellaneous,8,10,3,8860.0,9644.0,9820.4,9838.04,9839.8,9839.98,0.0,10__0
ATMU,Industrial Products,Pollution Control,9,10,3,14740.0,16948.0,17444.8,17494.48,17499.45,17499.94,0.0,10__0
ATO,Utilities,Utility - Gas Distribution,52,15,3,18793.25,148590.42,149202.04,149263.2,149269.32,149269.93,0.0,15__0
ATOM,Computer and Technology,Electronics - Semiconductors,119,20,2,15360.5,19820.0,43373.0,46187.3,46468.73,46496.87,0.0,20__0
ATR,Industrial Products,Containers - Paper and Packaging,9,10,3,203500.0,226700.0,231920.0,232442.0,232494.2,232499.42,2.0,10__2
ATRC,Medical,Medical - Products,1,0,3,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,2.0,0__2
ATUS,Computer and Technology,Communication - Components,2,5,3,4296.25,4319.25,4324.43,4324.94,4324.99,4325.0,0.0,5__0
ATXS,Medical,Medical - Biomedical and Genetics,1,0,3,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,2.0,0__2
ATYR,Medical,Medical - Biomedical and Genetics,8,10,3,14331.25,15346.25,15574.63,15597.46,15599.75,15599.97,0.0,10__0
AU,Basic Materials,Mining - Gold,266,25,2,36187.5,100803.25,183330.0,201933.0,203793.3,203979.33,0.0,25__0
AUPH,Medical,Medical - Drugs,28,15,3,11852.5,12500.0,12500.0,12500.0,12500.0,12500.0,0.0,15__0
AUR,Business Services,Technology Services,601,30,2,19305.0,55000.0,196264.4,332971.34,346642.03,348009.1,2.0,30__2
AURA,Medical,Medical - Biomedical and Genetics,6,10,3,9528.75,10305.75,10480.58,10498.06,10499.81,10499.98,0.0,10__0
AUTL,Medical,Medical - Biomedical and Genetics,4,5,3,7891.5,8034.3,8066.43,8069.64,8069.96,8070.0,0.0,5__0
AVA,Utilities,Utility - Electric Power,1,0,3,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,2.0,0__2
AVAV,Aerospace,Aerospace - Defense Equipment,758,30,2,17983.0,52150.0,109822.5,114932.25,115443.23,115494.32,2.0,30__2
AVB,Finance,REIT and Equity Trust - Residential,17,10,3,13380.0,13956.0,14085.6,14098.56,14099.86,14099.99,0.0,10__0
AVDL,Medical,Medical - Drugs,104,20,2,18709.5,27489.0,69433.62,73768.36,74201.84,74245.18,0.0,20__0
AVGO,Computer and Technology,Electronics - Semiconductors,209395,55,1,26937.0,70953.0,230858.16,750818.1,1870114.92,3897664.22,0.0,55__0
AVNS,Medical,Medical - Instruments,3,5,3,6440.0,6488.0,6498.8,6499.88,6499.99,6500.0,0.0,5__0
AVNW,Computer and Technology,Wireless Equipment,1,0,3,4130.0,4130.0,4130.0,4130.0,4130.0,4130.0,2.0,0__2
AVO,Consumer Staples,Agriculture - Operations,2,5,3,7312.5,7462.5,7496.25,7499.63,7499.96,7500.0,0.0,5__0
AVPT,Computer and Technology,Internet - Software,58,20,2,21179.0,203000.0,254300.0,259430.0,259943.0,259994.3,3.0,20__3
AVT,Computer and Technology,Electronics - Parts Distribution,4,5,3,4759.4,4810.28,4821.73,4822.87,4822.99,4823.0,0.0,5__0
AVTR,Medical,Medical Services,196,25,2,66730.0,242484.0,405362.48,427351.75,429550.67,429770.57,2.0,25__2
AVXL,Medical,Medical - Biomedical and Genetics,137,20,2,15392.0,40356.4,190447.6,210294.76,212279.48,212477.95,0.0,20__0
AVY,Industrial Products,Containers - Paper and Packaging,26,15,3,12438.0,16740.0,17658.0,17749.8,17758.98,17759.9,0.0,15__0
AWI,Construction,Building Products - Miscellaneous,18,15,3,25976.0,29675.2,30507.52,30590.75,30599.08,30599.91,0.0,15__0
AWK,Utilities,Utility - Water Supply,55,15,3,12210.0,26254.08,32692.61,33336.46,33400.85,33407.28,0.0,15__0
AWR,Utilities,Utility - Water Supply,8,10,3,16200.0,19000.0,19630.0,19693.0,19699.3,19699.93,0.0,10__0
AX,Finance,Financial - Miscellaneous Services,45,15,3,18704.0,22428.0,22942.8,22994.28,22999.43,22999.94,0.0,15__0
AXGN,Medical,Medical - Instruments,11,10,3,10460.0,11372.0,11577.2,11597.72,11599.77,11599.98,0.0,10__0
AXL,Auto-Tires-Trucks,Automotive - Original Equipment,6,10,3,62500.0,76500.0,79650.0,79965.0,79996.5,79999.65,0.0,10__0
AXON,Aerospace,Aerospace - Defense Equipment,5505,35,2,33984.0,84790.08,208680.0,398941.28,406644.13,407414.41,0.0,35__0
AXP,Finance,Financial - Miscellaneous Services,9225,40,2,25045.0,62740.8,276088.0,711171.46,1151621.15,1195666.11,0.0,40__0
AXS,Finance,Insurance - Property and Casualty,4,5,3,4849.0,4997.8,5031.28,5034.63,5034.96,5035.0,0.0,5__0
AXSM,Medical,Medical - Biomedical and Genetics,984,30,2,33394.0,219180.0,733910.0,937391.0,957739.1,959773.91,0.0,30__0
AXTA,Basic Materials,Chemical - Specialty,15,10,3,11350.0,13870.0,14437.0,14493.7,14499.37,14499.94,0.0,10__0
AXTI,Computer and Technology,Electronics - Semiconductors,1,0,3,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,2.0,0__2
AYI,Business Services,Technology Services,216,25,2,27417.5,587422.5,872340.0,872340.0,872340.0,872340.0,2.0,25__2
AZ,Computer and Technology,Internet - Software,6,10,3,10125.0,10425.0,10492.5,10499.25,10499.93,10499.99,0.0,10__0
AZEK,Construction,Building Products - Air Conditioner and Heating,66,20,2,53125.0,110500.0,128050.0,129805.0,129980.5,129998.05,0.0,20__0
AZN,Medical,Medical - Biomedical and Genetics,1265,30,2,42528.0,151440.0,646288.0,787255.49,802329.15,803836.51,0.0,30__0
AZO,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,4447,35,2,19230.5,62239.2,170771.09,281418.8,290221.88,291102.19,0.0,35__0
AZTA,Medical,Medical Info Systems,8,10,3,173432.75,242686.55,258268.66,259826.87,259982.69,259998.27,2.0,10__2
AZZ,Industrial Products,Manufacturing - Electronics,35,15,3,9029.1,11894.2,12772.42,12860.24,12869.02,12869.9,0.0,15__0
B,Basic Materials,Mining - Gold,140,20,2,18644.7,26352.81,27347.1,27484.71,27498.47,27499.85,0.0,20__0
BA,Aerospace,Aerospace - Defense,67366,50,1,23048.0,57000.0,211398.15,774151.86,996793.41,1063579.34,4.0,50__4
BABA,Retail-Wholesale,Internet - Commerce,137153,50,1,30710.6,85623.04,338772.0,1047858.53,1575167.04,2056349.38,1.0,50__1
BAC,Finance,Financial - Investment Bank,13151,40,2,25620.5,65570.0,240000.0,832643.05,1121324.76,1150939.48,0.0,40__0
BAH,Business Services,Consulting Services,743,30,2,26952.0,130010.0,378965.16,465792.52,474475.25,475343.53,2.0,30__2
BALL,Industrial Products,Containers - Metal and Glass,46,15,3,56570.0,242881.5,263913.15,266016.32,266226.63,266247.66,0.0,15__0
BAM,Finance,Financial - Miscellaneous Services,287,25,2,11928.0,112345.2,182406.3,196035.63,197398.56,197534.86,0.0,25__0
BANC,Finance,Banks - Southwest,13,10,3,20261.6,31615.52,34170.15,34425.62,34451.16,34453.72,0.0,10__0
BAND,Computer and Technology,Communication - Infrastructure,19,15,3,6646.0,14177.2,15871.72,16041.17,16058.12,16059.81,0.0,15__0
BAP,Finance,Banks - Foreign,3,5,3,4489.0,4505.8,4509.58,4509.96,4510.0,4510.0,0.0,5__0
BARK,Consumer Discretionary,Consumer Services - Miscellaneous,1,0,3,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2.0,0__2
BASE,Computer and Technology,Internet - Software,46,15,3,10507.5,13043.25,13778.32,13851.83,13859.18,13859.92,0.0,15__0
BATRK,Consumer Discretionary,Media Conglomerates,1,0,3,3660.0,3660.0,3660.0,3660.0,3660.0,3660.0,2.0,0__2
BAX,Medical,Medical - Products,336,25,2,38166.25,133000.0,257238.8,291223.88,294622.39,294962.24,0.0,25__0
BB,Computer and Technology,Internet - Software,278,25,2,13360.95,28859.18,139106.68,143597.07,144046.11,144091.01,0.0,25__0
BBAI,Computer and Technology,Computers - IT Services,2835,35,2,19960.0,48467.8,102896.54,168576.97,183357.7,184835.77,0.0,35__0
BBAR,Finance,Banks - Foreign,17,10,3,12229.0,23361.8,25866.68,26117.17,26142.22,26144.72,0.0,10__0
BBIO,Medical,Medical - Generic Drugs,484,25,2,27510.0,97389.83,175850.0,197585.0,199758.5,199975.85,0.0,25__0
BBVA,Finance,Banks - Foreign,33,15,3,35154.0,42358.4,45311.84,45607.18,45636.72,45639.67,0.0,15__0
BBW,Retail-Wholesale,Retail - Miscellaneous,58,20,2,26029.05,127199.2,237719.92,248771.99,249877.2,249987.72,3.0,20__3
BBWI,Retail-Wholesale,Retail - Miscellaneous,609,30,2,41422.4,196958.56,392634.0,438188.4,442743.84,443199.38,0.0,30__0
BBY,Retail-Wholesale,Retail - Consumer Electronics,2921,35,2,26200.0,102200.4,254309.48,961619.36,1151632.44,1170633.74,1.0,35__1
BC,Consumer Discretionary,Leisure and Recreation Products,35,15,3,39750.0,79845.0,98434.5,100293.45,100479.34,100497.93,0.0,15__0
BCAB,Medical,Medical - Biomedical and Genetics,7,10,3,6028.5,6065.7,6074.07,6074.91,6074.99,6075.0,0.0,10__0
BCAX,Medical,Medical - Biomedical and Genetics,2,5,3,3917.5,3943.5,3949.35,3949.94,3949.99,3950.0,0.0,5__0
BCC,Construction,Building Products - Wood,7,10,3,4920.0,5064.0,5096.4,5099.64,5099.96,5100.0,0.0,10__0
BCE,Utilities,Diversified Communication Services,62,20,2,36795.75,166558.8,210983.88,215426.39,215870.64,215915.06,3.0,20__3
BCO,Business Services,Outsourcing,46,15,3,8675.0,10680.75,11274.07,11333.41,11339.34,11339.93,0.0,15__0
BCPC,Basic Materials,Chemical - Specialty,1,0,3,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,2.0,0__2
BCRX,Medical,Medical - Drugs,24,15,3,9691.9,15813.5,17376.35,17532.64,17548.26,17549.83,0.0,15__0
BCS,Finance,Banks - Foreign,53,15,3,31224.0,101448.96,154029.7,159287.77,159813.58,159866.16,0.0,15__0
BCYC,Medical,Medical - Biomedical and Genetics,17,10,3,53726.0,65265.2,67861.52,68121.15,68147.12,68149.71,0.0,10__0
BDC,Industrial Products,Wire and Cable Products,18,15,3,9090.0,9498.0,9589.8,9598.98,9599.9,9599.99,0.0,15__0
BDSX,Medical,Medical Services,7,10,3,10680.0,11256.0,11385.6,11398.56,11399.86,11399.99,0.0,10__0
BDTX,Medical,Medical - Biomedical and Genetics,39,15,3,18190.0,50888.0,58548.8,59314.88,59391.49,59399.15,0.0,15__0
BDX,Medical,Medical - Dental Supplies,574,30,2,30476.0,243734.9,619812.54,801349.25,819502.93,821318.29,0.0,30__0
BE,Oils-Energy,Alternative Energy - Other,2429,35,2,19688.0,58190.76,254662.68,517735.42,567977.54,573001.75,0.0,35__0
BEAM,Medical,Medical - Biomedical and Genetics,125,20,2,15160.0,30019.2,33963.6,34086.36,34098.64,34099.86,0.0,20__0
BEEM,Auto-Tires-Trucks,Automotive - Original Equipment,5,5,3,4710.0,4902.0,4945.2,4949.52,4949.95,4950.0,0.0,5__0
BEKE,Computer and Technology,Internet - Services,2347,35,2,28776.0,101034.0,407890.0,787533.07,789611.11,789818.91,1.0,35__1
BELFB,Computer and Technology,Electronics - Miscellaneous Products,1,0,3,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,2.0,0__2
BEN,Finance,Financial - Investment Management,41,15,3,222570.0,225708.0,227590.8,227779.08,227797.91,227799.79,0.0,15__0
BEP,Utilities,Utility - Electric Power,10,10,3,27650.25,41494.05,44608.9,44920.39,44951.54,44954.65,0.0,10__0
BEPC,Oils-Energy,Alternative Energy - Other,26,15,3,8850.0,13280.25,14564.33,14692.73,14705.57,14706.86,0.0,15__0
BFAM,Business Services,Business - Services,38,15,3,7073.0,7260.0,7260.0,7260.0,7260.0,7260.0,0.0,15__0
BFH,Finance,Financial - Miscellaneous Services,56,15,3,16885.0,54064.5,65256.45,66375.65,66487.56,66498.76,0.0,15__0
BFLY,Medical,Medical Info Systems,4,5,3,11782.0,12756.4,12975.64,12997.56,12999.76,12999.98,0.0,5__0
BG,Basic Materials,Agriculture - Products,147,20,2,38412.5,219520.8,248540.0,249854.0,249985.4,249998.54,3.0,20__3
BGC,Finance,Financial - Investment Bank,32,15,3,28686.0,51413.72,58050.57,58714.26,58780.63,58787.26,0.0,15__0
BGFV,Retail-Wholesale,Retail - Miscellaneous,1,0,3,7640.0,7640.0,7640.0,7640.0,7640.0,7640.0,2.0,0__2
BGS,Consumer Staples,Food - Miscellaneous,12,10,3,11118.5,11791.7,11943.17,11958.32,11959.83,11959.98,0.0,10__0
BHC,Medical,Medical - Generic Drugs,87,20,2,17051.3,305402.88,335273.09,338260.11,338558.81,338588.68,3.0,20__3
BHE,Computer and Technology,Electronics - Manufacturing Services,4,5,3,6028.5,6173.7,6206.37,6209.64,6209.96,6210.0,0.0,5__0
BHF,Finance,Insurance - Life Insurance,312,25,2,28420.5,74278.4,657013.0,857701.3,877770.13,879777.01,0.0,25__0
BHP,Basic Materials,Mining - Miscellaneous,369,25,2,20016.0,44204.16,104846.72,107234.67,107473.47,107497.35,0.0,25__0
BHVN,Medical,Medical - Biomedical and Genetics,472,25,2,51082.0,213586.3,400118.48,525219.85,537729.98,538981.0,2.0,25__2
BIDU,Computer and Technology,Internet - Services,20242,45,1,22200.0,54195.43,158060.1,386240.7,733520.08,789752.01,1.0,45__1
BIGC,Computer and Technology,Internet - Software,8,10,3,49980.0,49980.0,49980.0,49980.0,49980.0,49980.0,0.0,10__0
BIIB,Medical,Medical - Biomedical and Genetics,737,30,2,17759.0,48035.28,118124.16,132988.42,134474.84,134623.48,2.0,30__2
BILI,Consumer Discretionary,Broadcast Radio and Television,3942,35,2,27925.65,99799.94,362720.76,1058735.2,1175073.52,1186707.35,1.0,35__1
BILL,Computer and Technology,Internet - Software,2171,35,2,24962.0,82875.0,636540.0,1067729.43,1150772.94,1159077.29,1.0,35__1
BIO,Medical,Medical - Products,32,15,3,78562.5,123157.5,132015.75,132901.58,132990.16,132999.02,0.0,15__0
BIP,Finance,REIT and Equity Trust - Other,3,5,3,8369.0,8801.8,8899.18,8908.92,8909.89,8909.99,0.0,5__0
BIPC,Utilities,Utility - Gas Distribution,1,0,3,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,2.0,0__2
BIRD,Retail-Wholesale,Retail - Apparel and Shoes,2,5,3,12012.5,12282.5,12343.25,12349.33,12349.93,12349.99,0.0,5__0
BIRK,Consumer Discretionary,Shoes and Retail Apparel ,371,25,2,65875.0,190182.6,343950.0,398895.0,404389.5,404938.95,2.0,25__2
BITF,Business Services,Technology Services,86,20,2,14597.5,18393.5,19839.35,19983.94,19998.39,19999.84,0.0,20__0
BJ,Consumer Staples,Consumer Products - Staples,639,30,2,16040.0,62904.0,214133.16,302663.32,311516.33,312401.63,2.0,30__2
BJRI,Retail-Wholesale,Retail - Restaurants,11,10,3,27237.5,30307.5,30998.25,31067.33,31074.23,31074.92,0.0,10__0
BK,Finance,Banks - Major Regional,442,25,2,16854.5,52440.9,89956.29,100795.63,101879.56,101987.96,0.0,25__0
BKD,Medical,Medical - Nursing Homes,1,0,3,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,2.0,0__2
BKE,Retail-Wholesale,Retail - Apparel and Shoes,19,15,3,6939.0,7939.8,8164.98,8187.5,8189.75,8189.97,0.0,15__0
BKKT,Business Services,Technology Services,16,10,3,10515.0,12711.0,13205.1,13254.51,13259.45,13259.95,0.0,10__0
BKNG,Retail-Wholesale,Internet - Commerce,35101,45,1,29660.0,78631.0,202340.0,737806.6,958690.8,1050049.08,0.0,45__0
BKR,Oils-Energy,Oil and Gas - Field Services,261,25,2,28275.0,70560.0,140637.6,147479.76,148163.98,148232.4,0.0,25__0
BKSY,Business Services,Technology Services,175,20,2,28248.5,76300.0,88871.24,90553.12,90721.31,90738.13,0.0,20__0
BKU,Finance,Banks - Major Regional,1,0,3,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,2.0,0__2
BL,Computer and Technology,Internet - Software,22,15,3,15716.5,124171.6,150072.16,152662.22,152921.22,152947.12,0.0,15__0
BLBD,Auto-Tires-Trucks,Automotive - Domestic,100,20,2,13190.0,25008.7,25783.87,25861.39,25869.14,25869.91,0.0,20__0
BLCO,Medical,Medical Services,28,15,3,21978.75,25760.76,26346.88,26405.49,26411.35,26411.93,0.0,15__0
BLD,Construction,Building Products - Miscellaneous,148,20,2,20200.0,38286.0,58771.8,61497.18,61769.72,61796.97,0.0,20__0
BLDE,Business Services,Technology Services,15,10,3,15242.5,21220.5,22565.55,22700.05,22713.51,22714.85,0.0,10__0
BLDR,Retail-Wholesale,Building Products - Retail,1247,30,2,25354.0,58491.3,143155.0,411997.0,446199.7,449619.97,2.0,30__2
BLFS,Medical,Medical - Products,3,5,3,14992.0,15670.4,15823.04,15838.3,15839.83,15839.98,3.0,5__3
BLK,Finance,Financial - Investment Management,3773,35,2,24740.0,61839.72,150510.72,213684.0,223868.4,224886.84,0.0,35__0
BLKB,Computer and Technology,Computer - Software,6,10,3,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,0.0,10__0
BLMN,Retail-Wholesale,Retail - Restaurants,56,15,3,14991.25,28509.25,40272.93,41449.29,41566.93,41578.69,0.0,15__0
BLND,Computer and Technology,Internet - Software,4,5,3,12155.0,12431.0,12493.1,12499.31,12499.93,12499.99,0.0,5__0
BLNK,Computer and Technology,Electronics - Miscellaneous Services,7,10,3,10584.0,11716.8,11971.68,11997.17,11999.72,11999.97,0.0,10__0
BLRX,Medical,Medical - Drugs,2,5,3,3716.75,3727.35,3729.74,3729.97,3730.0,3730.0,0.0,5__0
BLZE,Computer and Technology,Internet - Software,2,5,3,4905.0,4981.0,4998.1,4999.81,4999.98,5000.0,0.0,5__0
BMA,Finance,Banks - Foreign,35,15,3,19488.0,25994.4,28699.44,28969.94,28996.99,28999.7,0.0,15__0
BMBL,Computer and Technology,Internet - Software,119,20,2,11821.5,251441.4,444859.57,463396.36,465250.04,465435.4,3.0,20__3
BMEA,Medical,Medical - Biomedical and Genetics,81,20,2,14925.0,59400.0,78840.0,80784.0,80978.4,80997.84,0.0,20__0
BMI,Computer and Technology,Instruments - Control,18,15,3,13161.0,17608.2,18608.82,18708.88,18718.89,18719.89,0.0,15__0
BMO,Finance,Banks - Foreign,61,20,2,11410.0,28860.0,37446.0,38304.6,38390.46,38399.05,0.0,20__0
BMRA,Medical,Medical - Drugs,2,5,3,4899.5,4947.9,4958.79,4959.88,4959.99,4960.0,0.0,5__0
BMRN,Medical,Medical - Biomedical and Genetics,241,25,2,54075.0,101284.0,163650.0,173100.0,174045.0,174139.5,0.0,25__0
