trade_volume_bin_rank,security,sector,industry,min_dte,max_dte,qualifying_trades,trade_volume_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
3,DAWN,Medical,Medical - Biomedical and Genetics,7,30,18,15,3010.0,3752.5,6725.0,2972.5,11183.75,8343.3,10864.35,13372.87,13937.29,13993.73,13999.37,13999.94
3,DAY,Computer and Technology,Internet - Software,2,30,38,15,3174.0,3720.0,5816.25,2096.25,8960.625,8946.0,10366.0,18152.3,19554.23,19694.42,19708.44,19709.84
2,DB,Finance,Banks - Foreign,3,30,239,25,3015.0,3900.0,7500.0,3600.0,12900.0,13390.0,17753.7,49965.6,116829.48,129582.95,130858.29,130985.83
3,DBD,Computer and Technology,Internet - Software,29,30,24,15,3080.0000000000005,3420.0,4070.0,650.0,5045.0,4500.0,4542.5,4954.25,5062.92,5073.79,5074.88,5074.99
3,DBI,Retail-Wholesale,Retail - Apparel and Shoes,2,30,28,15,3404.9999999999995,4500.0,11757.0,7257.0,22642.5,35479.0,63900.0,83520.0,89352.0,89935.2,89993.52,89999.35
2,DBRG,Finance,REIT and Equity Trust,2,30,165,20,3010.0,3600.0,8200.0,4600.0,15100.0,20304.0,38270.0,137600.0,169697.6,171409.76,171580.98,171598.1
2,DBX,Computer and Technology,Internet - Services,1,30,380,25,3010.0,3847.5,8641.25,4793.75,15831.875,17481.5,35008.8,192600.0,529642.0,666764.2,680476.42,681847.64
3,DC,Basic Materials,Mining - Gold,10,10,1,0,3237.0000000000005,3237.0,3237.0,0.0,3237.0,3237.0,3237.0,3237.0,3237.0,3237.0,3237.0,3237.0
3,DCGO,Medical,Medical Services,8,21,5,5,3570.0000000000005,3600.0,3790.0,190.0,4075.0,5716.0,6358.0,6871.6,6987.16,6998.72,6999.87,6999.99
3,DCI,Industrial Products,Pollution Control,10,23,3,5,3500.0,4500.0,6845.0,2345.0,10362.5,7652.0,7921.0,8136.2,8184.62,8189.46,8189.95,8189.99
3,DCO,Aerospace,Aerospace - Defense Equipment,11,28,4,5,6300.0,9345.0,12075.0,2730.0,16170.0,14910.0,15855.0,16611.0,16781.1,16798.11,16799.81,16799.98
3,DCOM,Finance,Banks - Southeast,25,25,2,5,5664.0,5868.0,6276.0,408.0,6888.0,6398.4,6439.2,6471.84,6479.18,6479.92,6479.99,6480.0
3,DCTH,Medical,Medical - Instruments,16,30,14,10,3015.9999999999995,3406.25,5875.0,2468.75,9578.125,7470.0,8229.5,8421.9,8465.19,8469.52,8469.95,8470.0
2,DD,Basic Materials,Chemical - Diversified ,1,30,574,30,3015.0,3526.25,8557.5,5031.25,16104.375,16400.0,26085.8,85530.24,150281.82,150622.18,150656.22,150659.62
3,DDD,Industrial Products,Commercial Printing,18,29,9,10,3015.9999999999995,4000.0,7230.0,3230.0,12075.0,8031.0,9513.0,10698.6,10965.36,10992.04,10994.7,10994.97
2,DDOG,Computer and Technology,Internet - Software,1,30,15301,40,3002.0,3810.0,8785.0,4975.0,16247.5,16005.0,26325.0,85000.0,383500.0,931385.0,1287524.0,1341502.4
2,DE,Industrial Products,Manufacturing - Farm Equipment,1,30,5777,40,3004.9999999999995,3820.0,8220.0,4400.0,14820.0,14926.0,23320.0,52286.0,152988.43,976698.0,1555669.8,1613566.98
3,DEA,Finance,REIT and Equity Trust - Other,24,24,1,0,5000.0,5000.0,5000.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
2,DECK,Retail-Wholesale,Retail - Apparel and Shoes,1,30,6626,40,3002.0000000000005,3750.0,9048.75,5298.75,16996.875,18700.0,31457.5,174287.5,686000.0,1219050.0,1464705.0,1489270.5
3,DEI,Finance,REIT and Equity Trust - Other,8,29,22,15,3120.0,3707.5,7293.75,3586.25,12673.125,14532.0,17546.0,19512.8,19951.28,19995.13,19999.51,19999.95
1,DELL,Computer and Technology,Computer - Micro Computers,1,30,30002,45,3002.0,3822.0,8899.25,5077.25,16515.125,16524.0,25475.7,64725.72,202497.0,496615.46,612411.21,647141.12
2,DEO,Consumer Staples,Beverages - Alcohol,2,30,110,20,3025.0,3693.75,7248.75,3555.0,12581.25,11500.0,15173.0,34503.3,46192.55,47369.25,47486.93,47498.69
3,DFDV,Computer and Technology,Internet - Software,7,21,54,15,3020.0,3875.75,7200.0,3324.25,12186.375,12705.0,18076.5,36367.5,48411.75,49616.18,49736.62,49748.66
3,DFH,Construction,Building Products - Home Builders,11,29,14,10,4000.0,4198.75,7425.0,3226.25,12264.375,15540.0,21092.5,25018.5,25901.85,25990.18,25999.02,25999.9
3,DFIN,Computer and Technology,Internet - Software and Services,24,24,1,0,15000.0,15000.0,15000.0,0.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0,15000.0
2,DG,Retail-Wholesale,Retail - Discount Stores,1,30,5776,40,3002.0,3780.0,8680.0,4900.0,16030.0,16100.5,24779.5,84799.0,385568.7,1081167.26,1201616.73,1213661.67
2,DGX,Medical,Medical - Outpatient and Home Healthcare,3,30,352,25,3010.0,3900.0,9845.5,5945.5,18763.75,16942.5,32995.0,257150.0,393774.0,433577.4,437557.74,437955.77
2,DHI,Construction,Building Products - Home Builders,1,30,2511,35,3003.0,3751.0,8342.5,4591.5,15229.75,15219.0,23000.0,63413.0,396638.4,480747.0,481424.7,481492.47
2,DHR,Medical,Medical Services,1,30,2673,35,3010.0,3750.0,8610.0,4860.0,15900.0,15227.6,26250.0,93037.28,380145.5,538225.2,576042.12,579823.81
3,DHT,Transportation,Transportation - Shipping,7,30,50,15,3060.0,3370.0,6331.25,2961.25,10773.125,12594.2,14527.5,55863.42,59586.34,59958.63,59995.86,59999.59
3,DIN,Retail-Wholesale,Retail - Restaurants,10,30,20,15,3060.0,4208.0,12402.75,8194.75,24694.875,28008.0,28158.75,29355.75,29625.08,29652.01,29654.7,29654.97
2,DINO,Oils-Energy,Oil and Gas - Refining and Marketing,3,30,172,20,3010.0,3640.0,8400.0,4760.0,15540.0,15750.0,24835.0,61057.36,67355.12,68025.51,68092.55,68099.26
3,DIOD,Computer and Technology,Electronics - Semiconductors,8,30,15,10,3474.0,4470.0,7050.0,2580.0,10920.0,9812.0,19054.0,34050.8,37425.08,37762.51,37796.25,37799.63
2,DIS,Consumer Discretionary,Media Conglomerates,1,30,14576,40,3002.0,3781.0,8320.0,4539.0,15128.5,15750.0,24800.0,75221.25,295241.62,600830.77,790216.63,807535.66
1,DJT,Computer and Technology,Internet - Software,1,30,64310,50,3002.0,3857.0,9150.0,5293.0,17089.5,17600.0,28354.95,74072.8,427701.81,1257337.25,2961723.4,3560472.34
3,DK,Oils-Energy,Oil and Gas - Refining and Marketing,7,29,53,15,3300.0,4650.0,14000.0,9350.0,28025.0,16830.0,63892.0,71480.0,71948.0,71994.8,71999.48,71999.95
3,DKL,Oils-Energy,Oil and Gas - Production Pipeline - MLB,8,30,6,10,3315.0,13907.5,29760.0,15852.5,53538.75,32340.0,32670.0,32934.0,32993.4,32999.34,32999.93,32999.99
2,DKNG,Consumer Discretionary,Gaming,1,30,8681,40,3002.0,3737.0,8282.0,4545.0,15099.5,15561.0,24600.0,89424.0,374108.48,714650.23,731388.22,733062.02
2,DKS,Retail-Wholesale,Retail - Miscellaneous,1,30,4292,35,3003.0,3960.0,9300.0,5340.0,17310.0,17393.5,26780.0,90450.0,584835.58,1639200.9,1909920.09,1936992.01
3,DLB,Consumer Discretionary,Audio Video Production,15,23,2,5,4500.0,4915.0,5745.0,830.0,6990.0,5994.0,6077.0,6143.4,6158.34,6159.83,6159.98,6160.0
3,DLHC,Business Services,Staffing Firms,14,14,1,0,9000.0,9000.0,9000.0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0
2,DLO,Business Services,Financial Transaction Services,2,30,81,20,3080.0000000000005,3975.0,10300.0,6325.0,19787.5,22000.0,27900.0,36000.0,39600.0,39960.0,39996.0,39999.6
2,DLR,Finance,REIT and Equity Trust - Other,1,30,976,30,3009.0,3767.5,8340.0,4572.5,15198.75,14155.0,22620.0,46075.0,208264.62,568552.96,604581.8,608184.68
2,DLTR,Retail-Wholesale,Retail - Discount Stores,1,30,7452,40,3002.0000000000005,3630.0,7830.0,4200.0,14130.0,14904.0,24618.0,118113.4,621907.5,2750640.0,2750640.0,2750640.0
3,DLX,Business Services,Business - Office Products,28,28,1,0,4148.0,4148.0,4148.0,0.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0
3,DMRC,Industrial Products,Security and Safety Services,1,29,40,15,3060.0,3331.5,5101.25,1769.75,7755.875,8190.0,9604.0,14982.0,17158.2,17375.82,17397.58,17399.76
2,DNA,Medical,Medical - Biomedical and Genetics,2,30,172,20,3010.0,3811.25,7155.0,3343.75,12170.625,12337.5,16360.0,41851.8,156659.58,171590.96,173084.1,173233.41
2,DNB,Business Services,Business - Information Services,2,30,66,20,3254.9999999999995,3797.5,9030.0,5232.5,16878.75,20836.5,26719.0,60437.0,77881.7,79626.17,79800.62,79818.06
3,DNLI,Medical,Medical - Biomedical and Genetics,8,29,12,10,3190.0,3475.0,32750.0,29275.0,76662.5,58100.0,78000.0,95600.0,99560.0,99956.0,99995.6,99999.56
3,DNN,Basic Materials,Mining - Miscellaneous,3,30,26,15,3050.0,4373.75,24000.0,19626.25,53439.375,31000.0,38000.0,55000.0,59500.0,59950.0,59995.0,59999.5
3,DNOW,Industrial Products,Manufacturing - General Industrial ,4,9,2,5,4470.0,4477.5,4492.5,15.0,4515.0,4497.0,4498.5,4499.7,4499.97,4500.0,4500.0,4500.0
3,DNTH,Medical,Medical - Biomedical and Genetics,17,30,5,5,3075.0,15820.0,22190.0,6370.0,31745.0,24626.0,25438.0,26087.6,26233.76,26248.38,26249.84,26249.98
3,DNUT,Consumer Staples,Consumer Products - Staples,9,29,13,10,3080.0,4500.0,7530.0,3030.0,12075.0,10608.0,33082.0,59508.4,65454.34,66048.93,66108.39,66114.34
2,DOC,Finance,REIT and Equity Trust - Other,24,30,62,20,3120.0,3907.5,6596.25,2688.75,10629.375,13689.0,16550.4,32811.48,42656.15,43640.61,43739.06,43748.91
2,DOCN,Computer and Technology,Internet - Software,2,30,618,30,3024.0,4005.0,9307.5,5302.5,17261.25,16910.0,30010.5,47169.9,68830.0,74383.0,74938.3,74993.83
2,DOCS,Medical,Medical Services,1,30,1617,30,3003.0,3800.0,8370.0,4570.0,15225.0,15205.2,21636.0,51378.0,174600.0,280874.18,296638.42,298214.84
2,DOCU,Computer and Technology,Internet - Software,1,30,4000,35,3002.9999999999995,3798.75,8000.0,4201.25,14301.875,15404.0,22604.6,51725.74,170013.0,361029.27,380010.93,381909.09
3,DOLE,Consumer Staples,Agriculture - Operations,14,14,1,0,3840.0000000000005,3840.0,3840.0,0.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0
3,DOMO,Computer and Technology,Internet - Software,16,30,27,15,3078.0,3410.0,7419.0,4009.0,13432.5,11570.0,23237.0,38319.0,41559.9,41883.99,41916.4,41919.64
3,DOOO,Auto-Tires-Trucks,Automotive - Original Equipment,11,29,11,10,3100.0,4639.5,14000.0,9360.5,28040.75,17370.0,22095.0,25875.0,26725.5,26810.55,26819.06,26819.91
3,DORM,Auto-Tires-Trucks,Automotive - Replacement Parts,9,30,8,10,3100.0,3911.25,13125.0,9213.75,26945.625,31500.0,33250.0,34650.0,34965.0,34996.5,34999.65,34999.96
3,DOUG,Finance,Real Estate - Operations,16,16,1,0,4700.0,4700.0,4700.0,0.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0
2,DOV,Industrial Products,Manufacturing - General Industrial ,1,30,255,25,3010.0,3661.5,16032.0,12370.5,34587.75,47210.4,93033.5,148380.0,352202.0,383520.2,386652.02,386965.2
2,DOW,Basic Materials,Chemical - Diversified ,1,30,760,30,3008.0,3643.75,8211.75,4568.0,15063.75,16275.0,26786.25,57524.79,129471.0,150647.1,152764.71,152976.47
3,DOX,Computer and Technology,Computers - IT Services,3,30,9,10,3394.9999999999995,4500.0,7000.0,2500.0,10750.0,21400.0,33200.0,42640.0,44764.0,44976.4,44997.64,44999.76
3,DOYU,Consumer Discretionary,Gaming,1,3,2,5,5200.0,5225.0,5275.0,50.0,5350.0,5290.0,5295.0,5299.0,5299.9,5299.99,5300.0,5300.0
2,DPZ,Retail-Wholesale,Retail - Restaurants,1,30,2687,35,3010.0,3760.0,8677.5,4917.5,16053.75,17844.0,27988.0,72062.0,192287.76,612268.38,622556.84,623585.68
2,DQ,Basic Materials,Chemical - Specialty,1,30,287,25,3040.0,4000.0,10424.5,6424.5,20061.25,25000.0,41163.0,95045.6,104142.0,104914.2,104991.42,104999.14
3,DRD,Basic Materials,Mining - Gold,25,29,4,5,5000.0,7527.5,22000.0,14472.5,43708.75,25600.0,26800.0,27760.0,27976.0,27997.6,27999.76,27999.98
2,DRI,Retail-Wholesale,Retail - Restaurants,1,30,833,30,3010.0,3750.0,8640.0,4890.0,15975.0,16648.0,28488.0,185117.76,381562.24,383756.22,383975.62,383997.56
3,DRS,Aerospace,Aerospace - Defense Equipment,8,30,8,10,3040.0,3500.0,5210.5,1710.5,7776.25,6654.4,7651.2,8448.64,8628.06,8646.01,8647.8,8647.98
3,DRVN,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,8,16,4,5,4000.0,4105.0,4275.0,170.0,4530.0,4302.0,4311.0,4318.2,4319.82,4319.98,4320.0,4320.0
3,DSGX,Computer and Technology,Computer - Software,11,30,24,15,3040.0,3218.75,6636.0,3417.25,11761.875,13777.5,24546.15,29156.9,29978.69,30060.87,30069.09,30069.91
3,DSP,Business Services,Technology Services,18,18,2,5,4850.0,5133.75,5701.25,567.5,6552.5,5871.5,5928.25,5973.65,5983.87,5984.89,5984.99,5985.0
3,DSX,Transportation,Transportation - Shipping,30,30,1,0,6980.0,6980.0,6980.0,0.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0
2,DT,Computer and Technology,Computers - IT Services,3,30,504,25,3010.0,3600.0,8160.0,4560.0,15000.0,20379.0,54929.95,252630.0,10918600.0,10918600.0,10918600.0,10918600.0
3,DTE,Utilities,Utility - Electric Power,4,30,21,15,3255.0000000000005,3700.0,6750.0,3050.0,11325.0,45360.0,65340.0,71244.0,72572.4,72705.24,72718.52,72719.85
3,DTM,Oils-Energy,Oil and Gas - Integrated - United States,2,30,3,5,3025.0,3362.5,9715.0,6352.5,19243.75,13324.0,14527.0,15489.4,15705.94,15727.59,15729.76,15729.98
2,DUK,Utilities,Utility - Electric Power,1,30,471,25,3040.0,3733.0,7795.0,4062.0,13888.0,13800.0,26488.5,71152.0,1036943.0,1156694.3,1168669.43,1169866.94
2,DUOL,Business Services,Technology Services,1,30,3613,35,3006.0,3933.0,9303.0,5370.0,17358.0,17192.0,27188.0,70067.48,285507.84,814992.0,987502.2,1004753.22
2,DV,Computer and Technology,Internet - Software,8,28,91,20,3080.0000000000005,3914.5,10847.5,6933.0,21247.0,21000.0,27512.0,137584.0,508758.4,545875.84,549587.58,549958.76
2,DVA,Medical,Medical - Outpatient and Home Healthcare,1,30,475,25,3024.0,3920.0,8200.5,4280.5,14621.25,16246.0,23931.4,79630.0,302422.1,387038.21,395499.82,396345.98
3,DVAX,Medical,Medical - Biomedical and Genetics,7,29,12,10,3045.0,3806.25,7830.0,4023.75,13865.625,9969.0,29125.0,47825.0,52032.5,52453.25,52495.33,52499.53
2,DVN,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,1894,35,3002.0,3700.0,7743.0,4043.0,13807.5,13206.0,18291.0,36543.24,100000.0,134454.75,141695.48,142419.55
3,DWTX,Medical,Medical - Biomedical and Genetics,3,3,1,0,18000.0,18000.0,18000.0,0.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
3,DXC,Computer and Technology,Computers - IT Services,8,30,18,15,3429.9999999999995,3832.5,6356.25,2523.75,10141.875,10106.0,20193.75,56658.75,64863.38,65683.84,65765.88,65774.09
2,DXCM,Medical,Medical - Instruments,1,30,2079,35,3009.0,3710.0,8050.0,4340.0,14560.0,15376.0,23632.5,99134.2,380449.52,451035.84,463603.58,464860.36
3,DXPE,Industrial Products,Manufacturing - General Industrial ,9,30,23,15,3250.0,4050.0,17200.0,13150.0,36925.0,17200.0,17515.0,47385.0,54958.5,55715.85,55791.59,55799.16
2,DY,Construction,Building Products - Heavy Construction,1,30,297,25,3050.0,4020.0,8780.0,4760.0,15920.0,11592.0,20130.0,172065.6,1081320.0,1269132.0,1287913.2,1289791.32
3,DYAI,Medical,Medical - Biomedical and Genetics,28,28,1,0,5400.0,5400.0,5400.0,0.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0
2,DYN,Medical,Medical - Drugs,7,30,177,20,3040.0,3870.0,8160.0,4290.0,14595.0,14814.0,26094.0,183351.12,572356.88,588235.69,589823.57,589982.36
2,EA,Consumer Discretionary,Gaming,1,30,2156,35,3002.0000000000005,3849.5,8192.5,4343.0,14707.0,16884.0,31625.0,141125.0,559850.0,1019163.75,1067166.38,1071966.64
2,EAT,Retail-Wholesale,Retail - Restaurants,1,30,1922,35,3006.0,3950.0,9900.0,5950.0,18825.0,17489.0,28462.5,85592.5,285872.52,688288.55,723578.85,727107.89
3,EB,Computer and Technology,Internet - Services,24,24,2,5,6500.0,6500.0,6500.0,0.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0
2,EBAY,Retail-Wholesale,Internet - Commerce,1,30,1375,30,3002.0,3600.0,7884.5,4284.5,14311.25,14519.6,25701.9,148000.0,649362.0,797829.94,806406.99,807264.7
3,EBC,Finance,Banks - Northeast,28,29,16,10,3053.0,4118.5,5500.0,1381.5,7572.25,11600.0,12750.0,14550.0,14955.0,14995.5,14999.55,14999.95
3,EBF,Industrial Products,Office Supplies,4,8,2,5,25000.0,25000.0,25000.0,0.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0
2,EBS,Medical,Medical - Biomedical and Genetics,2,30,63,20,3025.0,3600.0,5957.5,2357.5,9493.75,10400.0,14300.2,22660.0,26566.0,26956.6,26995.66,26999.57
3,EC,Oils-Energy,Oil and Gas - Integrated - International,1,29,7,10,3180.0,3222.5,4630.0,1407.5,6741.25,5975.0,6605.0,7109.0,7222.4,7233.74,7234.87,7234.99
2,ECL,Basic Materials,Chemical - Specialty,6,30,170,20,3010.0,3457.0,5817.5,2360.5,9358.25,8800.0,9461.5,18772.5,169221.45,195527.15,198157.71,198420.77
3,ECPG,Finance,Financial - Consumer Loans,16,30,5,5,3600.0,4209.0,10400.0,6191.0,19686.5,10760.0,10880.0,10976.0,10997.6,10999.76,10999.98,11000.0
2,ED,Utilities,Utility - Electric Power,4,30,115,20,3034.0,3750.0,6645.0,2895.0,10987.5,12710.0,23720.0,119369.5,142324.03,144745.9,144988.09,145012.31
3,EDAP,Medical,Medical - Instruments,24,24,1,0,4975.0,4975.0,4975.0,0.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0
3,EDIT,Medical,Medical - Biomedical and Genetics,1,30,17,10,3200.0,4000.0,4875.0,875.0,6187.5,5766.0,8785.2,17697.84,19703.18,19903.72,19923.77,19925.78
2,EDU,Consumer Discretionary,Schools,8,30,316,25,3025.0,3798.75,7985.0,4186.25,14264.375,14845.0,23578.75,64856.0,98333.34,105920.93,106679.69,106755.57
3,EEFT,Finance,Financial - Miscellaneous Services,10,30,8,10,3419.9999999999995,3693.75,10807.5,7113.75,21478.125,20232.0,20351.0,20446.2,20467.62,20469.76,20469.98,20470.0
3,EFC,Finance,REIT and Equity Trust,22,25,2,5,4000.0,7995.0,15985.0,7990.0,27970.0,18382.0,19181.0,19820.2,19964.02,19978.4,19979.84,19979.98
3,EFSC,Finance,Banks - Midwest,24,24,1,0,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
2,EFX,Business Services,Consulting Services,1,30,619,30,3003.0,3740.0,9309.5,5569.5,17663.75,18656.0,30000.0,71200.0,414881.21,747952.12,781259.21,784589.92
2,EG,Finance,Insurance - Multi line,7,30,224,25,3029.9999999999995,3993.75,7792.5,3798.75,13490.625,14023.0,23991.0,52385.0,546270.0,648627.0,658862.7,659886.27
3,EGO,Basic Materials,Mining - Gold,3,30,40,15,3040.0,4455.0,10552.5,6097.5,19698.75,28175.0,30738.55,40027.5,44502.75,44950.27,44995.03,44999.5
3,EGP,Finance,REIT and Equity Trust - Other,1,10,3,5,4660.0,4710.0,5010.0,300.0,5460.0,5160.0,5210.0,5250.0,5259.0,5259.9,5259.99,5260.0
2,EH,Aerospace,Aerospace - Defense Equipment,1,30,1370,30,3002.0000000000005,4000.0,9480.0,5480.0,17700.0,16766.2,24546.0,42841.0,79235.71,169891.02,180933.1,182037.31
3,EHC,Medical,Medical - Outpatient and Home Healthcare,9,29,37,15,3040.0,3230.0,4935.0,1705.0,7492.5,8050.0,36000.0,61600.0,62410.0,62491.0,62499.1,62499.91
3,EHTH,Finance,Insurance - Brokerage,9,29,6,10,3500.0,5148.0,6137.25,989.25,7621.125,6791.5,7095.75,7339.15,7393.92,7399.39,7399.94,7399.99
2,EIX,Utilities,Utility - Electric Power,2,30,713,30,3002.9999999999995,3860.0,8580.0,4720.0,15660.0,16233.0,22186.0,106323.2,353207.52,426604.75,433944.48,434678.45
2,EL,Consumer Staples,Cosmetics,1,30,3096,35,3010.0,3690.0,7871.75,4181.75,14144.375,15570.0,27362.5,126306.25,356932.6,1069535.0,1200453.5,1213545.35
3,ELAN,Medical,Medical - Outpatient and Home Healthcare,2,29,56,15,3075.0,3593.0,6130.0,2537.0,9935.5,8482.5,10869.0,16244.55,17243.96,17343.9,17353.89,17354.89
3,ELDN,Medical,Medical - Biomedical and Genetics,17,18,2,5,4000.0,6750.0,12250.0,5500.0,20500.0,13900.0,14450.0,14890.0,14989.0,14998.9,14999.89,14999.99
2,ELF,Consumer Staples,Cosmetics,1,30,9172,40,3002.0000000000005,3648.0,8012.0,4364.0,14558.0,14739.8,21611.25,54807.97,861792.0,2415236.6,6091523.66,6459152.37
3,ELME,Finance,REIT and Equity Trust - Residential,30,30,1,0,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
3,ELS,Finance,REIT and Equity Trust - Residential,23,23,1,0,7805.0,7805.0,7805.0,0.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0
2,ELV,Medical,Medical Services,1,30,2374,35,3003.0,3706.25,9360.0,5653.75,17840.625,16623.0,27235.0,127268.1,449264.8,559671.28,570219.93,571274.79
2,EME,Construction,Building Products - Heavy Construction,2,30,393,25,3020.0,3750.0,8200.0,4450.0,14875.0,16182.8,23174.0,45599.76,84395.2,91239.52,91923.95,91992.4
3,EMN,Basic Materials,Chemical - Diversified ,3,30,53,15,3025.0,3675.0,10230.0,6555.0,20062.5,16640.0,60002.4,72908.16,76905.82,77305.58,77345.56,77349.56
2,EMR,Industrial Products,Manufacturing - Electronics,1,30,759,30,3003.0,3609.5,7500.0,3890.5,13335.75,15300.0,27775.0,159950.0,358885.84,420638.58,426813.86,427431.39
3,ENB,Oils-Energy,Oil and Gas - Production and Pipelines,8,30,56,15,3029.9999999999995,3395.0,8550.0,5155.0,16282.5,14362.5,20972.25,156994.25,248452.93,257598.79,258513.38,258604.84
3,ENOV,Medical,Medical Info Systems,14,28,21,15,3045.0,3410.0,6800.0,3390.0,11885.0,28000.0,65000.0,82000.0,85825.0,86207.5,86245.75,86249.58
2,ENPH,Oils-Energy,Solar,1,30,11412,40,3002.0000000000005,3735.0,7760.0,4025.0,13797.5,14000.0,21204.4,52150.5,225895.2,432952.67,736864.06,771046.91
3,ENS,Industrial Products,Manufacturing - Electronics,24,30,4,5,3225.0,3611.25,5723.0,2111.75,8890.625,8817.2,9848.6,10673.72,10859.37,10877.94,10879.79,10879.98
3,ENSG,Medical,Medical - Nursing Homes,11,22,13,10,3040.0,5040.0,6785.0,1745.0,9402.5,8384.0,11438.0,14795.6,15551.06,15626.61,15634.16,15634.92
2,ENTG,Computer and Technology,Electronics - Manufacturing Machinery,2,30,317,25,3024.0,3690.0,8750.0,5060.0,16340.0,19872.0,44688.0,340000.0,392750.0,410525.0,412302.5,412480.25
3,ENVA,Finance,Financial - Consumer Loans,13,25,6,10,3250.0,3425.0,5612.5,2187.5,8893.75,7750.0,8500.0,9100.0,9235.0,9248.5,9249.85,9249.99
2,ENVX,Oils-Energy,Alternative Energy - Other,1,30,1486,30,3008.0,3780.0,7499.25,3719.25,13078.125,12819.5,18849.0,38085.4,137104.42,207778.45,218777.84,219877.78
2,EOG,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,822,30,3024.0,3751.75,8250.0,4498.25,14997.375,14499.0,22953.05,75573.3,121553.25,167180.33,171743.03,172199.3
3,EOLS,Medical,Medical - Products,9,24,9,10,3419.9999999999995,3780.0,6350.0,2570.0,10205.0,22520.0,51260.0,74252.0,79425.2,79942.52,79994.25,79999.43
2,EOSE,Industrial Products,Industrial Services,1,30,560,25,3002.9999999999995,3761.25,8218.5,4457.25,14904.375,16544.9,23349.0,42112.0,146087.0,149608.7,149960.87,149996.09
2,EPAM,Computer and Technology,Computers - IT Services,1,30,264,25,3040.0,3593.75,9525.0,5931.25,18421.875,18150.0,43200.0,68952.0,85642.56,86324.26,86392.43,86399.24
2,EPD,Oils-Energy,Oil and Gas - Production Pipeline - MLB,1,30,331,25,3004.0,3642.0,7500.0,3858.0,13287.0,12221.0,17093.5,30678.3,48586.5,51838.65,52163.87,52196.39
3,EPR,Finance,REIT and Equity Trust - Retail,7,25,5,5,3120.0000000000005,3135.0,4400.0,1265.0,6297.5,4889.0,5052.0,5182.4,5211.74,5214.67,5214.97,5215.0
3,EQH,Finance,Insurance - Multi line,8,24,15,10,3219.9999999999995,3489.0,7560.0,4071.0,13666.5,11736.0,75024.0,190204.8,216120.48,218712.05,218971.2,218997.12
2,EQIX,Finance,REIT and Equity Trust - Retail,1,30,590,30,3006.0,4050.0,10080.0,6030.0,19125.0,18009.0,25773.0,58435.18,149013.9,151611.39,151871.14,151897.11
2,EQNR,Oils-Energy,Oil and Gas - Refining and Marketing,6,30,136,20,3010.0,4025.0,25308.0,21283.0,57232.5,58732.5,72180.0,144661.5,209716.73,218829.47,219740.75,219831.87
3,EQR,Finance,REIT and Equity Trust - Residential,2,30,12,10,3006.0,3395.0,3875.0,480.0,4595.0,5810.0,6560.25,7108.05,7231.31,7243.63,7244.86,7244.99
2,EQT,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,1486,30,3003.0,3799.25,9821.0,6021.75,18853.625,21825.0,63450.0,226310.35,389617.05,425869.47,427336.95,427483.69
3,EQX,Basic Materials,Mining - Gold,25,30,6,10,3500.0,3593.75,4826.0,1232.25,6674.375,5625.0,5937.5,6187.5,6243.75,6249.38,6249.94,6249.99
3,ERIC,Computer and Technology,Wireless Equipment,3,30,52,15,3010.0,3900.0,8671.25,4771.25,15828.125,21038.5,31719.75,42675.0,46117.5,46461.75,46496.18,46499.62
2,ERIE,Finance,Insurance - Brokerage,1,30,118,20,3080.0000000000005,3825.0,8140.0,4315.0,14612.5,8820.0,10146.5,23139.6,33147.0,34094.7,34189.47,34198.95
3,ERII,Industrial Products,Pollution Control,14,30,7,10,3600.0,4000.0,5000.0,1000.0,6500.0,6168.0,7044.0,7744.8,7902.48,7918.25,7919.82,7919.98
