trade_volume_bin_rank,security,sector,industry,min_dte,max_dte,qualifying_trades,trade_volume_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
2,ERJ,Aerospace,Aerospace - Defense,3,30,175,20,3020.0,3850.0,9800.0,5950.0,18725.0,19950.0,26736.5,98648.6,168547.07,176101.61,176857.06,176932.61
3,ERO,Basic Materials,Mining - Non Ferrous,7,30,30,15,3429.9999999999995,3829.5,9245.0,5415.5,17368.25,12042.0,12464.0,14275.0,14927.5,14992.75,14999.28,14999.93
3,ES,Utilities,Utility - Electric Power,11,29,20,15,3200.0,4043.75,8983.75,4940.0,16393.75,30746.75,79374.38,121278.87,130707.39,131650.24,131744.52,131753.95
3,ESAB,Industrial Products,Metal Products - Procurement and Fabrication,23,23,1,0,24480.0,24480.0,24480.0,0.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0
3,ESE,Industrial Products,Manufacturing - Electronics,1,1,1,0,4200.0,4200.0,4200.0,0.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0
3,ESI,Basic Materials,Chemical - Specialty,10,30,51,15,3100.0,5012.5,17425.0,12412.5,36043.75,108000.0,165000.0,204285.0,211678.5,212417.85,212491.79,212499.18
2,ESLT,Aerospace,Aerospace - Defense Equipment,2,30,83,20,3050.0,3750.0,8058.5,4308.5,14521.25,13160.0,15840.0,24905.0,45015.5,47026.55,47227.66,47247.77
3,ESPR,Medical,Medical - Drugs,11,30,10,10,3592.0,4300.5,5691.25,1390.75,7777.375,8478.9,8721.45,8915.49,8959.15,8963.51,8963.95,8964.0
3,ESS,Finance,REIT and Equity Trust - Residential,11,30,29,15,3080.0000000000005,3500.0,10260.0,6760.0,20400.0,205701.0,232674.0,306200.0,327620.0,329762.0,329976.2,329997.62
2,ESTA,Medical,Medical Services,8,30,152,20,3014.0,3850.0,9640.0,5790.0,18325.0,22383.0,53046.0,304501.06,500457.98,522388.3,524581.33,524800.63
2,ESTC,Computer and Technology,Internet - Software,2,30,1588,30,3012.0,3840.0,9844.0,6004.0,18850.0,23787.0,38770.4,113390.0,348553.8,355950.0,355950.0,355950.0
2,ET,Oils-Energy,Oil and Gas - Production Pipeline - MLB,1,30,1022,30,3003.0,3800.0,8356.5,4556.5,15191.25,14000.0,20930.05,103897.08,314265.0,426842.42,438288.24,439432.82
3,ETD,Retail-Wholesale,Retail - Home Furnishings,23,23,1,0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
2,ETN,Industrial Products,Manufacturing - Electronics,1,30,4103,35,3003.0,3910.0,8550.0,4640.0,15510.0,13500.0,22835.0,104898.08,471930.78,977822.48,1096782.25,1108678.22
3,ETNB,Medical,Medical - Biomedical and Genetics,11,30,40,15,3276.0,4475.0,6318.75,1843.75,9084.375,7609.5,8330.0,11124.9,11858.49,11931.85,11939.18,11939.92
3,ETON,Medical,Medical - Biomedical and Genetics,23,28,4,5,3500.0,4115.0,4425.0,310.0,4890.0,4470.0,4485.0,4497.0,4499.7,4499.97,4500.0,4500.0
2,ETOR,Finance,Insurance - Brokerage,4,30,266,25,3024.0,4086.25,9068.75,4982.5,16542.5,19355.0,36324.75,81903.7,116969.0,116996.9,116999.69,116999.97
2,ETR,Utilities,Utility - Electric Power,4,30,180,25,3040.0,3680.0,6776.25,3096.25,11420.625,10725.5,16675.0,46395.16,67802.37,68655.24,68740.52,68749.05
2,ETSY,Retail-Wholesale,Internet - Commerce,1,30,3770,35,3002.0,3861.75,8640.0,4778.25,15807.375,17800.0,29923.5,135895.45,563973.2,823123.05,879262.31,884876.23
3,EU,Basic Materials,Mining - Miscellaneous,22,22,1,0,5478.0,5478.0,5478.0,0.0,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0
3,EVER,Finance,Insurance - Multi line,11,24,5,5,3045.0000000000005,3300.0,8415.0,5115.0,16087.5,13566.0,15283.0,16656.6,16965.66,16996.57,16999.66,16999.97
2,EVGO,Auto-Tires-Trucks,Automotive - Original Equipment,2,30,157,20,3020.0000000000005,3690.0,6400.0,2710.0,10465.0,10020.0,12220.0,19220.0,27786.0,28698.6,28789.86,28798.99
2,EVH,Computer and Technology,Internet - Software,1,29,66,20,3100.0,4830.0,8857.5,4027.5,14898.75,11602.5,18442.5,91960.0,95236.0,95563.6,95596.36,95599.64
3,EVLV,Computer and Technology,Computers - IT Services,3,30,24,15,3015.0,4655.0,7500.0,2845.0,11767.5,13409.0,17389.8,19537.24,19953.72,19995.37,19999.54,19999.95
2,EVR,Finance,Financial - Investment Bank,7,30,82,20,3059.0,4310.0,14500.0,10190.0,29785.0,42097.0,83632.5,407316.5,441834.65,445286.47,445631.65,445666.16
3,EVRG,Utilities,Utility - Electric Power,2,30,24,15,3240.0,3548.0,9245.25,5697.25,17791.125,10090.5,11684.75,12614.5,12790.45,12808.05,12809.8,12809.98
3,EVTC,Business Services,Financial Transaction Services,24,24,1,0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
2,EW,Medical,Medical - Instruments,1,30,1000,30,3006.0,3875.0,10340.0,6465.0,20037.5,24860.0,49562.5,168008.75,416461.5,606621.15,625637.12,627538.71
3,EWBC,Finance,Banks - West,6,30,36,15,3300.0,4875.0,12416.75,7541.75,23729.375,22925.0,31350.0,50679.0,53721.9,54026.19,54056.62,54059.66
3,EWCZ,Consumer Staples,Cosmetics,2,30,10,10,3010.0,4597.5,12112.5,7515.0,23385.0,38400.0,49200.0,57840.0,59784.0,59978.4,59997.84,59999.78
2,EWTX,Medical,Medical - Biomedical and Genetics,2,30,618,30,3010.0,3800.0,7582.5,3782.5,13256.25,18962.7,100200.2,433456.5,1941500.0,2219150.0,2246915.0,2249691.5
2,EXAS,Medical,Medical - Biomedical and Genetics,2,30,786,30,3010.0,3780.0,8000.0,4220.0,14330.0,14087.5,25500.0,147360.0,375870.0,388587.0,389858.7,389985.87
2,EXC,Utilities,Utility - Electric Power,3,30,68,20,3026.0,3510.0,6566.25,3056.25,11150.625,13469.6,20030.0,56295.0,63229.5,63922.95,63992.3,63999.23
2,EXE,Oils-Energy,Alternative Energy - Other,1,30,773,30,3006.0,3762.0,7869.0,4107.0,14029.5,16460.0,58560.0,320376.0,614852.0,690585.2,698158.52,698915.85
2,EXEL,Medical,Medical - Biomedical and Genetics,3,30,140,20,3040.0,3600.0,7440.0,3840.0,13200.0,11264.0,18850.0,69775.15,91187.44,92818.74,92981.87,92998.19
3,EXFY,Business Services,Financial Transaction Services,28,28,1,0,5400.0,5400.0,5400.0,0.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0
3,EXK,Basic Materials,Mining - Silver,6,30,23,15,3002.0,4000.0,7198.0,3198.0,11995.0,11159.0,12505.0,12923.0,12992.3,12999.23,12999.92,12999.99
3,EXP,Construction,Building Products - Concrete and Aggregates,10,30,45,15,3250.0,3720.0,7560.0,3840.0,13320.0,12672.0,14782.0,16112.8,16461.28,16496.13,16499.61,16499.96
3,EXPD,Transportation,Transportation - Services,7,30,12,10,3334.9999999999995,4453.75,20180.0,15726.25,43769.375,104066.0,132956.5,154679.3,159566.93,160055.69,160104.57,160109.46
2,EXPE,Retail-Wholesale,Internet - Commerce,1,30,2912,35,3003.0,3750.0,8482.25,4732.25,15580.625,15330.0,22800.0,63247.0,408722.0,803922.29,832720.23,835600.02
3,EXPI,Finance,Real Estate - Operations,3,30,17,10,3150.0,3500.0,6750.0,3250.0,11625.0,11901.6,13043.2,14288.64,14568.86,14596.89,14599.69,14599.97
3,EXPO,Business Services,Consulting Services,30,30,2,5,19500.0,21000.0,24000.0,3000.0,28500.0,24900.0,25200.0,25440.0,25494.0,25499.4,25499.94,25499.99
3,EXR,Finance,REIT and Equity Trust - Other,3,30,35,15,3056.0,3675.0,20180.0,16505.0,44937.5,205250.0,252576.0,525617.52,637176.55,648332.46,649448.05,649559.6
3,EXTR,Computer and Technology,Computer - Networking,11,30,20,15,3080.0,4042.5,8943.75,4901.25,16295.625,17292.8,48520.2,72721.64,78166.96,78711.5,78765.95,78771.39
3,EYE,Consumer Staples,Consumer Products - Staples,2,30,21,15,3105.0,3875.0,11700.0,7825.0,23437.5,14910.0,24000.0,59504.0,67492.4,68291.24,68371.12,68379.11
3,EYEN,Medical,Medical - Biomedical and Genetics,1,17,2,5,4100.0,5450.0,8150.0,2700.0,12200.0,8960.0,9230.0,9446.0,9494.6,9499.46,9499.95,9499.99
3,EYPT,Medical,Medical - Biomedical and Genetics,11,30,14,10,3009.0,3308.5,5893.75,2585.25,9771.625,9790.0,11224.5,11260.9,11269.09,11269.91,11269.99,11270.0
3,EZPW,Finance,Financial - Consumer Loans,16,22,8,10,3400.0,3475.0,5469.5,1994.5,8461.25,8067.2,10623.6,12668.72,13128.87,13174.89,13179.49,13179.95
2,F,Auto-Tires-Trucks,Automotive - Domestic,1,30,3930,35,3002.0,3752.0,8565.5,4813.5,15785.75,15761.0,24968.25,96431.64,282095.99,416157.81,466341.08,471359.41
3,FA,Business Services,Technology Services,28,28,1,0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
3,FAF,Finance,Insurance - Property and Casualty,21,21,1,0,3960.0,3960.0,3960.0,0.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0
2,FANG,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,1218,30,3009.0,3750.0,7987.5,4237.5,14343.75,15798.5,25704.4,68962.94,115226.0,123513.2,123951.32,123995.13
3,FARO,Computer and Technology,Computer - Integrated Systems,8,29,6,10,3150.0,4360.0,9075.0,4715.0,16147.5,15000.0,17500.0,19500.0,19950.0,19995.0,19999.5,19999.95
2,FAST,Retail-Wholesale,Building Products - Retail,1,30,235,25,3015.0,3755.0,11692.5,7937.5,23598.75,26438.4,52790.0,249288.78,509575.35,563957.53,569395.75,569939.58
3,FATE,Medical,Medical - Biomedical and Genetics,10,29,7,10,3220.0000000000005,3750.0,6177.5,2427.5,9818.75,8725.0,9662.5,10412.5,10581.25,10598.12,10599.81,10599.98
3,FBIN,Retail-Wholesale,Retail - Home Furnishings,10,30,12,10,3219.9999999999995,3836.25,28300.0,24463.75,64995.625,139960.0,149600.0,149600.0,149600.0,149600.0,149600.0,149600.0
3,FBIO,Medical,Medical - Biomedical and Genetics,15,18,3,5,3800.0,3900.0,4722.5,822.5,5956.25,5156.0,5300.5,5416.1,5442.11,5444.71,5444.97,5445.0
3,FBK,Finance,Banks - Northeast,29,29,1,0,6500.0,6500.0,6500.0,0.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0
3,FC,Business Services,Consulting Services,9,16,4,5,4200.0,6112.5,8750.0,2637.5,12706.25,11900.0,12950.0,13790.0,13979.0,13997.9,13999.79,13999.98
3,FCBC,Finance,Banks - Southeast,7,7,1,0,11925.0,11925.0,11925.0,0.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0
2,FCEL,Oils-Energy,Alternative Energy - Other,1,29,74,20,3080.0,3323.25,6254.0,2930.75,10650.125,8730.0,12385.6,26633.2,43163.32,44816.33,44981.63,44998.16
3,FCFS,Business Services,Financial Transaction Services,13,30,5,5,3050.0,3600.0,4160.0,560.0,5000.0,6512.0,7296.0,7923.2,8064.32,8078.43,8079.84,8079.98
3,FCN,Business Services,Consulting Services,4,30,46,15,3024.0,4354.0,11295.0,6941.0,21706.5,13220.0,13860.0,21087.0,26408.7,26940.87,26994.09,26999.41
2,FCNCA,Finance,Banks - Southeast,1,30,505,25,3001.0,3600.0,6212.0,2612.0,10130.0,10790.4,19294.0,45216.0,96124.0,96237.4,96248.74,96249.87
2,FCX,Basic Materials,Mining - Non Ferrous,1,30,6593,40,3002.0,3807.0,8662.0,4855.0,15944.5,16295.0,26610.0,89705.68,334080.0,842201.6,858220.16,859822.02
3,FDMT,Medical,Medical - Drugs,4,30,12,10,3200.0,4785.0,6250.0,1465.0,8447.5,6700.0,9337.5,11867.5,12436.75,12493.68,12499.37,12499.94
3,FDP,Consumer Staples,Agriculture - Operations,21,30,19,15,3025.0000000000005,3870.0,5550.0,1680.0,8070.0,8480.0,9765.0,16713.0,18276.3,18432.63,18448.26,18449.83
2,FDS,Business Services,Business - Information Services,2,30,191,25,3024.0,3562.0,6858.0,3296.0,11802.0,10400.0,14000.0,18413.1,32016.69,34367.77,34602.88,34626.39
2,FDX,Transportation,Transportation - Air Freight and Cargo,1,30,16116,40,3002.0000000000005,3850.0,8540.0,4690.0,15575.0,15000.0,22210.0,55327.5,275947.86,785284.58,1269027.8,1331102.78
3,FE,Utilities,Utility - Electric Power,8,30,45,15,3040.0,4455.0,8500.0,4045.0,14567.5,11718.0,13362.0,20672.4,22767.24,22976.72,22997.67,22999.77
2,FERG,Industrial Products,Manufacturing - General Industrial ,3,30,248,25,3003.0,3840.0,6887.5,3047.5,11458.75,10765.0,14415.0,57750.65,682904.25,865690.43,883969.04,885796.9
3,FFAI,Auto-Tires-Trucks,Automotive - Original Equipment,2,28,25,15,3024.0,3500.0,4995.0,1495.0,7237.5,6780.4,7621.6,7933.76,7971.78,7975.58,7975.96,7976.0
3,FFIC,Finance,Financial - Savings and Loan,22,22,4,5,3280.0000000000005,5207.5,54000.0,48792.5,127188.75,72000.0,78000.0,82800.0,83880.0,83988.0,83998.8,83999.88
2,FFIV,Computer and Technology,Internet - Software,4,30,509,25,3040.0,3900.0,8470.0,4570.0,15325.0,17020.0,25066.0,43884.8,77343.56,88284.36,89378.44,89487.84
3,FGEN,Medical,Medical - Drugs,25,25,1,0,7265.000000000001,7265.0,7265.0,0.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0
3,FHI,Finance,Financial - Investment Management,22,22,1,0,12000.0,12000.0,12000.0,0.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
2,FHN,Finance,Banks - Southwest,1,30,72,20,3008.0,4152.5,7500.0,3347.5,12521.25,12815.0,20389.5,230616.8,654861.68,697286.17,701528.62,701952.86
2,FI,Business Services,Financial Transaction Services,1,30,1944,35,3003.0,3720.0,8032.5,4312.5,14501.25,14474.0,19379.5,45256.1,393326.9,1196369.18,1344486.52,1359298.25
2,FICO,Computer and Technology,Computers - IT Services,1,30,4032,35,3002.0,4000.0,7981.0,3981.0,13952.5,16371.6,23290.0,54969.0,149383.47,216000.0,216000.0,216000.0
3,FIGS,Retail-Wholesale,Retail - Apparel and Shoes,10,22,4,5,5000.0,9050.0,12937.5,3887.5,18768.75,17055.0,18427.5,19525.5,19772.55,19797.26,19799.73,19799.97
3,FINV,Finance,Financial - Miscellaneous Services,11,30,8,10,3120.0,3982.5,15018.75,11036.25,31573.125,32224.5,34854.75,36958.95,37432.4,37479.74,37484.47,37484.95
3,FIP,Finance,Real Estate - Operations,14,30,9,10,3180.0,4500.0,8350.0,3850.0,14125.0,9690.0,9870.0,10014.0,10046.4,10049.64,10049.96,10050.0
2,FIS,Business Services,Financial Transaction Services,1,30,499,25,3010.0,3750.0,7670.0,3920.0,13550.0,15960.4,20910.0,71697.32,280691.25,365569.12,374056.91,374905.69
2,FITB,Finance,Banks - Major Regional,1,30,178,25,3042.0,4022.75,9687.5,5664.75,18184.625,20143.5,38018.25,99222.4,186371.0,198637.1,199863.71,199986.37
2,FIVE,Retail-Wholesale,Retail - Miscellaneous,1,30,2954,35,3010.0,3825.0,8580.0,4755.0,15712.5,15854.0,34727.5,221038.4,611708.1,732429.19,772542.92,776554.29
2,FIVN,Computer and Technology,Internet - Software,1,30,307,25,3010.0,3900.5,10310.0,6409.5,19924.25,21520.0,38704.0,88000.0,255963.64,284346.36,287184.64,287468.46
2,FIX,Construction,Building Products - Air Conditioner and Heating,1,30,413,25,3012.0,4000.0,10090.0,6090.0,19225.0,18000.0,30504.0,54248.0,209809.72,267724.97,273516.5,274095.65
3,FIZZ,Consumer Staples,Beverages - Soft drinks,23,25,7,10,3770.0000000000005,4000.0,4000.0,0.0,4000.0,7248.0,9684.0,11632.8,12071.28,12115.13,12119.51,12119.95
2,FL,Retail-Wholesale,Retail - Apparel and Shoes,1,30,948,30,3010.0,3870.0,9431.25,5561.25,17773.125,18037.5,26627.5,85368.36,303313.7,322831.37,324783.14,324978.31
2,FLEX,Computer and Technology,Electronics - Miscellaneous Products,3,30,213,25,3010.0,3875.0,9135.0,5260.0,17025.0,29984.0,65000.0,117094.8,162713.96,169424.4,170095.44,170162.54
2,FLG,Finance,Banks - Northeast,1,30,160,20,3026.0,3750.0,8331.25,4581.25,15203.125,13621.2,19185.1,44460.8,74280.83,78262.58,78660.76,78700.58
3,FLGT,Medical,Medical Info Systems,21,21,1,0,3900.0,3900.0,3900.0,0.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
2,FLNC,Oils-Energy,Alternative Energy - Other,2,30,146,20,3029.9999999999995,3840.0,8800.0,4960.0,16240.0,17749.5,27986.0,55095.5,62097.5,62684.75,62743.47,62749.35
3,FLNG,Transportation,Transportation - Shipping,15,28,22,15,3135.0,4346.0,7674.75,3328.75,12667.875,13614.8,18004.8,35362.16,39464.22,39874.42,39915.44,39919.54
3,FLO,Consumer Staples,Food - Miscellaneous,1,1,1,0,3700.0,3700.0,3700.0,0.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0
2,FLR,Construction,Engineering - R and D Services,2,30,559,25,3010.0,3705.0,7990.0,4285.0,14417.5,15508.0,24100.0,183572.9,610116.78,745002.68,758491.27,759840.13
3,FLS,Industrial Products,Manufacturing - General Industrial ,3,30,42,15,3100.0,3942.0,8811.5,4869.5,16115.75,15422.2,28190.7,48841.2,59424.12,60482.41,60588.24,60598.82
2,FLUT,Consumer Discretionary,Gaming,1,30,2104,35,3003.0,3686.0,7005.0,3319.0,11983.5,13968.0,25172.7,79726.6,345932.32,446658.55,451609.86,452104.99
3,FLWS,Retail-Wholesale,Retail - Mail Order,15,29,6,10,4000.0,4125.0,4775.0,650.0,5750.0,6000.0,6600.0,7080.0,7188.0,7198.8,7199.88,7199.99
3,FLYW,Computer and Technology,Internet - Software,7,29,33,15,3120.0000000000005,4000.0,7860.0,3860.0,13650.0,9980.0,28332.0,90960.0,117096.0,119709.6,119970.96,119997.1
2,FMC,Consumer Staples,Agriculture - Operations,1,30,196,25,3040.0,3888.0,7570.0,3682.0,13093.0,13260.0,20488.75,49496.5,136537.5,155403.75,157290.38,157479.04
3,FMNB,Finance,Banks - Midwest,14,14,1,0,3540.0,3540.0,3540.0,0.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0
3,FMX,Consumer Staples,Beverages - Soft drinks,17,30,9,10,3560.0,4875.0,11130.0,6255.0,20512.5,18692.6,22157.8,24929.96,25553.7,25616.07,25622.31,25622.93
2,FN,Computer and Technology,Electronics - Miscellaneous Components,3,30,336,25,3025.0,3851.5,10145.75,6294.25,19587.125,21080.0,42862.5,470920.0,1364224.0,1564902.4,1584970.24,1586977.02
2,FND,Retail-Wholesale,Retail - Home Furnishings,1,30,709,30,3010.0,4000.0,9435.0,5435.0,17587.5,23840.0,48420.0,166383.8,1087106.0,1409210.6,1441421.06,1444642.11
3,FNF,Finance,Insurance - Multi line,2,28,9,10,3285.0,3795.0,6240.0,2445.0,9907.5,8292.0,11646.0,14329.2,14932.92,14993.29,14999.33,14999.93
2,FNGR,Business Services,Technology Services,1,30,93,20,3060.0,3740.0,6000.0,2260.0,9390.0,7960.0,8658.0,13245.6,35142.06,37331.71,37550.67,37572.57
3,FNKO,Consumer Discretionary,Consumer Products - Discretionary,7,24,45,15,3040.0,4130.0,14200.0,10070.0,29305.0,33730.0,62368.0,747000.0,1222200.0,1269720.0,1274472.0,1274947.2
2,FNV,Basic Materials,Mining - Gold,2,30,174,20,3025.0,3573.0,6472.5,2899.5,10821.75,11382.0,15370.0,21566.96,26862.82,27633.38,27710.44,27718.14
3,FOA,Finance,Financial - Mortgage & Related Services,10,30,3,5,3336.9999999999995,4293.5,5557.5,1264.0,7453.5,5742.0,5803.5,5852.7,5863.77,5864.88,5864.99,5865.0
3,FOLD,Medical,Medical - Biomedical and Genetics,3,29,28,15,3125.0,4615.0,12025.0,7410.0,23140.0,52750.0,125075.0,149460.0,149946.0,149994.6,149999.46,149999.95
3,FOR,Finance,Real Estate - Development,27,27,1,0,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
2,FORM,Computer and Technology,Electronics - Semiconductors,2,30,167,20,3010.0,3805.0,8750.0,4945.0,16167.5,15832.8,29145.0,107838.4,212768.41,221189.34,222031.43,222115.64
3,FOSL,Retail-Wholesale,Retail - Apparel and Shoes,7,18,6,10,4590.0,5546.5,7841.25,2294.75,11283.375,10237.5,11156.25,11891.25,12056.63,12073.16,12074.82,12074.98
2,FOUR,Business Services,Financial Transaction Services,1,30,865,30,3010.0,4000.0,9900.0,5900.0,18750.0,18318.0,29580.0,78720.0,283966.72,308476.67,310927.67,311172.77
3,FOX,Consumer Discretionary,Broadcast Radio and Television,2,28,5,5,3884.9999999999995,4094.0,5445.0,1351.0,7471.5,6235.2,6498.6,6709.32,6756.73,6761.47,6761.95,6761.99
2,FOXA,Consumer Discretionary,Broadcast Radio and Television,2,30,86,20,3024.0,3495.75,8685.0,5189.25,16468.875,12902.5,22747.5,74097.0,108659.7,112115.97,112461.6,112496.16
3,FOXF,Auto-Tires-Trucks,Automotive - Domestic,8,30,8,10,3010.0,3392.5,28537.5,25145.0,66255.0,37500.0,46250.0,53250.0,54825.0,54982.5,54998.25,54999.83
3,FPH,Finance,Real Estate - Development,28,28,1,0,3050.0,3050.0,3050.0,0.0,3050.0,3050.0,3050.0,3050.0,3050.0,3050.0,3050.0,3050.0
3,FRGE,Finance,Financial - Miscellaneous Services,25,25,2,5,4290.000000000001,4675.0,5445.0,770.0,6600.0,5676.0,5753.0,5814.6,5828.46,5829.85,5829.98,5830.0
3,FRHC,Finance,Financial - Miscellaneous Services,10,29,10,10,3440.0,4440.0,7650.0,3210.0,12465.0,9480.0,10740.0,11748.0,11974.8,11997.48,11999.75,11999.97
3,FRME,Finance,Banks - Midwest,22,22,1,0,4750.0,4750.0,4750.0,0.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0,4750.0
2,FRO,Transportation,Transportation - Shipping,2,30,273,25,3025.0000000000005,4080.0,9725.0,5645.0,18192.5,18747.0,41886.0,179883.2,210000.0,210000.0,210000.0,210000.0
2,FROG,Computer and Technology,Internet - Software,2,30,441,25,3015.0,3960.0,7600.0,3640.0,13060.0,13350.0,32500.0,85571.0,218858.04,247551.8,250421.18,250708.12
2,FRPT,Consumer Staples,Food - Miscellaneous,1,30,451,25,3006.0,3657.5,7800.0,4142.5,14013.75,18000.0,41327.5,211225.0,526327.5,553077.75,555752.77,556020.28
2,FRSH,Computer and Technology,Internet - Software,8,30,329,25,3010.0,3870.0,8730.0,4860.0,16020.0,16686.0,29730.0,73600.0,82202.69,84048.87,84233.49,84251.95
3,FRSX,Business Services,Technology Services,24,24,1,0,3100.0,3100.0,3100.0,0.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0
3,FRT,Finance,REIT and Equity Trust - Retail,8,29,10,10,3250.0,4132.5,97927.5,93795.0,238620.0,189466.0,192598.0,195103.6,195667.36,195723.74,195729.37,195729.94
3,FSK,Finance,Financial - SBIC & Commercial Industry,8,29,9,10,3100.0,3250.0,4800.0,1550.0,7125.0,7184.0,8292.0,9178.4,9377.84,9397.78,9399.78,9399.98
1,FSLR,Oils-Energy,Solar,1,30,32765,45,3002.0000000000005,3850.0,9044.0,5194.0,16835.0,17488.0,29440.0,119037.8,1008005.2,3685833.36,4400000.0,4400000.0
2,FSLY,Computer and Technology,Internet - Software,2,30,377,25,3008.0,3850.0,8576.0,4726.0,15665.0,14917.2,20840.0,90600.0,191224.0,200022.4,200902.24,200990.22
3,FSM,Basic Materials,Mining - Miscellaneous,7,30,9,10,3015.0,3200.0,5187.0,1987.0,8167.5,8724.0,11132.0,13058.4,13491.84,13535.18,13539.52,13539.95
3,FSS,Conglomerates,Diversified Operations,16,17,3,5,10000.0,14337.5,18675.0,4337.5,25181.25,18675.0,18675.0,18675.0,18675.0,18675.0,18675.0,18675.0
2,FTAI,Aerospace,Aerospace - Defense Equipment,1,30,4231,35,3002.0000000000005,3840.0,8500.0,4660.0,15490.0,15000.0,22735.0,73135.0,403338.6,1170564.8,1377056.48,1397705.65
3,FTDR,Construction,Building Products - Miscellaneous,2,30,15,10,3048.0,4137.5,22080.0,17942.5,48993.75,49427.6,64492.2,92578.44,98897.84,99529.78,99592.98,99599.3
3,FTEK,Industrial Products,Pollution Control,15,15,1,0,9970.0,9970.0,9970.0,0.0,9970.0,9970.0,9970.0,9970.0,9970.0,9970.0,9970.0,9970.0
3,FTI,Oils-Energy,Oil and Gas - Field Services,1,30,51,15,3040.0,4332.5,51750.0,47417.5,122876.25,256000.0,269500.0,420000.0,528000.0,538800.0,539880.0,539988.0
2,FTNT,Computer and Technology,Security,1,30,4313,35,3002.0,3810.0,8304.0,4494.0,15045.0,15600.0,22863.0,62837.04,413366.4,897852.76,972235.28,979673.53
2,FTRE,Medical,Medical - Biomedical and Genetics,1,29,111,20,3040.0,3825.0,12426.5,8601.5,25328.75,40250.0,63280.0,95737.5,139761.25,144476.13,144947.61,144994.76
