security,option_ticker,trade_date,option_type,expiration,option_condition_name,option_strike_price,option_size,security_iqr_size,n_range,security_n_size,option_price,option_trade_value,option_trade_value_bin,security_iqr_trade_value,security_n_trade_value,stock_min_date,stock_max_date,highest_price_in_period,lowest_price_in_period,expiration_high,expiration_low,expiration_close,itm_otm_category
USB,O:USB241018P00044000,2024-10-02,P,2024-10-18,Automatic Execution,44.0,113,410.0,0.985,2704.35,0.99,11187.0,7,13128.125,52738.01,2024-10-03,2024-10-18,50.47,43.44,50.15,48.9561,49.16,3P. Option Temp ITM
USB,O:USB241018P00043000,2024-10-04,P,2024-10-18,Multi Leg floor trade,43.0,750,410.0,0.985,2704.35,0.65,48750.0,1,13128.125,52738.01,2024-10-07,2024-10-18,50.47,44.025,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241018P00044000,2024-10-10,P,2024-10-18,Automatic Execution,44.0,131,410.0,0.985,2704.35,0.87,11397.0,7,13128.125,52738.01,2024-10-11,2024-10-18,50.47,45.34,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241018P00044000,2024-10-11,P,2024-10-18,Multi Leg floor trade,44.0,750,410.0,0.985,2704.35,0.46,34500.0,2,13128.125,52738.01,2024-10-14,2024-10-18,50.47,46.09,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241018P00043000,2024-10-11,P,2024-10-18,Multi Leg floor trade,43.0,750,410.0,0.985,2704.35,0.24,18000.0,4,13128.125,52738.01,2024-10-14,2024-10-18,50.47,46.09,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241018P00044500,2024-10-11,P,2024-10-18,Multi Leg auto-electronic trade against single leg(s),44.5,234,410.0,0.985,2704.35,0.56,13104.0,6,13128.125,52738.01,2024-10-14,2024-10-18,50.47,46.09,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241018P00045500,2024-10-14,P,2024-10-18,Multi Leg floor trade,45.5,750,410.0,0.985,2704.35,0.5,37500.0,2,13128.125,52738.01,2024-10-15,2024-10-18,50.47,46.94,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241018P00044000,2024-10-14,P,2024-10-18,Multi Leg floor trade,44.0,750,410.0,0.985,2704.35,0.2,15000.0,5,13128.125,52738.01,2024-10-15,2024-10-18,50.47,46.94,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241018P00046000,2024-10-15,P,2024-10-18,Multi Leg floor trade,46.0,858,410.0,0.985,2704.35,0.46,39468.0,2,13128.125,52738.01,2024-10-16,2024-10-18,50.47,48.735,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241018P00044500,2024-10-15,P,2024-10-18,Multi Leg floor trade,44.5,857,410.0,0.985,2704.35,0.17,14569.0,5,13128.125,52738.01,2024-10-16,2024-10-18,50.47,48.735,50.15,48.9561,49.16,4P. Option Stay OTM
USB,O:USB241101P00046000,2024-10-25,P,2024-11-01,Single Leg Floor Trade,46.0,3200,410.0,0.985,2704.35,0.09,28800.0,3,13128.125,52738.01,2024-10-28,2024-11-01,49.365,47.815,48.96,47.815,47.84,4P. Option Stay OTM
USB,O:USB241108P00047000,2024-11-05,P,2024-11-08,Automatic Execution,47.0,268,410.0,0.985,2704.35,0.58,15544.0,5,13128.125,52738.01,2024-11-06,2024-11-08,51.76,49.34,50.355,49.35,50.21,4P. Option Stay OTM
USB,O:USB241115C00049000,2024-10-28,C,2024-11-15,Automatic Execution,49.0,118,410.0,0.985,2704.35,1.01,11918.0,7,13128.125,52738.01,2024-10-29,2024-11-15,51.76,47.14,50.65,49.74,49.9,1C. Option Close ITM
USB,O:USB241115C00048500,2024-11-05,C,2024-11-15,Automatic Execution,48.5,350,410.0,0.985,2704.35,0.69,24150.0,4,13128.125,52738.01,2024-11-06,2024-11-15,51.76,49.34,50.65,49.74,49.9,1C. Option Close ITM
USB,O:USB241115C00048500,2024-11-05,C,2024-11-15,Intermarket Sweep Order,48.5,131,410.0,0.985,2704.35,0.69,9039.0,9,13128.125,52738.01,2024-11-06,2024-11-15,51.76,49.34,50.65,49.74,49.9,1C. Option Close ITM
USB,O:USB241115C00048000,2024-11-05,C,2024-11-15,Automatic Execution,48.0,91,410.0,0.985,2704.35,0.86,7826.0,10,13128.125,52738.01,2024-11-06,2024-11-15,51.76,49.34,50.65,49.74,49.9,1C. Option Close ITM
USB,O:USB241115C00050000,2024-10-21,C,2024-11-15,Automatic Execution,50.0,174,410.0,0.985,2704.35,0.61,10614.0,7,13128.125,52738.01,2024-10-22,2024-11-15,51.76,47.14,50.65,49.74,49.9,2C. Option Close Temp ITM
USB,O:USB241115C00050000,2024-10-31,C,2024-11-15,Automatic Execution,50.0,137,410.0,0.985,2704.35,0.57,7809.0,10,13128.125,52738.01,2024-11-01,2024-11-15,51.76,47.14,50.65,49.74,49.9,2C. Option Close Temp ITM
USB,O:USB241115C00050000,2024-11-01,C,2024-11-15,Automatic Execution,50.0,296,410.0,0.985,2704.35,0.69,20424.0,4,13128.125,52738.01,2024-11-04,2024-11-15,51.76,47.14,50.65,49.74,49.9,2C. Option Close Temp ITM
USB,O:USB241115C00051000,2024-10-23,C,2024-11-15,Automatic Execution,51.0,325,410.0,0.985,2704.35,0.33,10725.0,7,13128.125,52738.01,2024-10-24,2024-11-15,51.76,47.14,50.65,49.74,49.9,3C. Option Temp ITM
USB,O:USB241115P00045000,2024-10-18,P,2024-11-15,Single Leg Auction Non ISO,45.0,352,410.0,0.985,2704.35,0.23,8096.0,10,13128.125,52738.01,2024-10-21,2024-11-15,51.76,47.14,50.65,49.74,49.9,4P. Option Stay OTM
USB,O:USB241115P00046000,2024-11-05,P,2024-11-15,Automatic Execution,46.0,462,410.0,0.985,2704.35,0.54,24948.0,3,13128.125,52738.01,2024-11-06,2024-11-15,51.76,49.34,50.65,49.74,49.9,4P. Option Stay OTM
USB,O:USB241115P00046000,2024-11-05,P,2024-11-15,Intermarket Sweep Order,46.0,225,410.0,0.985,2704.35,0.54,12150.0,6,13128.125,52738.01,2024-11-06,2024-11-15,51.76,49.34,50.65,49.74,49.9,4P. Option Stay OTM
USB,O:USB241115P00048500,2024-11-08,P,2024-11-15,Single Leg Floor Trade,48.5,2800,410.0,0.985,2704.35,0.1,28000.0,3,13128.125,52738.01,2024-11-11,2024-11-15,51.6799,49.74,50.65,49.74,49.9,4P. Option Stay OTM
USB,O:USB241115P00049500,2024-11-11,P,2024-11-15,Multi Leg auto-electronic trade,49.5,2500,410.0,0.985,2704.35,0.11,27500.0,3,13128.125,52738.01,2024-11-12,2024-11-15,51.6799,49.74,50.65,49.74,49.9,4P. Option Stay OTM
USB,O:USB241122P00050000,2024-11-11,P,2024-11-22,Multi Leg auto-electronic trade,50.0,2500,410.0,0.985,2704.35,0.39,97500.0,1,13128.125,52738.01,2024-11-12,2024-11-22,52.69,49.5907,52.69,51.37,52.49,3P. Option Temp ITM
USB,O:USB241122P00048500,2024-11-15,P,2024-11-22,Automatic Execution,48.5,682,410.0,0.985,2704.35,0.18,12276.0,6,13128.125,52738.01,2024-11-18,2024-11-22,52.69,49.5907,52.69,51.37,52.49,4P. Option Stay OTM
USB,O:USB241122P00048500,2024-11-15,P,2024-11-22,Intermarket Sweep Order,48.5,499,410.0,0.985,2704.35,0.18,8982.0,9,13128.125,52738.01,2024-11-18,2024-11-22,52.69,49.5907,52.69,51.37,52.49,4P. Option Stay OTM
USB,O:USB241206P00051000,2024-11-27,P,2024-12-06,Single Leg Floor Trade,51.0,3000,410.0,0.985,2704.35,0.07,21000.0,4,13128.125,52738.01,2024-11-29,2024-12-06,53.75,51.59,52.59,51.78,52.18,4P. Option Stay OTM
USB,O:USB241206P00051000,2024-12-03,P,2024-12-06,Single Leg Auction Non ISO,51.0,1000,410.0,0.985,2704.35,0.15,15000.0,5,13128.125,52738.01,2024-12-04,2024-12-06,52.59,51.59,52.59,51.78,52.18,4P. Option Stay OTM
USB,O:USB241213P00051000,2024-11-27,P,2024-12-13,Multi Leg auto-electronic trade,51.0,1011,410.0,0.985,2704.35,0.24,24264.0,4,13128.125,52738.01,2024-11-29,2024-12-13,53.75,50.73,51.33,50.73,51.03,2P. Option Close Temp ITM
USB,O:USB241213P00049000,2024-11-13,P,2024-12-13,Multi Leg auto-electronic trade,49.0,163,410.0,0.985,2704.35,0.54,8802.0,9,13128.125,52738.01,2024-11-14,2024-12-13,53.98,49.5907,51.33,50.73,51.03,4P. Option Stay OTM
USB,O:USB241213P00049000,2024-11-13,P,2024-12-13,Multi Leg auto-electronic trade against single leg(s),49.0,143,410.0,0.985,2704.35,0.57,8151.0,10,13128.125,52738.01,2024-11-14,2024-12-13,53.98,49.5907,51.33,50.73,51.03,4P. Option Stay OTM
USB,O:USB241213P00050000,2024-12-06,P,2024-12-13,Single Leg Floor Trade,50.0,4000,410.0,0.985,2704.35,0.12,48000.0,1,13128.125,52738.01,2024-12-09,2024-12-13,52.265,50.73,51.33,50.73,51.03,4P. Option Stay OTM
USB,O:USB241220P00050000,2024-11-29,P,2024-12-20,Automatic Execution,50.0,448,410.0,0.985,2704.35,0.22,9856.0,8,13128.125,52738.01,2024-12-02,2024-12-20,53.5,47.18,48.5699,47.22,47.92,1P. Option Close ITM
USB,O:USB241220P00049000,2024-12-13,P,2024-12-20,Single Leg Floor Trade,49.0,4000,410.0,0.985,2704.35,0.1,40000.0,2,13128.125,52738.01,2024-12-16,2024-12-20,51.37,47.18,48.5699,47.22,47.92,1P. Option Close ITM
USB,O:USB241220P00050000,2024-12-13,P,2024-12-20,Multi Leg floor trade,50.0,532,410.0,0.985,2704.35,0.32,17024.0,5,13128.125,52738.01,2024-12-16,2024-12-20,51.37,47.18,48.5699,47.22,47.92,1P. Option Close ITM
USB,O:USB241220C00052500,2024-12-04,C,2024-12-20,Automatic Execution,52.5,99,410.0,0.985,2704.35,0.81,8019.0,10,13128.125,52738.01,2024-12-05,2024-12-20,52.59,47.18,48.5699,47.22,47.92,3C. Option Temp ITM
USB,O:USB241220C00054000,2024-11-21,C,2024-12-20,Multi Leg auto-electronic trade,54.0,186,410.0,0.985,2704.35,0.65,11718.0,7,13128.125,52738.01,2024-11-22,2024-12-20,53.98,47.18,48.5699,47.22,47.92,4C. Option Stay OTM
USB,O:USB241220C00055000,2024-11-25,C,2024-12-20,Automatic Execution,55.0,263,410.0,0.985,2704.35,0.8,21040.0,4,13128.125,52738.01,2024-11-26,2024-12-20,53.98,47.18,48.5699,47.22,47.92,4C. Option Stay OTM
USB,O:USB241227P00047000,2024-12-20,P,2024-12-27,Multi Leg floor trade,47.0,4000,410.0,0.985,2704.35,0.18,72000.0,1,13128.125,52738.01,2024-12-23,2024-12-27,49.26,47.47,49.26,48.24,48.49,4P. Option Stay OTM
USB,O:USB241227P00047000,2024-12-23,P,2024-12-27,Automatic Execution,47.0,519,410.0,0.985,2704.35,0.18,9342.0,8,13128.125,52738.01,2024-12-24,2024-12-27,49.26,48.23,49.26,48.24,48.49,4P. Option Stay OTM
USB,O:USB250103P00046500,2024-12-27,P,2025-01-03,Single Leg Floor Trade,46.5,3000,410.0,0.985,2704.35,0.07,21000.0,4,13128.125,52738.01,2024-12-30,2025-01-03,48.89,47.54,48.89,47.83,48.86,4P. Option Stay OTM
USB,O:USB250103P00046500,2024-12-27,P,2025-01-03,Single Leg Auction Non ISO,46.5,900,410.0,0.985,2704.35,0.15,13500.0,6,13128.125,52738.01,2024-12-30,2025-01-03,48.89,47.54,48.89,47.83,48.86,4P. Option Stay OTM
USB,O:USB250103P00046500,2024-12-30,P,2025-01-03,Single Leg Auction Non ISO,46.5,500,410.0,0.985,2704.35,0.22,11000.0,7,13128.125,52738.01,2024-12-31,2025-01-03,48.89,47.54,48.89,47.83,48.86,4P. Option Stay OTM
USB,O:USB250110P00046500,2025-01-03,P,2025-01-10,Single Leg Floor Trade,46.5,4000,410.0,0.985,2704.35,0.07,28000.0,3,13128.125,52738.01,2025-01-06,2025-01-10,49.67,47.05,48.09,47.05,47.38,4P. Option Stay OTM
USB,O:USB250117P00050000,2025-01-15,P,2025-01-17,Intermarket Sweep Order,50.0,163,410.0,0.985,2704.35,0.67,10921.0,7,13128.125,52738.01,2025-01-16,2025-01-17,49.21,47.2,48.78,47.41,48.36,1P. Option Close ITM
USB,O:USB250117P00049000,2025-01-15,P,2025-01-17,Automatic Execution,49.0,200,410.0,0.985,2704.35,0.41,8200.0,9,13128.125,52738.01,2025-01-16,2025-01-17,49.21,47.2,48.78,47.41,48.36,1P. Option Close ITM
USB,O:USB250117C00048500,2024-12-23,C,2025-01-17,Automatic Execution,48.5,70,410.0,0.985,2704.35,1.17,8190.0,10,13128.125,52738.01,2024-12-24,2025-01-17,51.12,47.05,48.78,47.41,48.36,2C. Option Close Temp ITM
USB,O:USB250117C00048500,2025-01-10,C,2025-01-17,Automatic Execution,48.5,557,410.0,0.985,2704.35,0.68,37876.0,2,13128.125,52738.01,2025-01-13,2025-01-17,51.12,47.2,48.78,47.41,48.36,2C. Option Close Temp ITM
USB,O:USB250117P00047500,2025-01-08,P,2025-01-17,Automatic Execution,47.5,103,410.0,0.985,2704.35,0.91,9373.0,8,13128.125,52738.01,2025-01-10,2025-01-17,51.12,47.05,48.78,47.41,48.36,2P. Option Close Temp ITM
USB,O:USB250117C00050000,2024-12-19,C,2025-01-17,Multi Leg Cross,50.0,3000,410.0,0.985,2704.35,0.66,198000.0,1,13128.125,52738.01,2024-12-20,2025-01-17,51.12,47.05,48.78,47.41,48.36,3C. Option Temp ITM
USB,O:USB250117C00050000,2024-12-20,C,2025-01-17,Automatic Execution,50.0,128,410.0,0.985,2704.35,0.77,9344.0,8,13128.125,52738.01,2024-12-23,2025-01-17,51.12,47.05,48.78,47.41,48.36,3C. Option Temp ITM
USB,O:USB250117C00050000,2025-01-03,C,2025-01-17,Automatic Execution,50.0,500,410.0,0.985,2704.35,0.65,32500.0,2,13128.125,52738.01,2025-01-06,2025-01-17,51.12,47.05,48.78,47.41,48.36,3C. Option Temp ITM
USB,O:USB250117C00049000,2025-01-03,C,2025-01-17,Multi Leg auto-electronic trade,49.0,77,410.0,0.985,2704.35,1.11,8547.0,9,13128.125,52738.01,2025-01-06,2025-01-17,51.12,47.05,48.78,47.41,48.36,3C. Option Temp ITM
USB,O:USB250117C00050000,2025-01-07,C,2025-01-17,Automatic Execution,50.0,264,410.0,0.985,2704.35,0.83,21912.0,4,13128.125,52738.01,2025-01-08,2025-01-17,51.12,47.05,48.78,47.41,48.36,3C. Option Temp ITM
USB,O:USB250117C00051000,2025-01-07,C,2025-01-17,Automatic Execution,51.0,195,410.0,0.985,2704.35,0.55,8190.0,9,13128.125,52738.01,2025-01-08,2025-01-17,51.12,47.05,48.78,47.41,48.36,3C. Option Temp ITM
USB,O:USB250117C00049000,2025-01-10,C,2025-01-17,Automatic Execution,49.0,1007,410.0,0.985,2704.35,0.66,65455.0,1,13128.125,52738.01,2025-01-13,2025-01-17,51.12,47.2,48.78,47.41,48.36,3C. Option Temp ITM
USB,O:USB250117C00050000,2025-01-14,C,2025-01-17,Single Leg Floor Trade,50.0,750,410.0,0.985,2704.35,0.78,58500.0,1,13128.125,52738.01,2025-01-15,2025-01-17,51.12,47.2,48.78,47.41,48.36,3C. Option Temp ITM
USB,O:USB250117C00052500,2024-12-20,C,2025-01-17,Single Leg Auction Non ISO,52.5,403,410.0,0.985,2704.35,0.23,9269.0,8,13128.125,52738.01,2024-12-23,2025-01-17,51.12,47.05,48.78,47.41,48.36,4C. Option Stay OTM
USB,O:USB250117C00052500,2025-01-10,C,2025-01-17,Multi Leg auto-electronic trade,52.5,1203,410.0,0.985,2704.35,0.11,13233.0,6,13128.125,52738.01,2025-01-13,2025-01-17,51.12,47.2,48.78,47.41,48.36,4C. Option Stay OTM
USB,O:USB250117C00052500,2025-01-15,C,2025-01-17,Single Leg Floor Trade,52.5,4738,410.0,0.985,2704.35,0.34,161092.0,1,13128.125,52738.01,2025-01-16,2025-01-17,49.21,47.2,48.78,47.41,48.36,4C. Option Stay OTM
USB,O:USB250117C00052500,2025-01-15,C,2025-01-17,Automatic Execution,52.5,1609,410.0,0.985,2704.35,0.32,51488.0,1,13128.125,52738.01,2025-01-16,2025-01-17,49.21,47.2,48.78,47.41,48.36,4C. Option Stay OTM
USB,O:USB250117C00052000,2025-01-15,C,2025-01-17,Automatic Execution,52.0,295,410.0,0.985,2704.35,0.61,17995.0,4,13128.125,52738.01,2025-01-16,2025-01-17,49.21,47.2,48.78,47.41,48.36,4C. Option Stay OTM
USB,O:USB250117C00053000,2025-01-15,C,2025-01-17,Automatic Execution,53.0,384,410.0,0.985,2704.35,0.24,9216.0,8,13128.125,52738.01,2025-01-16,2025-01-17,49.21,47.2,48.78,47.41,48.36,4C. Option Stay OTM
USB,O:USB250117P00045000,2024-12-19,P,2025-01-17,Multi Leg Cross,45.0,3000,410.0,0.985,2704.35,0.74,222000.0,1,13128.125,52738.01,2024-12-20,2025-01-17,51.12,47.05,48.78,47.41,48.36,4P. Option Stay OTM
USB,O:USB250117P00046500,2025-01-10,P,2025-01-17,Automatic Execution,46.5,444,410.0,0.985,2704.35,0.81,34188.0,2,13128.125,52738.01,2025-01-13,2025-01-17,51.12,47.2,48.78,47.41,48.36,4P. Option Stay OTM
USB,O:USB250117P00047000,2025-01-10,P,2025-01-17,Automatic Execution,47.0,93,410.0,0.985,2704.35,0.92,8556.0,9,13128.125,52738.01,2025-01-13,2025-01-17,51.12,47.2,48.78,47.41,48.36,4P. Option Stay OTM
USB,O:USB250117P00047000,2025-01-16,P,2025-01-17,Automatic Execution,47.0,497,410.0,0.985,2704.35,0.31,15407.0,5,13128.125,52738.01,2025-01-17,2025-01-17,48.78,47.41,48.78,47.41,48.36,4P. Option Stay OTM
USB,O:USB250124C00050000,2025-01-08,C,2025-01-24,Single Leg Auction Non ISO,50.0,190,410.0,0.985,2704.35,0.67,12730.0,6,13128.125,52738.01,2025-01-10,2025-01-24,51.12,47.05,49.38,48.17,49.07,3C. Option Temp ITM
USB,O:USB250124C00052000,2025-01-15,C,2025-01-24,Automatic Execution,52.0,200,410.0,0.985,2704.35,0.6,12000.0,6,13128.125,52738.01,2025-01-16,2025-01-24,49.405,47.2,49.38,48.17,49.07,4C. Option Stay OTM
USB,O:USB250124P00046500,2025-01-17,P,2025-01-24,Single Leg Floor Trade,46.5,4000,410.0,0.985,2704.35,0.07,28000.0,3,13128.125,52738.01,2025-01-21,2025-01-24,49.405,47.94,49.38,48.17,49.07,4P. Option Stay OTM
USB,O:USB250131C00050000,2025-01-14,C,2025-01-31,Automatic Execution,50.0,100,410.0,0.985,2704.35,1.05,10500.0,7,13128.125,52738.01,2025-01-15,2025-01-31,51.12,47.2,48.35,47.67,47.78,3C. Option Temp ITM
USB,O:USB250131C00049000,2025-01-17,C,2025-01-31,Automatic Execution,49.0,208,410.0,0.985,2704.35,0.46,9568.0,8,13128.125,52738.01,2025-01-21,2025-01-31,49.76,47.55,48.35,47.67,47.78,3C. Option Temp ITM
USB,O:USB250131C00053000,2025-01-15,C,2025-01-31,Automatic Execution,53.0,1000,410.0,0.985,2704.35,0.61,60000.0,1,13128.125,52738.01,2025-01-16,2025-01-31,49.76,47.2,48.35,47.67,47.78,4C. Option Stay OTM
USB,O:USB250131C00053000,2025-01-15,C,2025-01-31,Single Leg Auction Non ISO,53.0,229,410.0,0.985,2704.35,0.6,13740.0,5,13128.125,52738.01,2025-01-16,2025-01-31,49.76,47.2,48.35,47.67,47.78,4C. Option Stay OTM
USB,O:USB250131P00047500,2025-01-24,P,2025-01-31,Single Leg Floor Trade,47.5,1700,410.0,0.985,2704.35,0.08,13600.0,6,13128.125,52738.01,2025-01-27,2025-01-31,49.76,47.55,48.35,47.67,47.78,4P. Option Stay OTM
USB,O:USB250207P00047000,2025-01-29,P,2025-02-07,Multi Leg floor trade against single leg(s),47.0,743,410.0,0.985,2704.35,0.48,35664.0,2,13128.125,52738.01,2025-01-30,2025-02-07,48.46,46.55,48.0,46.885,47.23,2P. Option Close Temp ITM
USB,O:USB250207P00046500,2025-01-31,P,2025-02-07,Single Leg Floor Trade,46.5,2000,410.0,0.985,2704.35,0.13,26000.0,3,13128.125,52738.01,2025-02-03,2025-02-07,48.195,46.55,48.0,46.885,47.23,4P. Option Stay OTM
USB,O:USB250207P00046500,2025-01-31,P,2025-02-07,Automatic Execution,46.5,383,410.0,0.985,2704.35,0.23,8809.0,9,13128.125,52738.01,2025-02-03,2025-02-07,48.195,46.55,48.0,46.885,47.23,4P. Option Stay OTM
USB,O:USB250207P00046500,2025-02-03,P,2025-02-07,Single Leg Auction Non ISO,46.5,500,410.0,0.985,2704.35,0.4,20000.0,4,13128.125,52738.01,2025-02-04,2025-02-07,48.195,46.885,48.0,46.885,47.23,4P. Option Stay OTM
USB,O:USB250214P00046000,2025-02-11,P,2025-02-14,Single Leg Floor Trade,46.0,3200,410.0,0.985,2704.35,0.09,28800.0,3,13128.125,52738.01,2025-02-12,2025-02-14,48.05,46.845,48.05,47.5,47.75,4P. Option Stay OTM
USB,O:USB250221P00046000,2025-02-14,P,2025-02-21,Single Leg Floor Trade,46.0,2000,410.0,0.985,2704.35,0.08,16000.0,5,13128.125,52738.01,2025-02-18,2025-02-21,47.996,45.7447,46.93,45.7447,45.87,1P. Option Close ITM
USB,O:USB250221C00052000,2025-01-23,C,2025-02-21,Single Leg Auction Non ISO,52.0,653,410.0,0.985,2704.35,0.15,9795.0,8,13128.125,52738.01,2025-01-24,2025-02-21,49.76,45.7447,46.93,45.7447,45.87,4C. Option Stay OTM
USB,O:USB250221C00050000,2025-02-11,C,2025-02-21,Multi Leg Auction,50.0,1000,410.0,0.985,2704.35,0.08,8000.0,10,13128.125,52738.01,2025-02-12,2025-02-21,48.05,45.7447,46.93,45.7447,45.87,4C. Option Stay OTM
USB,O:USB250228C00049000,2025-02-07,C,2025-02-28,Automatic Execution,49.0,217,410.0,0.985,2704.35,0.39,8463.0,9,13128.125,52738.01,2025-02-10,2025-02-28,48.05,45.365,46.94,46.08,46.9,4C. Option Stay OTM
USB,O:USB250228P00045000,2025-02-21,P,2025-02-28,Single Leg Floor Trade,45.0,2000,410.0,0.985,2704.35,0.15,30000.0,3,13128.125,52738.01,2025-02-24,2025-02-28,46.94,45.365,46.94,46.08,46.9,4P. Option Stay OTM
USB,O:USB250307P00045500,2025-03-03,P,2025-03-07,Multi Leg auto-electronic trade,45.5,456,410.0,0.985,2704.35,0.28,12768.0,6,13128.125,52738.01,2025-03-04,2025-03-07,45.75,43.58,44.79,43.58,44.72,1P. Option Close ITM
USB,O:USB250307P00045500,2025-03-03,P,2025-03-07,Multi Leg auto-electronic trade against single leg(s),45.5,430,410.0,0.985,2704.35,0.28,12040.0,6,13128.125,52738.01,2025-03-04,2025-03-07,45.75,43.58,44.79,43.58,44.72,1P. Option Close ITM
USB,O:USB250307P00043500,2025-03-05,P,2025-03-07,Multi Leg floor trade against single leg(s),43.5,1296,410.0,0.985,2704.35,0.43,55728.0,1,13128.125,52738.01,2025-03-06,2025-03-07,44.82,43.58,44.79,43.58,44.72,4P. Option Stay OTM
USB,O:USB250307P00042500,2025-03-05,P,2025-03-07,Multi Leg floor trade,42.5,532,410.0,0.985,2704.35,0.18,9576.0,8,13128.125,52738.01,2025-03-06,2025-03-07,44.82,43.58,44.79,43.58,44.72,4P. Option Stay OTM
USB,O:USB250307P00043000,2025-03-05,P,2025-03-07,Automatic Execution,43.0,435,410.0,0.985,2704.35,0.21,9135.0,8,13128.125,52738.01,2025-03-06,2025-03-07,44.82,43.58,44.79,43.58,44.72,4P. Option Stay OTM
USB,O:USB250314C00049000,2025-02-21,C,2025-03-14,Single Leg Auction Non ISO,49.0,711,410.0,0.985,2704.35,0.22,15642.0,5,13128.125,52738.01,2025-02-24,2025-03-14,47.37,40.81,42.095,41.13,42.02,4C. Option Stay OTM
USB,O:USB250314C00049000,2025-02-21,C,2025-03-14,Intermarket Sweep Order,49.0,543,410.0,0.985,2704.35,0.22,11946.0,6,13128.125,52738.01,2025-02-24,2025-03-14,47.37,40.81,42.095,41.13,42.02,4C. Option Stay OTM
USB,O:USB250321P00045000,2025-02-24,P,2025-03-21,Stock Options floor trade,45.0,1000,410.0,0.985,2704.35,0.86,86000.0,1,13128.125,52738.01,2025-02-25,2025-03-21,47.37,40.81,43.005,42.12,42.84,1P. Option Close ITM
USB,O:USB250321P00045000,2025-02-25,P,2025-03-21,Automatic Execution,45.0,365,410.0,0.985,2704.35,0.8,29200.0,3,13128.125,52738.01,2025-02-26,2025-03-21,47.37,40.81,43.005,42.12,42.84,1P. Option Close ITM
USB,O:USB250321P00045000,2025-02-26,P,2025-03-21,Multi Leg Auction,45.0,225,410.0,0.985,2704.35,0.8,18000.0,4,13128.125,52738.01,2025-02-27,2025-03-21,47.37,40.81,43.005,42.12,42.84,1P. Option Close ITM
USB,O:USB250321P00044000,2025-03-04,P,2025-03-21,Automatic Execution,44.0,86,410.0,0.985,2704.35,0.92,7912.0,10,13128.125,52738.01,2025-03-05,2025-03-21,45.0,40.81,43.005,42.12,42.84,1P. Option Close ITM
USB,O:USB250321P00043500,2025-03-05,P,2025-03-21,Automatic Execution,43.5,353,410.0,0.985,2704.35,0.86,30358.0,3,13128.125,52738.01,2025-03-06,2025-03-21,44.82,40.81,43.005,42.12,42.84,1P. Option Close ITM
USB,O:USB250321C00050000,2025-02-19,C,2025-03-21,Automatic Execution,50.0,500,410.0,0.985,2704.35,0.29,14500.0,5,13128.125,52738.01,2025-02-20,2025-03-21,47.37,40.81,43.005,42.12,42.84,4C. Option Stay OTM
USB,O:USB250321C00048000,2025-02-25,C,2025-03-21,Single Leg Floor Trade,48.0,1000,410.0,0.985,2704.35,0.37,37000.0,2,13128.125,52738.01,2025-02-26,2025-03-21,47.37,40.81,43.005,42.12,42.84,4C. Option Stay OTM
USB,O:USB250321C00049000,2025-02-26,C,2025-03-21,Single Leg Auction Non ISO,49.0,1114,410.0,0.985,2704.35,0.29,32306.0,2,13128.125,52738.01,2025-02-27,2025-03-21,47.37,40.81,43.005,42.12,42.84,4C. Option Stay OTM
USB,O:USB250321C00047500,2025-03-04,C,2025-03-21,Stock Options floor trade,47.5,320,410.0,0.985,2704.35,0.33,10560.0,7,13128.125,52738.01,2025-03-05,2025-03-21,45.0,40.81,43.005,42.12,42.84,4C. Option Stay OTM
USB,O:USB250321C00044500,2025-03-11,C,2025-03-21,Automatic Execution,44.5,424,410.0,0.985,2704.35,0.19,8056.0,10,13128.125,52738.01,2025-03-12,2025-03-21,43.09,40.81,43.005,42.12,42.84,4C. Option Stay OTM
USB,O:USB250328C00044000,2025-03-18,C,2025-03-28,Multi Leg auto-electronic trade,44.0,425,410.0,0.985,2704.35,0.2,8500.0,9,13128.125,52738.01,2025-03-19,2025-03-28,44.455,42.12,43.43,42.145,42.26,3C. Option Temp ITM
USB,O:USB250328C00044000,2025-03-24,C,2025-03-28,Automatic Execution,44.0,496,410.0,0.985,2704.35,0.2,9920.0,8,13128.125,52738.01,2025-03-25,2025-03-28,44.455,42.145,43.43,42.145,42.26,3C. Option Temp ITM
USB,O:USB250328C00048000,2025-03-03,C,2025-03-28,Automatic Execution,48.0,131,410.0,0.985,2704.35,0.89,11659.0,7,13128.125,52738.01,2025-03-04,2025-03-28,45.75,40.81,43.43,42.145,42.26,4C. Option Stay OTM
USB,O:USB250411P00038000,2025-04-03,P,2025-04-11,Multi Leg auto-electronic trade against single leg(s),38.0,270,410.0,0.985,2704.35,0.44,11880.0,7,13128.125,52738.01,2025-04-04,2025-04-11,39.85,35.18,37.965,36.48,37.86,1P. Option Close ITM
