security,option_ticker,trade_date,option_type,expiration,option_condition_name,option_strike_price,option_size,security_iqr_size,n_range,security_n_size,option_price,option_trade_value,option_trade_value_bin,security_iqr_trade_value,security_n_trade_value,stock_min_date,stock_max_date,highest_price_in_period,lowest_price_in_period,expiration_high,expiration_low,expiration_close,itm_otm_category
ABBV,O:ABBV241025P00185000,2024-10-04,P,2024-10-25,Stock Options floor trade,185.0,1500,410.0,0.985,2890.66,1.11,166500.0,2,52508.75,234542.74,2024-10-07,2024-10-25,196.34,185.89,189.88,187.17,187.85,4P. Option Stay OTM
ABBV,O:ABBV241025P00185000,2024-10-07,P,2024-10-25,Single Leg Cross Non ISO,185.0,1500,410.0,0.985,2890.66,1.07,160500.0,2,52508.75,234542.74,2024-10-08,2024-10-25,196.34,185.89,189.88,187.17,187.85,4P. Option Stay OTM
ABBV,O:ABBV241101C00192500,2024-10-29,C,2024-11-01,Automatic Execution,192.5,130,410.0,0.985,2890.66,2.39,31070.0,10,52508.75,234542.74,2024-10-30,2024-11-01,207.32,188.545,204.73,202.32,203.55,1C. Option Close ITM
ABBV,O:ABBV241101C00202500,2024-10-30,C,2024-11-01,Single Leg Auction Non ISO,202.5,150,410.0,0.985,2890.66,2.09,31350.0,10,52508.75,234542.74,2024-10-31,2024-11-01,207.32,201.42,204.73,202.32,203.55,1C. Option Close ITM
ABBV,O:ABBV241101P00190000,2024-10-07,P,2024-11-01,Automatic Execution,190.0,146,410.0,0.985,2890.66,4.1,59860.0,4,52508.75,234542.74,2024-10-08,2024-11-01,207.32,185.89,204.73,202.32,203.55,3P. Option Temp ITM
ABBV,O:ABBV241108C00197500,2024-10-24,C,2024-11-08,Automatic Execution,197.5,170,410.0,0.985,2890.66,2.76,45816.0,6,52508.75,234542.74,2024-10-25,2024-11-08,207.32,187.17,201.8939,199.48,199.5,1C. Option Close ITM
ABBV,O:ABBV241108P00200000,2024-11-01,P,2024-11-08,Automatic Execution,200.0,182,410.0,0.985,2890.66,2.0,36400.0,9,52508.75,234542.74,2024-11-04,2024-11-08,206.15,198.35,201.8939,199.48,199.5,1P. Option Close ITM
ABBV,O:ABBV241108C00200000,2024-10-15,C,2024-11-08,Automatic Execution,200.0,154,410.0,0.985,2890.66,3.4,52360.0,5,52508.75,234542.74,2024-10-16,2024-11-08,207.32,185.89,201.8939,199.48,199.5,2C. Option Close Temp ITM
ABBV,O:ABBV241108C00202500,2024-10-30,C,2024-11-08,Automatic Execution,202.5,100,410.0,0.985,2890.66,4.0,40000.0,7,52508.75,234542.74,2024-10-31,2024-11-08,207.32,198.35,201.8939,199.48,199.5,3C. Option Temp ITM
ABBV,O:ABBV241108P00182500,2024-10-29,P,2024-11-08,Automatic Execution,182.5,167,410.0,0.985,2890.66,2.38,39746.0,8,52508.75,234542.74,2024-10-30,2024-11-08,207.32,188.545,201.8939,199.48,199.5,4P. Option Stay OTM
ABBV,O:ABBV241115P00185000,2024-10-23,P,2024-11-15,Single Leg Floor Trade,185.0,110,410.0,0.985,2890.66,4.5,49500.0,6,52508.75,234542.74,2024-10-24,2024-11-15,207.32,164.72,169.63,164.72,164.99,1P. Option Close ITM
ABBV,O:ABBV241115P00195000,2024-11-01,P,2024-11-15,Stock Options floor trade,195.0,750,410.0,0.985,2890.66,1.55,116250.0,2,52508.75,234542.74,2024-11-04,2024-11-15,206.15,164.72,169.63,164.72,164.99,1P. Option Close ITM
ABBV,O:ABBV241115P00200000,2024-11-01,P,2024-11-15,Automatic Execution,200.0,175,410.0,0.985,2890.66,2.83,49525.0,5,52508.75,234542.74,2024-11-04,2024-11-15,206.15,164.72,169.63,164.72,164.99,1P. Option Close ITM
ABBV,O:ABBV241115P00200000,2024-11-04,P,2024-11-15,Automatic Execution,200.0,109,410.0,0.985,2890.66,3.65,39785.0,7,52508.75,234542.74,2024-11-05,2024-11-15,206.15,164.72,169.63,164.72,164.99,1P. Option Close ITM
ABBV,O:ABBV241115C00190000,2024-10-18,C,2024-11-15,Single Leg Auction Non ISO,190.0,563,410.0,0.985,2890.66,6.06,330762.5,1,52508.75,234542.74,2024-10-21,2024-11-15,207.32,164.72,169.63,164.72,164.99,3C. Option Temp ITM
ABBV,O:ABBV241115C00195000,2024-10-29,C,2024-11-15,Stock Options floor trade,195.0,396,410.0,0.985,2890.66,3.45,136620.0,2,52508.75,234542.74,2024-10-30,2024-11-15,207.32,164.72,169.63,164.72,164.99,3C. Option Temp ITM
ABBV,O:ABBV241115C00202500,2024-10-30,C,2024-11-15,Automatic Execution,202.5,152,410.0,0.985,2890.66,3.55,53960.0,5,52508.75,234542.74,2024-10-31,2024-11-15,207.32,164.72,169.63,164.72,164.99,3C. Option Temp ITM
ABBV,O:ABBV241115C00205000,2024-11-05,C,2024-11-15,Stock Options auto-electronic trade,205.0,124,410.0,0.985,2890.66,2.72,33728.0,9,52508.75,234542.74,2024-11-06,2024-11-15,206.15,164.72,169.63,164.72,164.99,3C. Option Temp ITM
ABBV,O:ABBV241115C00210000,2024-10-30,C,2024-11-15,Single Leg Auction Non ISO,210.0,250,410.0,0.985,2890.66,2.06,51500.0,5,52508.75,234542.74,2024-10-31,2024-11-15,207.32,164.72,169.63,164.72,164.99,4C. Option Stay OTM
ABBV,O:ABBV241115C00212500,2024-10-31,C,2024-11-15,Single Leg Floor Trade,212.5,227,410.0,0.985,2890.66,1.94,44038.0,6,52508.75,234542.74,2024-11-01,2024-11-15,206.15,164.72,169.63,164.72,164.99,4C. Option Stay OTM
ABBV,O:ABBV241115C00215000,2024-10-31,C,2024-11-15,Automatic Execution,215.0,165,410.0,0.985,2890.66,2.14,35310.0,9,52508.75,234542.74,2024-11-01,2024-11-15,206.15,164.72,169.63,164.72,164.99,4C. Option Stay OTM
ABBV,O:ABBV241115C00180000,2024-11-11,C,2024-11-15,Single Leg Auction Non ISO,180.0,1147,410.0,0.985,2890.66,0.84,96348.0,3,52508.75,234542.74,2024-11-12,2024-11-15,176.63,164.72,169.63,164.72,164.99,4C. Option Stay OTM
ABBV,O:ABBV241115C00180000,2024-11-11,C,2024-11-15,Automatic Execution,180.0,597,410.0,0.985,2890.66,0.77,45969.0,6,52508.75,234542.74,2024-11-12,2024-11-15,176.63,164.72,169.63,164.72,164.99,4C. Option Stay OTM
ABBV,O:ABBV241122P00195000,2024-11-05,P,2024-11-22,Automatic Execution,195.0,177,410.0,0.985,2890.66,2.35,41595.0,7,52508.75,234542.74,2024-11-06,2024-11-22,206.15,163.81,178.864,173.5,176.95,1P. Option Close ITM
ABBV,O:ABBV241122P00197500,2024-11-06,P,2024-11-22,Automatic Execution,197.5,231,410.0,0.985,2890.66,2.12,48972.0,6,52508.75,234542.74,2024-11-07,2024-11-22,202.315,163.81,178.864,173.5,176.95,1P. Option Close ITM
ABBV,O:ABBV241122C00200000,2024-10-25,C,2024-11-22,Automatic Execution,200.0,159,410.0,0.985,2890.66,2.53,40227.0,7,52508.75,234542.74,2024-10-28,2024-11-22,207.32,163.81,178.864,173.5,176.95,3C. Option Temp ITM
ABBV,O:ABBV241129C00182500,2024-11-22,C,2024-11-29,Automatic Execution,182.5,714,410.0,0.985,2890.66,0.56,39984.0,7,52508.75,234542.74,2024-11-25,2024-11-29,184.24,176.67,183.54,182.5,182.93,1C. Option Close ITM
ABBV,O:ABBV241129P00200000,2024-11-01,P,2024-11-29,Automatic Execution,200.0,156,410.0,0.985,2890.66,3.95,61620.0,4,52508.75,234542.74,2024-11-04,2024-11-29,206.15,163.81,183.54,182.5,182.93,1P. Option Close ITM
ABBV,O:ABBV241129P00195000,2024-11-01,P,2024-11-29,Automatic Execution,195.0,156,410.0,0.985,2890.66,2.34,36504.0,9,52508.75,234542.74,2024-11-04,2024-11-29,206.15,163.81,183.54,182.5,182.93,1P. Option Close ITM
ABBV,O:ABBV241129P00195000,2024-11-05,P,2024-11-29,Automatic Execution,195.0,168,410.0,0.985,2890.66,2.72,45696.0,6,52508.75,234542.74,2024-11-06,2024-11-29,206.15,163.81,183.54,182.5,182.93,1P. Option Close ITM
ABBV,O:ABBV241129C00205000,2024-11-05,C,2024-11-29,Automatic Execution,205.0,145,410.0,0.985,2890.66,3.9,56550.0,5,52508.75,234542.74,2024-11-06,2024-11-29,206.15,163.81,183.54,182.5,182.93,3C. Option Temp ITM
ABBV,O:ABBV241206C00180000,2024-11-11,C,2024-12-06,Automatic Execution,180.0,200,410.0,0.985,2890.66,2.2,44000.0,7,52508.75,234542.74,2024-11-12,2024-12-06,184.24,163.81,176.74,174.16,176.19,3C. Option Temp ITM
ABBV,O:ABBV241220C00180000,2024-11-22,C,2024-12-20,Automatic Execution,180.0,150,410.0,0.985,2890.66,2.22,33300.0,9,52508.75,234542.74,2024-11-25,2024-12-20,184.24,170.21,176.8,170.66,175.58,3C. Option Temp ITM
ABBV,O:ABBV241220C00190000,2024-11-22,C,2024-12-20,Automatic Execution,190.0,492,410.0,0.985,2890.66,0.64,31488.0,10,52508.75,234542.74,2024-11-25,2024-12-20,184.24,170.21,176.8,170.66,175.58,4C. Option Stay OTM
ABBV,O:ABBV241220C00185000,2024-11-25,C,2024-12-20,Automatic Execution,185.0,300,410.0,0.985,2890.66,1.8,54000.0,5,52508.75,234542.74,2024-11-26,2024-12-20,184.24,170.21,176.8,170.66,175.58,4C. Option Stay OTM
ABBV,O:ABBV241220C00190000,2024-12-02,C,2024-12-20,Automatic Execution,190.0,500,410.0,0.985,2890.66,0.71,35500.0,9,52508.75,234542.74,2024-12-03,2024-12-20,183.51,170.21,176.8,170.66,175.58,4C. Option Stay OTM
ABBV,O:ABBV241220P00160000,2024-11-20,P,2024-12-20,Single Leg Floor Trade,160.0,9000,410.0,0.985,2890.66,1.38,1242000.0,1,52508.75,234542.74,2024-11-21,2024-12-20,184.24,166.92,176.8,170.66,175.58,4P. Option Stay OTM
ABBV,O:ABBV241220P00165000,2024-11-21,P,2024-12-20,Single Leg Floor Trade,165.0,500,410.0,0.985,2890.66,1.3,65000.0,4,52508.75,234542.74,2024-11-22,2024-12-20,184.24,170.21,176.8,170.66,175.58,4P. Option Stay OTM
ABBV,O:ABBV250103C00175000,2024-12-13,C,2025-01-03,Automatic Execution,175.0,100,410.0,0.985,2890.66,3.2,32000.0,10,52508.75,234542.74,2024-12-16,2025-01-03,181.57,170.21,181.57,178.8,181.22,1C. Option Close ITM
ABBV,O:ABBV250117P00175000,2024-12-27,P,2025-01-17,Automatic Execution,175.0,201,410.0,0.985,2890.66,2.34,47034.0,6,52508.75,234542.74,2024-12-30,2025-01-17,182.1725,168.72,173.99,171.27,171.56,1P. Option Close ITM
ABBV,O:ABBV250117C00180000,2024-12-23,C,2025-01-17,Stock Options floor trade,180.0,300,410.0,0.985,2890.66,2.4,72000.0,3,52508.75,234542.74,2024-12-24,2025-01-17,182.1725,168.72,173.99,171.27,171.56,3C. Option Temp ITM
ABBV,O:ABBV250117C00192500,2024-12-23,C,2025-01-17,Single Leg Floor Trade,192.5,3333,410.0,0.985,2890.66,0.23,76659.0,3,52508.75,234542.74,2024-12-24,2025-01-17,182.1725,168.72,173.99,171.27,171.56,4C. Option Stay OTM
ABBV,O:ABBV250117C00182500,2024-12-27,C,2025-01-17,Automatic Execution,182.5,211,410.0,0.985,2890.66,2.0,42200.0,7,52508.75,234542.74,2024-12-30,2025-01-17,182.1725,168.72,173.99,171.27,171.56,4C. Option Stay OTM
ABBV,O:ABBV250124C00180000,2025-01-08,C,2025-01-24,Single Leg Auction Non ISO,180.0,250,410.0,0.985,2890.66,1.56,39000.0,8,52508.75,234542.74,2025-01-10,2025-01-24,177.98,168.06,171.11,169.25,170.3,4C. Option Stay OTM
ABBV,O:ABBV250124C00180000,2025-01-08,C,2025-01-24,Automatic Execution,180.0,237,410.0,0.985,2890.66,1.56,36972.0,8,52508.75,234542.74,2025-01-10,2025-01-24,177.98,168.06,171.11,169.25,170.3,4C. Option Stay OTM
ABBV,O:ABBV250131C00180000,2025-01-02,C,2025-01-31,Automatic Execution,180.0,150,410.0,0.985,2890.66,3.65,54750.0,5,52508.75,234542.74,2025-01-03,2025-01-31,191.77,168.06,191.77,183.67,183.9,1C. Option Close ITM
ABBV,O:ABBV250131C00177500,2025-01-14,C,2025-01-31,Multi Leg auto-electronic trade,177.5,104,410.0,0.985,2890.66,2.96,30784.0,10,52508.75,234542.74,2025-01-15,2025-01-31,191.77,168.06,191.77,183.67,183.9,1C. Option Close ITM
ABBV,O:ABBV250131C00175000,2025-01-22,C,2025-01-31,Automatic Execution,175.0,341,410.0,0.985,2890.66,1.78,60698.0,4,52508.75,234542.74,2025-01-23,2025-01-31,191.77,168.48,191.77,183.67,183.9,1C. Option Close ITM
ABBV,O:ABBV250131C00180000,2025-01-23,C,2025-01-31,Single Leg Floor Trade,180.0,900,410.0,0.985,2890.66,0.65,58500.0,4,52508.75,234542.74,2025-01-24,2025-01-31,191.77,169.25,191.77,183.67,183.9,1C. Option Close ITM
ABBV,O:ABBV250131C00175000,2025-01-23,C,2025-01-31,Automatic Execution,175.0,198,410.0,0.985,2890.66,1.85,36630.0,8,52508.75,234542.74,2025-01-24,2025-01-31,191.77,169.25,191.77,183.67,183.9,1C. Option Close ITM
ABBV,O:ABBV250131C00177500,2025-01-27,C,2025-01-31,Automatic Execution,177.5,176,410.0,0.985,2890.66,2.99,52624.0,5,52508.75,234542.74,2025-01-28,2025-01-31,191.77,173.73,191.77,183.67,183.9,1C. Option Close ITM
ABBV,O:ABBV250131C00185000,2025-01-15,C,2025-01-31,Automatic Execution,185.0,390,410.0,0.985,2890.66,0.93,36270.0,9,52508.75,234542.74,2025-01-16,2025-01-31,191.77,168.06,191.77,183.67,183.9,2C. Option Close Temp ITM
ABBV,O:ABBV250131C00187500,2025-01-30,C,2025-01-31,Automatic Execution,187.5,1000,410.0,0.985,2890.66,0.42,42000.0,7,52508.75,234542.74,2025-01-31,2025-01-31,191.77,183.67,191.77,183.67,183.9,2C. Option Close Temp ITM
ABBV,O:ABBV250131P00175000,2025-01-02,P,2025-01-31,Automatic Execution,175.0,106,410.0,0.985,2890.66,3.05,32330.0,10,52508.75,234542.74,2025-01-03,2025-01-31,191.77,168.06,191.77,183.67,183.9,3P. Option Temp ITM
ABBV,O:ABBV250131P00175000,2025-01-03,P,2025-01-31,Automatic Execution,175.0,198,410.0,0.985,2890.66,3.0,54846.0,5,52508.75,234542.74,2025-01-06,2025-01-31,191.77,168.06,191.77,183.67,183.9,3P. Option Temp ITM
ABBV,O:ABBV250207P00165000,2025-01-30,P,2025-02-07,Single Leg Auction Non ISO,165.0,718,410.0,0.985,2890.66,0.79,56722.0,4,52508.75,234542.74,2025-01-31,2025-02-07,194.49,182.15,193.86,190.435,190.6,4P. Option Stay OTM
ABBV,O:ABBV250207P00170000,2025-01-30,P,2025-02-07,Automatic Execution,170.0,209,410.0,0.985,2890.66,1.88,39292.0,8,52508.75,234542.74,2025-01-31,2025-02-07,194.49,182.15,193.86,190.435,190.6,4P. Option Stay OTM
ABBV,O:ABBV250214P00172500,2025-01-30,P,2025-02-14,Automatic Execution,172.5,197,410.0,0.985,2890.66,2.98,58706.0,4,52508.75,234542.74,2025-01-31,2025-02-14,195.18,182.15,195.18,192.78,192.87,4P. Option Stay OTM
ABBV,O:ABBV250221C00175000,2025-01-24,C,2025-02-21,Single Leg Auction Non ISO,175.0,200,410.0,0.985,2890.66,3.17,63400.0,4,52508.75,234542.74,2025-01-27,2025-02-21,203.975,172.59,203.975,200.015,202.08,1C. Option Close ITM
ABBV,O:ABBV250221C00180000,2025-01-27,C,2025-02-21,Automatic Execution,180.0,200,410.0,0.985,2890.66,3.7,74000.0,3,52508.75,234542.74,2025-01-28,2025-02-21,203.975,173.73,203.975,200.015,202.08,1C. Option Close ITM
ABBV,O:ABBV250221C00180000,2025-01-30,C,2025-02-21,Automatic Execution,180.0,125,410.0,0.985,2890.66,3.4,42500.0,7,52508.75,234542.74,2025-01-31,2025-02-21,203.975,182.15,203.975,200.015,202.08,1C. Option Close ITM
ABBV,O:ABBV250221C00180000,2025-01-30,C,2025-02-21,Single Leg Auction Non ISO,180.0,113,410.0,0.985,2890.66,3.4,38420.0,8,52508.75,234542.74,2025-01-31,2025-02-21,203.975,182.15,203.975,200.015,202.08,1C. Option Close ITM
ABBV,O:ABBV250221C00192500,2025-01-31,C,2025-02-21,Multi Leg floor trade,192.5,1120,410.0,0.985,2890.66,1.25,140000.0,2,52508.75,234542.74,2025-02-03,2025-02-21,203.975,182.15,203.975,200.015,202.08,1C. Option Close ITM
ABBV,O:ABBV250221C00195000,2025-01-31,C,2025-02-21,Automatic Execution,195.0,185,410.0,0.985,2890.66,2.99,55315.0,5,52508.75,234542.74,2025-02-03,2025-02-21,203.975,182.15,203.975,200.015,202.08,1C. Option Close ITM
ABBV,O:ABBV250221C00195000,2025-02-03,C,2025-02-21,Single Leg Auction Non ISO,195.0,510,410.0,0.985,2890.66,1.33,67830.0,4,52508.75,234542.74,2025-02-04,2025-02-21,203.975,187.05,203.975,200.015,202.08,1C. Option Close ITM
ABBV,O:ABBV250221P00170000,2025-01-30,P,2025-02-21,Automatic Execution,170.0,208,410.0,0.985,2890.66,2.35,48880.0,6,52508.75,234542.74,2025-01-31,2025-02-21,203.975,182.15,203.975,200.015,202.08,4P. Option Stay OTM
ABBV,O:ABBV250314P00200000,2025-02-25,P,2025-03-14,Automatic Execution,200.0,207,410.0,0.985,2890.66,1.78,36846.0,8,52508.75,234542.74,2025-02-26,2025-03-14,218.66,201.43,212.82,208.285,211.77,4P. Option Stay OTM
ABBV,O:ABBV250321C00210000,2025-02-21,C,2025-03-21,Stock Options Cross,210.0,1000,410.0,0.985,2890.66,2.0,200000.0,1,52508.75,234542.74,2025-02-24,2025-03-21,218.66,201.28,212.88,208.74,210.01,1C. Option Close ITM
ABBV,O:ABBV250321C00212500,2025-03-03,C,2025-03-21,Automatic Execution,212.5,199,410.0,0.985,2890.66,3.75,74625.0,3,52508.75,234542.74,2025-03-04,2025-03-21,218.66,206.0,212.88,208.74,210.01,2C. Option Close Temp ITM
ABBV,O:ABBV250321C00212500,2025-03-05,C,2025-03-21,Multi Leg floor trade,212.5,100,410.0,0.985,2890.66,3.35,33500.0,9,52508.75,234542.74,2025-03-06,2025-03-21,218.66,208.285,212.88,208.74,210.01,2C. Option Close Temp ITM
ABBV,O:ABBV250321P00210000,2025-03-11,P,2025-03-21,Automatic Execution,210.0,150,410.0,0.985,2890.66,2.33,34950.0,9,52508.75,234542.74,2025-03-12,2025-03-21,215.5,208.285,212.88,208.74,210.01,2P. Option Close Temp ITM
ABBV,O:ABBV250321C00230000,2025-03-04,C,2025-03-21,Single Leg Floor Trade,230.0,3731,410.0,0.985,2890.66,0.26,97006.0,3,52508.75,234542.74,2025-03-05,2025-03-21,218.66,206.0,212.88,208.74,210.01,4C. Option Stay OTM
ABBV,O:ABBV250321C00220000,2025-03-10,C,2025-03-21,Multi Leg floor trade,220.0,900,410.0,0.985,2890.66,3.2,288000.0,1,52508.75,234542.74,2025-03-11,2025-03-21,216.66,208.285,212.88,208.74,210.01,4C. Option Stay OTM
ABBV,O:ABBV250321P00195000,2025-02-19,P,2025-03-21,Single Leg Floor Trade,195.0,160,410.0,0.985,2890.66,2.8,44800.0,6,52508.75,234542.74,2025-02-20,2025-03-21,218.66,196.83,212.88,208.74,210.01,4P. Option Stay OTM
ABBV,O:ABBV250321P00200000,2025-02-21,P,2025-03-21,Automatic Execution,200.0,131,410.0,0.985,2890.66,2.53,33143.0,10,52508.75,234542.74,2025-02-24,2025-03-21,218.66,201.28,212.88,208.74,210.01,4P. Option Stay OTM
ABBV,O:ABBV250321P00200000,2025-02-25,P,2025-03-21,Automatic Execution,200.0,425,410.0,0.985,2890.66,2.49,105825.0,3,52508.75,234542.74,2025-02-26,2025-03-21,218.66,201.43,212.88,208.74,210.01,4P. Option Stay OTM
ABBV,O:ABBV250321P00165000,2025-03-05,P,2025-03-21,Single Leg Floor Trade,165.0,5727,410.0,0.985,2890.66,0.11,62997.0,4,52508.75,234542.74,2025-03-06,2025-03-21,218.66,208.285,212.88,208.74,210.01,4P. Option Stay OTM
ABBV,O:ABBV250321P00205000,2025-03-06,P,2025-03-21,Automatic Execution,205.0,191,410.0,0.985,2890.66,1.93,36863.0,8,52508.75,234542.74,2025-03-07,2025-03-21,218.66,208.285,212.88,208.74,210.01,4P. Option Stay OTM
ABBV,O:ABBV250404C00210000,2025-03-28,C,2025-04-04,Intermarket Sweep Order,210.0,282,410.0,0.985,2890.66,1.17,32994.0,10,52508.75,234542.74,2025-03-31,2025-04-04,212.15,186.17,200.0,186.17,186.96,3C. Option Temp ITM
ABBV,O:ABBV250411P00210000,2025-03-18,P,2025-04-11,Single Leg Cross Non ISO,210.0,4000,410.0,0.985,2890.66,3.15,1260000.0,1,52508.75,234542.74,2025-03-19,2025-04-11,214.5,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00205000,2025-03-24,P,2025-04-11,Automatic Execution,205.0,165,410.0,0.985,2890.66,2.38,39270.0,8,52508.75,234542.74,2025-03-25,2025-04-11,212.15,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00200000,2025-03-31,P,2025-04-11,Multi Leg auto-electronic trade,200.0,1000,410.0,0.985,2890.66,0.97,84000.0,3,52508.75,234542.74,2025-04-01,2025-04-11,212.15,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00200000,2025-04-01,P,2025-04-11,Single Leg Auction Non ISO,200.0,305,410.0,0.985,2890.66,1.54,46970.0,6,52508.75,234542.74,2025-04-02,2025-04-11,210.69,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00205000,2025-04-01,P,2025-04-11,Multi Leg floor trade,205.0,130,410.0,0.985,2890.66,2.88,37440.0,8,52508.75,234542.74,2025-04-02,2025-04-11,210.69,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00200000,2025-04-02,P,2025-04-11,Multi Leg Auction,200.0,990,410.0,0.985,2890.66,2.67,264330.0,1,52508.75,234542.74,2025-04-03,2025-04-11,210.69,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00200000,2025-04-02,P,2025-04-11,Stock Options floor trade,200.0,250,410.0,0.985,2890.66,1.98,49500.0,6,52508.75,234542.74,2025-04-03,2025-04-11,210.69,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00200000,2025-04-03,P,2025-04-11,Automatic Execution,200.0,260,410.0,0.985,2890.66,2.82,73320.0,3,52508.75,234542.74,2025-04-04,2025-04-11,200.0,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00185000,2025-04-04,P,2025-04-11,Multi Leg auto-electronic trade,185.0,510,410.0,0.985,2890.66,3.52,179520.0,2,52508.75,234542.74,2025-04-07,2025-04-11,188.39,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00185000,2025-04-04,P,2025-04-11,Single Leg Floor Trade,185.0,500,410.0,0.985,2890.66,1.72,86000.0,3,52508.75,234542.74,2025-04-07,2025-04-11,188.39,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411P00180000,2025-04-04,P,2025-04-11,Automatic Execution,180.0,196,410.0,0.985,2890.66,2.24,43904.0,7,52508.75,234542.74,2025-04-07,2025-04-11,188.39,164.39,176.97,169.3304,175.05,1P. Option Close ITM
ABBV,O:ABBV250411C00190000,2025-04-07,C,2025-04-11,Automatic Execution,190.0,200,410.0,0.985,2890.66,2.8,56000.0,5,52508.75,234542.74,2025-04-08,2025-04-11,188.39,164.39,176.97,169.3304,175.05,4C. Option Stay OTM
ABBV,O:ABBV250417P00210000,2025-03-18,P,2025-04-17,Automatic Execution,210.0,100,410.0,0.985,2890.66,4.05,40500.0,7,52508.75,234542.74,2025-03-19,2025-04-17,214.5,164.39,175.2,171.9078,172.99,1P. Option Close ITM
ABBV,O:ABBV250417P00210000,2025-03-20,P,2025-04-17,Automatic Execution,210.0,98,410.0,0.985,2890.66,4.35,42630.0,7,52508.75,234542.74,2025-03-21,2025-04-17,212.88,164.39,175.2,171.9078,172.99,1P. Option Close ITM
