security,sector,industry,num_trades,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank
DNOW,Industrial Products,Manufacturing - General Industrial ,2,4497.0,4498.5,4499.7,4499.97,4500.0,4500.0,4500.0,5,0.0,5__0,13
DNTH,Medical,Medical - Biomedical and Genetics,5,24626.0,25438.0,26087.6,26233.76,26248.38,26249.84,26249.98,5,3.0,5__3,13
DNUT,Consumer Staples,Consumer Products - Staples,13,10608.0,33082.0,59508.4,65454.34,66048.93,66108.39,66114.34,10,0.0,10__0,12
DOC,Finance,REIT and Equity Trust - Other,62,13689.0,16550.4,32811.48,42656.15,43640.61,43739.06,43748.91,20,0.0,20__0,10
DOCN,Computer and Technology,Internet - Software,618,16910.0,30010.5,47169.9,68830.0,74383.0,74938.3,74993.83,30,2.0,30__2,8
DOCS,Medical,Medical Services,1617,15205.2,21636.0,51378.0,174600.0,280874.18,296638.42,298214.84,30,2.0,30__2,8
DOCU,Computer and Technology,Internet - Software,4000,15404.0,22604.6,51725.74,170013.0,361029.27,380010.93,381909.09,35,0.0,35__0,7
DOLE,Consumer Staples,Agriculture - Operations,1,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,0,2.0,0__2,14
DOMO,Computer and Technology,Internet - Software,27,11570.0,23237.0,38319.0,41559.9,41883.99,41916.4,41919.64,15,0.0,15__0,11
DOOO,Auto-Tires-Trucks,Automotive - Original Equipment,11,17370.0,22095.0,25875.0,26725.5,26810.55,26819.06,26819.91,10,0.0,10__0,12
DORM,Auto-Tires-Trucks,Automotive - Replacement Parts,8,31500.0,33250.0,34650.0,34965.0,34996.5,34999.65,34999.96,10,0.0,10__0,12
DOUG,Finance,Real Estate - Operations,1,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,0,2.0,0__2,14
DOV,Industrial Products,Manufacturing - General Industrial ,255,47210.4,93033.5,148380.0,352202.0,383520.2,386652.02,386965.2,25,2.0,25__2,9
DOW,Basic Materials,Chemical - Diversified ,760,16275.0,26786.25,57524.79,129471.0,150647.1,152764.71,152976.47,30,2.0,30__2,8
DOX,Computer and Technology,Computers - IT Services,9,21400.0,33200.0,42640.0,44764.0,44976.4,44997.64,44999.76,10,0.0,10__0,12
DOYU,Consumer Discretionary,Gaming,2,5290.0,5295.0,5299.0,5299.9,5299.99,5300.0,5300.0,5,0.0,5__0,13
DPZ,Retail-Wholesale,Retail - Restaurants,2687,17844.0,27988.0,72062.0,192287.76,612268.38,622556.84,623585.68,35,2.0,35__2,7
DQ,Basic Materials,Chemical - Specialty,287,25000.0,41163.0,95045.6,104142.0,104914.2,104991.42,104999.14,25,0.0,25__0,9
DRD,Basic Materials,Mining - Gold,4,25600.0,26800.0,27760.0,27976.0,27997.6,27999.76,27999.98,5,3.0,5__3,13
DRI,Retail-Wholesale,Retail - Restaurants,833,16648.0,28488.0,185117.76,381562.24,383756.22,383975.62,383997.56,30,0.0,30__0,8
DRS,Aerospace,Aerospace - Defense Equipment,8,6654.4,7651.2,8448.64,8628.06,8646.01,8647.8,8647.98,10,0.0,10__0,12
DRVN,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,4,4302.0,4311.0,4318.2,4319.82,4319.98,4320.0,4320.0,5,0.0,5__0,13
DSGX,Computer and Technology,Computer - Software,24,13777.5,24546.15,29156.9,29978.69,30060.87,30069.09,30069.91,15,0.0,15__0,11
DSP,Business Services,Technology Services,2,5871.5,5928.25,5973.65,5983.87,5984.89,5984.99,5985.0,5,0.0,5__0,13
DSX,Transportation,Transportation - Shipping,1,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,0,2.0,0__2,14
DT,Computer and Technology,Computers - IT Services,504,20379.0,54929.95,252630.0,10918600.0,10918600.0,10918600.0,10918600.0,25,1.0,25__1,9
DTE,Utilities,Utility - Electric Power,21,45360.0,65340.0,71244.0,72572.4,72705.24,72718.52,72719.85,15,0.0,15__0,11
DTM,Oils-Energy,Oil and Gas - Integrated - United States,3,13324.0,14527.0,15489.4,15705.94,15727.59,15729.76,15729.98,5,3.0,5__3,13
DUK,Utilities,Utility - Electric Power,471,13800.0,26488.5,71152.0,1036943.0,1156694.3,1168669.43,1169866.94,25,0.0,25__0,9
DUOL,Business Services,Technology Services,3613,17192.0,27188.0,70067.48,285507.84,814992.0,987502.2,1004753.22,35,2.0,35__2,7
DV,Computer and Technology,Internet - Software,91,21000.0,27512.0,137584.0,508758.4,545875.84,549587.58,549958.76,20,1.0,20__1,10
DVA,Medical,Medical - Outpatient and Home Healthcare,475,16246.0,23931.4,79630.0,302422.1,387038.21,395499.82,396345.98,25,0.0,25__0,9
DVAX,Medical,Medical - Biomedical and Genetics,12,9969.0,29125.0,47825.0,52032.5,52453.25,52495.33,52499.53,10,0.0,10__0,12
DVN,Oils-Energy,Oil and Gas - Exploration and Production - United States,1894,13206.0,18291.0,36543.24,100000.0,134454.75,141695.48,142419.55,35,0.0,35__0,7
DWTX,Medical,Medical - Biomedical and Genetics,1,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,0,0.0,0__0,14
DXC,Computer and Technology,Computers - IT Services,18,10106.0,20193.75,56658.75,64863.38,65683.84,65765.88,65774.09,15,0.0,15__0,11
DXCM,Medical,Medical - Instruments,2079,15376.0,23632.5,99134.2,380449.52,451035.84,463603.58,464860.36,35,0.0,35__0,7
DXPE,Industrial Products,Manufacturing - General Industrial ,23,17200.0,17515.0,47385.0,54958.5,55715.85,55791.59,55799.16,15,0.0,15__0,11
DY,Construction,Building Products - Heavy Construction,297,11592.0,20130.0,172065.6,1081320.0,1269132.0,1287913.2,1289791.32,25,0.0,25__0,9
DYAI,Medical,Medical - Biomedical and Genetics,1,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,0,2.0,0__2,14
DYN,Medical,Medical - Drugs,177,14814.0,26094.0,183351.12,572356.88,588235.69,589823.57,589982.36,20,1.0,20__1,10
EA,Consumer Discretionary,Gaming,2156,16884.0,31625.0,141125.0,559850.0,1019163.75,1067166.38,1071966.64,35,2.0,35__2,7
EAT,Retail-Wholesale,Retail - Restaurants,1922,17489.0,28462.5,85592.5,285872.52,688288.55,723578.85,727107.89,35,2.0,35__2,7
EB,Computer and Technology,Internet - Services,2,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,5,0.0,5__0,13
EBAY,Retail-Wholesale,Internet - Commerce,1375,14519.6,25701.9,148000.0,649362.0,797829.94,806406.99,807264.7,30,0.0,30__0,8
EBC,Finance,Banks - Northeast,16,11600.0,12750.0,14550.0,14955.0,14995.5,14999.55,14999.95,10,0.0,10__0,12
EBF,Industrial Products,Office Supplies,2,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,5,3.0,5__3,13
EBS,Medical,Medical - Biomedical and Genetics,63,10400.0,14300.2,22660.0,26566.0,26956.6,26995.66,26999.57,20,0.0,20__0,10
EC,Oils-Energy,Oil and Gas - Integrated - International,7,5975.0,6605.0,7109.0,7222.4,7233.74,7234.87,7234.99,10,0.0,10__0,12
ECL,Basic Materials,Chemical - Specialty,170,8800.0,9461.5,18772.5,169221.45,195527.15,198157.71,198420.77,20,0.0,20__0,10
ECPG,Finance,Financial - Consumer Loans,5,10760.0,10880.0,10976.0,10997.6,10999.76,10999.98,11000.0,5,0.0,5__0,13
ED,Utilities,Utility - Electric Power,115,12710.0,23720.0,119369.5,142324.03,144745.9,144988.09,145012.31,20,0.0,20__0,10
EDAP,Medical,Medical - Instruments,1,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,0,2.0,0__2,14
EDIT,Medical,Medical - Biomedical and Genetics,17,5766.0,8785.2,17697.84,19703.18,19903.72,19923.77,19925.78,10,0.0,10__0,12
EDU,Consumer Discretionary,Schools,316,14845.0,23578.75,64856.0,98333.34,105920.93,106679.69,106755.57,25,0.0,25__0,9
EEFT,Finance,Financial - Miscellaneous Services,8,20232.0,20351.0,20446.2,20467.62,20469.76,20469.98,20470.0,10,0.0,10__0,12
EFC,Finance,REIT and Equity Trust,2,18382.0,19181.0,19820.2,19964.02,19978.4,19979.84,19979.98,5,3.0,5__3,13
EFSC,Finance,Banks - Midwest,1,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,0,2.0,0__2,14
EFX,Business Services,Consulting Services,619,18656.0,30000.0,71200.0,414881.21,747952.12,781259.21,784589.92,30,0.0,30__0,8
EG,Finance,Insurance - Multi line,224,14023.0,23991.0,52385.0,546270.0,648627.0,658862.7,659886.27,25,0.0,25__0,9
EGO,Basic Materials,Mining - Gold,40,28175.0,30738.55,40027.5,44502.75,44950.27,44995.03,44999.5,15,0.0,15__0,11
EGP,Finance,REIT and Equity Trust - Other,3,5160.0,5210.0,5250.0,5259.0,5259.9,5259.99,5260.0,5,0.0,5__0,13
EH,Aerospace,Aerospace - Defense Equipment,1370,16766.2,24546.0,42841.0,79235.71,169891.02,180933.1,182037.31,30,2.0,30__2,8
EHC,Medical,Medical - Outpatient and Home Healthcare,37,8050.0,36000.0,61600.0,62410.0,62491.0,62499.1,62499.91,15,0.0,15__0,11
EHTH,Finance,Insurance - Brokerage,6,6791.5,7095.75,7339.15,7393.92,7399.39,7399.94,7399.99,10,0.0,10__0,12
EIX,Utilities,Utility - Electric Power,713,16233.0,22186.0,106323.2,353207.52,426604.75,433944.48,434678.45,30,2.0,30__2,8
EL,Consumer Staples,Cosmetics,3096,15570.0,27362.5,126306.25,356932.6,1069535.0,1200453.5,1213545.35,35,2.0,35__2,7
ELAN,Medical,Medical - Outpatient and Home Healthcare,56,8482.5,10869.0,16244.55,17243.96,17343.9,17353.89,17354.89,15,0.0,15__0,11
ELDN,Medical,Medical - Biomedical and Genetics,2,13900.0,14450.0,14890.0,14989.0,14998.9,14999.89,14999.99,5,3.0,5__3,13
ELF,Consumer Staples,Cosmetics,9172,14739.8,21611.25,54807.97,861792.0,2415236.6,6091523.66,6459152.37,40,2.0,40__2,6
ELME,Finance,REIT and Equity Trust - Residential,1,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,0,2.0,0__2,14
ELS,Finance,REIT and Equity Trust - Residential,1,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,0,2.0,0__2,14
ELV,Medical,Medical Services,2374,16623.0,27235.0,127268.1,449264.8,559671.28,570219.93,571274.79,35,2.0,35__2,7
EME,Construction,Building Products - Heavy Construction,393,16182.8,23174.0,45599.76,84395.2,91239.52,91923.95,91992.4,25,0.0,25__0,9
EMN,Basic Materials,Chemical - Diversified ,53,16640.0,60002.4,72908.16,76905.82,77305.58,77345.56,77349.56,15,0.0,15__0,11
EMR,Industrial Products,Manufacturing - Electronics,759,15300.0,27775.0,159950.0,358885.84,420638.58,426813.86,427431.39,30,2.0,30__2,8
ENB,Oils-Energy,Oil and Gas - Production and Pipelines,56,14362.5,20972.25,156994.25,248452.93,257598.79,258513.38,258604.84,15,0.0,15__0,11
ENOV,Medical,Medical Info Systems,21,28000.0,65000.0,82000.0,85825.0,86207.5,86245.75,86249.58,15,0.0,15__0,11
ENPH,Oils-Energy,Solar,11412,14000.0,21204.4,52150.5,225895.2,432952.67,736864.06,771046.91,40,0.0,40__0,6
ENS,Industrial Products,Manufacturing - Electronics,4,8817.2,9848.6,10673.72,10859.37,10877.94,10879.79,10879.98,5,0.0,5__0,13
ENSG,Medical,Medical - Nursing Homes,13,8384.0,11438.0,14795.6,15551.06,15626.61,15634.16,15634.92,10,0.0,10__0,12
ENTG,Computer and Technology,Electronics - Manufacturing Machinery,317,19872.0,44688.0,340000.0,392750.0,410525.0,412302.5,412480.25,25,2.0,25__2,9
ENVA,Finance,Financial - Consumer Loans,6,7750.0,8500.0,9100.0,9235.0,9248.5,9249.85,9249.99,10,0.0,10__0,12
ENVX,Oils-Energy,Alternative Energy - Other,1486,12819.5,18849.0,38085.4,137104.42,207778.45,218777.84,219877.78,30,2.0,30__2,8
EOG,Oils-Energy,Oil and Gas - Exploration and Production - United States,822,14499.0,22953.05,75573.3,121553.25,167180.33,171743.03,172199.3,30,2.0,30__2,8
EOLS,Medical,Medical - Products,9,22520.0,51260.0,74252.0,79425.2,79942.52,79994.25,79999.43,10,0.0,10__0,12
EOSE,Industrial Products,Industrial Services,560,16544.9,23349.0,42112.0,146087.0,149608.7,149960.87,149996.09,25,0.0,25__0,9
EPAM,Computer and Technology,Computers - IT Services,264,18150.0,43200.0,68952.0,85642.56,86324.26,86392.43,86399.24,25,0.0,25__0,9
EPD,Oils-Energy,Oil and Gas - Production Pipeline - MLB,331,12221.0,17093.5,30678.3,48586.5,51838.65,52163.87,52196.39,25,0.0,25__0,9
EPR,Finance,REIT and Equity Trust - Retail,5,4889.0,5052.0,5182.4,5211.74,5214.67,5214.97,5215.0,5,0.0,5__0,13
EQH,Finance,Insurance - Multi line,15,11736.0,75024.0,190204.8,216120.48,218712.05,218971.2,218997.12,10,3.0,10__3,12
EQIX,Finance,REIT and Equity Trust - Retail,590,18009.0,25773.0,58435.18,149013.9,151611.39,151871.14,151897.11,30,2.0,30__2,8
EQNR,Oils-Energy,Oil and Gas - Refining and Marketing,136,58732.5,72180.0,144661.5,209716.73,218829.47,219740.75,219831.87,20,1.0,20__1,10
EQR,Finance,REIT and Equity Trust - Residential,12,5810.0,6560.25,7108.05,7231.31,7243.63,7244.86,7244.99,10,0.0,10__0,12
EQT,Oils-Energy,Oil and Gas - Exploration and Production - United States,1486,21825.0,63450.0,226310.35,389617.05,425869.47,427336.95,427483.69,30,0.0,30__0,8
EQX,Basic Materials,Mining - Gold,6,5625.0,5937.5,6187.5,6243.75,6249.38,6249.94,6249.99,10,0.0,10__0,12
ERIC,Computer and Technology,Wireless Equipment,52,21038.5,31719.75,42675.0,46117.5,46461.75,46496.18,46499.62,15,0.0,15__0,11
ERIE,Finance,Insurance - Brokerage,118,8820.0,10146.5,23139.6,33147.0,34094.7,34189.47,34198.95,20,0.0,20__0,10
ERII,Industrial Products,Pollution Control,7,6168.0,7044.0,7744.8,7902.48,7918.25,7919.82,7919.98,10,0.0,10__0,12
ERJ,Aerospace,Aerospace - Defense,175,19950.0,26736.5,98648.6,168547.07,176101.61,176857.06,176932.61,20,0.0,20__0,10
ERO,Basic Materials,Mining - Non Ferrous,30,12042.0,12464.0,14275.0,14927.5,14992.75,14999.28,14999.93,15,0.0,15__0,11
ES,Utilities,Utility - Electric Power,20,30746.75,79374.38,121278.87,130707.39,131650.24,131744.52,131753.95,15,0.0,15__0,11
ESAB,Industrial Products,Metal Products - Procurement and Fabrication,1,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,0,1.0,0__1,14
ESE,Industrial Products,Manufacturing - Electronics,1,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,0,2.0,0__2,14
ESI,Basic Materials,Chemical - Specialty,51,108000.0,165000.0,204285.0,211678.5,212417.85,212491.79,212499.18,15,0.0,15__0,11
ESLT,Aerospace,Aerospace - Defense Equipment,83,13160.0,15840.0,24905.0,45015.5,47026.55,47227.66,47247.77,20,0.0,20__0,10
ESPR,Medical,Medical - Drugs,10,8478.9,8721.45,8915.49,8959.15,8963.51,8963.95,8964.0,10,0.0,10__0,12
ESS,Finance,REIT and Equity Trust - Residential,29,205701.0,232674.0,306200.0,327620.0,329762.0,329976.2,329997.62,15,1.0,15__1,11
ESTA,Medical,Medical Services,152,22383.0,53046.0,304501.06,500457.98,522388.3,524581.33,524800.63,20,1.0,20__1,10
ESTC,Computer and Technology,Internet - Software,1588,23787.0,38770.4,113390.0,348553.8,355950.0,355950.0,355950.0,30,0.0,30__0,8
ET,Oils-Energy,Oil and Gas - Production Pipeline - MLB,1022,14000.0,20930.05,103897.08,314265.0,426842.42,438288.24,439432.82,30,2.0,30__2,8
ETD,Retail-Wholesale,Retail - Home Furnishings,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
ETN,Industrial Products,Manufacturing - Electronics,4103,13500.0,22835.0,104898.08,471930.78,977822.48,1096782.25,1108678.22,35,0.0,35__0,7
ETNB,Medical,Medical - Biomedical and Genetics,40,7609.5,8330.0,11124.9,11858.49,11931.85,11939.18,11939.92,15,0.0,15__0,11
ETON,Medical,Medical - Biomedical and Genetics,4,4470.0,4485.0,4497.0,4499.7,4499.97,4500.0,4500.0,5,0.0,5__0,13
ETOR,Finance,Insurance - Brokerage,266,19355.0,36324.75,81903.7,116969.0,116996.9,116999.69,116999.97,25,0.0,25__0,9
ETR,Utilities,Utility - Electric Power,180,10725.5,16675.0,46395.16,67802.37,68655.24,68740.52,68749.05,25,0.0,25__0,9
ETSY,Retail-Wholesale,Internet - Commerce,3770,17800.0,29923.5,135895.45,563973.2,823123.05,879262.31,884876.23,35,2.0,35__2,7
EU,Basic Materials,Mining - Miscellaneous,1,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0,0,2.0,0__2,14
EVER,Finance,Insurance - Multi line,5,13566.0,15283.0,16656.6,16965.66,16996.57,16999.66,16999.97,5,3.0,5__3,13
EVGO,Auto-Tires-Trucks,Automotive - Original Equipment,157,10020.0,12220.0,19220.0,27786.0,28698.6,28789.86,28798.99,20,0.0,20__0,10
EVH,Computer and Technology,Internet - Software,66,11602.5,18442.5,91960.0,95236.0,95563.6,95596.36,95599.64,20,0.0,20__0,10
EVLV,Computer and Technology,Computers - IT Services,24,13409.0,17389.8,19537.24,19953.72,19995.37,19999.54,19999.95,15,0.0,15__0,11
EVR,Finance,Financial - Investment Bank,82,42097.0,83632.5,407316.5,441834.65,445286.47,445631.65,445666.16,20,1.0,20__1,10
EVRG,Utilities,Utility - Electric Power,24,10090.5,11684.75,12614.5,12790.45,12808.05,12809.8,12809.98,15,0.0,15__0,11
EVTC,Business Services,Financial Transaction Services,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
EW,Medical,Medical - Instruments,1000,24860.0,49562.5,168008.75,416461.5,606621.15,625637.12,627538.71,30,0.0,30__0,8
EWBC,Finance,Banks - West,36,22925.0,31350.0,50679.0,53721.9,54026.19,54056.62,54059.66,15,0.0,15__0,11
EWCZ,Consumer Staples,Cosmetics,10,38400.0,49200.0,57840.0,59784.0,59978.4,59997.84,59999.78,10,0.0,10__0,12
EWTX,Medical,Medical - Biomedical and Genetics,618,18962.7,100200.2,433456.5,1941500.0,2219150.0,2246915.0,2249691.5,30,1.0,30__1,8
EXAS,Medical,Medical - Biomedical and Genetics,786,14087.5,25500.0,147360.0,375870.0,388587.0,389858.7,389985.87,30,2.0,30__2,8
EXC,Utilities,Utility - Electric Power,68,13469.6,20030.0,56295.0,63229.5,63922.95,63992.3,63999.23,20,0.0,20__0,10
EXE,Oils-Energy,Alternative Energy - Other,773,16460.0,58560.0,320376.0,614852.0,690585.2,698158.52,698915.85,30,0.0,30__0,8
EXEL,Medical,Medical - Biomedical and Genetics,140,11264.0,18850.0,69775.15,91187.44,92818.74,92981.87,92998.19,20,0.0,20__0,10
EXFY,Business Services,Financial Transaction Services,1,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,0,2.0,0__2,14
EXK,Basic Materials,Mining - Silver,23,11159.0,12505.0,12923.0,12992.3,12999.23,12999.92,12999.99,15,0.0,15__0,11
EXP,Construction,Building Products - Concrete and Aggregates,45,12672.0,14782.0,16112.8,16461.28,16496.13,16499.61,16499.96,15,0.0,15__0,11
EXPD,Transportation,Transportation - Services,12,104066.0,132956.5,154679.3,159566.93,160055.69,160104.57,160109.46,10,3.0,10__3,12
EXPE,Retail-Wholesale,Internet - Commerce,2912,15330.0,22800.0,63247.0,408722.0,803922.29,832720.23,835600.02,35,0.0,35__0,7
EXPI,Finance,Real Estate - Operations,17,11901.6,13043.2,14288.64,14568.86,14596.89,14599.69,14599.97,10,0.0,10__0,12
EXPO,Business Services,Consulting Services,2,24900.0,25200.0,25440.0,25494.0,25499.4,25499.94,25499.99,5,3.0,5__3,13
EXR,Finance,REIT and Equity Trust - Other,35,205250.0,252576.0,525617.52,637176.55,648332.46,649448.05,649559.6,15,1.0,15__1,11
EXTR,Computer and Technology,Computer - Networking,20,17292.8,48520.2,72721.64,78166.96,78711.5,78765.95,78771.39,15,0.0,15__0,11
EYE,Consumer Staples,Consumer Products - Staples,21,14910.0,24000.0,59504.0,67492.4,68291.24,68371.12,68379.11,15,0.0,15__0,11
EYEN,Medical,Medical - Biomedical and Genetics,2,8960.0,9230.0,9446.0,9494.6,9499.46,9499.95,9499.99,5,0.0,5__0,13
EYPT,Medical,Medical - Biomedical and Genetics,14,9790.0,11224.5,11260.9,11269.09,11269.91,11269.99,11270.0,10,0.0,10__0,12
EZPW,Finance,Financial - Consumer Loans,8,8067.2,10623.6,12668.72,13128.87,13174.89,13179.49,13179.95,10,0.0,10__0,12
F,Auto-Tires-Trucks,Automotive - Domestic,3930,15761.0,24968.25,96431.64,282095.99,416157.81,466341.08,471359.41,35,0.0,35__0,7
FA,Business Services,Technology Services,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
FAF,Finance,Insurance - Property and Casualty,1,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,0,2.0,0__2,14
FANG,Oils-Energy,Oil and Gas - Exploration and Production - United States,1218,15798.5,25704.4,68962.94,115226.0,123513.2,123951.32,123995.13,30,2.0,30__2,8
FARO,Computer and Technology,Computer - Integrated Systems,6,15000.0,17500.0,19500.0,19950.0,19995.0,19999.5,19999.95,10,0.0,10__0,12
FAST,Retail-Wholesale,Building Products - Retail,235,26438.4,52790.0,249288.78,509575.35,563957.53,569395.75,569939.58,25,2.0,25__2,9
FATE,Medical,Medical - Biomedical and Genetics,7,8725.0,9662.5,10412.5,10581.25,10598.12,10599.81,10599.98,10,0.0,10__0,12
FBIN,Retail-Wholesale,Retail - Home Furnishings,12,139960.0,149600.0,149600.0,149600.0,149600.0,149600.0,149600.0,10,3.0,10__3,12
FBIO,Medical,Medical - Biomedical and Genetics,3,5156.0,5300.5,5416.1,5442.11,5444.71,5444.97,5445.0,5,0.0,5__0,13
FBK,Finance,Banks - Northeast,1,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,0,2.0,0__2,14
FC,Business Services,Consulting Services,4,11900.0,12950.0,13790.0,13979.0,13997.9,13999.79,13999.98,5,0.0,5__0,13
FCBC,Finance,Banks - Southeast,1,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,0,0.0,0__0,14
FCEL,Oils-Energy,Alternative Energy - Other,74,8730.0,12385.6,26633.2,43163.32,44816.33,44981.63,44998.16,20,0.0,20__0,10
FCFS,Business Services,Financial Transaction Services,5,6512.0,7296.0,7923.2,8064.32,8078.43,8079.84,8079.98,5,0.0,5__0,13
FCN,Business Services,Consulting Services,46,13220.0,13860.0,21087.0,26408.7,26940.87,26994.09,26999.41,15,0.0,15__0,11
FCNCA,Finance,Banks - Southeast,505,10790.4,19294.0,45216.0,96124.0,96237.4,96248.74,96249.87,25,0.0,25__0,9
FCX,Basic Materials,Mining - Non Ferrous,6593,16295.0,26610.0,89705.68,334080.0,842201.6,858220.16,859822.02,40,0.0,40__0,6
FDMT,Medical,Medical - Drugs,12,6700.0,9337.5,11867.5,12436.75,12493.68,12499.37,12499.94,10,0.0,10__0,12
FDP,Consumer Staples,Agriculture - Operations,19,8480.0,9765.0,16713.0,18276.3,18432.63,18448.26,18449.83,15,0.0,15__0,11
FDS,Business Services,Business - Information Services,191,10400.0,14000.0,18413.1,32016.69,34367.77,34602.88,34626.39,25,0.0,25__0,9
FDX,Transportation,Transportation - Air Freight and Cargo,16116,15000.0,22210.0,55327.5,275947.86,785284.58,1269027.8,1331102.78,40,0.0,40__0,6
FE,Utilities,Utility - Electric Power,45,11718.0,13362.0,20672.4,22767.24,22976.72,22997.67,22999.77,15,0.0,15__0,11
FERG,Industrial Products,Manufacturing - General Industrial ,248,10765.0,14415.0,57750.65,682904.25,865690.43,883969.04,885796.9,25,0.0,25__0,9
FFAI,Auto-Tires-Trucks,Automotive - Original Equipment,25,6780.4,7621.6,7933.76,7971.78,7975.58,7975.96,7976.0,15,0.0,15__0,11
FFIC,Finance,Financial - Savings and Loan,4,72000.0,78000.0,82800.0,83880.0,83988.0,83998.8,83999.88,5,1.0,5__1,13
FFIV,Computer and Technology,Internet - Software,509,17020.0,25066.0,43884.8,77343.56,88284.36,89378.44,89487.84,25,0.0,25__0,9
FGEN,Medical,Medical - Drugs,1,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,7265.0,0,2.0,0__2,14
FHI,Finance,Financial - Investment Management,1,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,0,0.0,0__0,14
FHN,Finance,Banks - Southwest,72,12815.0,20389.5,230616.8,654861.68,697286.17,701528.62,701952.86,20,1.0,20__1,10
FI,Business Services,Financial Transaction Services,1944,14474.0,19379.5,45256.1,393326.9,1196369.18,1344486.52,1359298.25,35,0.0,35__0,7
FICO,Computer and Technology,Computers - IT Services,4032,16371.6,23290.0,54969.0,149383.47,216000.0,216000.0,216000.0,35,0.0,35__0,7
FIGS,Retail-Wholesale,Retail - Apparel and Shoes,4,17055.0,18427.5,19525.5,19772.55,19797.26,19799.73,19799.97,5,3.0,5__3,13
FINV,Finance,Financial - Miscellaneous Services,8,32224.5,34854.75,36958.95,37432.4,37479.74,37484.47,37484.95,10,0.0,10__0,12
FIP,Finance,Real Estate - Operations,9,9690.0,9870.0,10014.0,10046.4,10049.64,10049.96,10050.0,10,0.0,10__0,12
FIS,Business Services,Financial Transaction Services,499,15960.4,20910.0,71697.32,280691.25,365569.12,374056.91,374905.69,25,0.0,25__0,9
FITB,Finance,Banks - Major Regional,178,20143.5,38018.25,99222.4,186371.0,198637.1,199863.71,199986.37,25,0.0,25__0,9
FIVE,Retail-Wholesale,Retail - Miscellaneous,2954,15854.0,34727.5,221038.4,611708.1,732429.19,772542.92,776554.29,35,2.0,35__2,7
FIVN,Computer and Technology,Internet - Software,307,21520.0,38704.0,88000.0,255963.64,284346.36,287184.64,287468.46,25,0.0,25__0,9
FIX,Construction,Building Products - Air Conditioner and Heating,413,18000.0,30504.0,54248.0,209809.72,267724.97,273516.5,274095.65,25,0.0,25__0,9
FIZZ,Consumer Staples,Beverages - Soft drinks,7,7248.0,9684.0,11632.8,12071.28,12115.13,12119.51,12119.95,10,0.0,10__0,12
FL,Retail-Wholesale,Retail - Apparel and Shoes,948,18037.5,26627.5,85368.36,303313.7,322831.37,324783.14,324978.31,30,2.0,30__2,8
FLEX,Computer and Technology,Electronics - Miscellaneous Products,213,29984.0,65000.0,117094.8,162713.96,169424.4,170095.44,170162.54,25,2.0,25__2,9
FLG,Finance,Banks - Northeast,160,13621.2,19185.1,44460.8,74280.83,78262.58,78660.76,78700.58,20,0.0,20__0,10
FLGT,Medical,Medical Info Systems,1,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,0,2.0,0__2,14
FLNC,Oils-Energy,Alternative Energy - Other,146,17749.5,27986.0,55095.5,62097.5,62684.75,62743.47,62749.35,20,0.0,20__0,10
FLNG,Transportation,Transportation - Shipping,22,13614.8,18004.8,35362.16,39464.22,39874.42,39915.44,39919.54,15,0.0,15__0,11
FLO,Consumer Staples,Food - Miscellaneous,1,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,0,2.0,0__2,14
FLR,Construction,Engineering - R and D Services,559,15508.0,24100.0,183572.9,610116.78,745002.68,758491.27,759840.13,25,0.0,25__0,9
