security,sector,industry,num_trades,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value,trade_volume_bin,cluster,final_cluster,trade_volume_bin_rank
MS,Finance,Financial - Investment Bank,5774,15229.2,24500.0,65216.0,269521.5,782438.2,920643.82,934464.38,40,0.0,40__0,6
MSCI,Finance,Financial - Investment Management,607,10826.4,17094.0,44844.16,141822.0,176182.2,179618.22,179961.82,30,2.0,30__2,8
MSFT,Computer and Technology,Computer - Software,237443,16250.0,25080.0,63708.12,228000.0,930159.62,3522453.76,4826784.74,55,0.0,55__0,3
MSGE,Consumer Discretionary,Media Conglomerates,2,3294.0,3297.0,3299.4,3299.94,3299.99,3300.0,3300.0,5,0.0,5__0,13
MSGS,Consumer Discretionary,Leisure and Recreation Services,47,9582.0,11710.0,18387.2,22229.12,22613.31,22651.73,22655.57,15,0.0,15__0,11
MSI,Computer and Technology,Wireless Equipment,235,13300.0,19810.0,42705.14,92427.86,97631.79,98152.18,98204.22,25,0.0,25__0,9
MSM,Industrial Products,Industrial Services,139,24700.0,68828.0,391079.0,608591.76,629641.18,631746.12,631956.61,20,1.0,20__1,10
MSTR,Computer and Technology,Computer - Software,925361,20970.0,34983.0,109060.0,704040.96,5715776.32,22960021.55,48237773.41,60,0.0,60__0,2
MT,Basic Materials,Steel - Producers,420,14820.0,25594.0,44729.25,79574.1,83759.91,84178.49,84220.35,25,0.0,25__0,9
MTB,Finance,Banks - Major Regional,138,17280.0,27280.0,52114.38,122270.71,131891.07,132853.11,132949.31,20,0.0,20__0,10
MTCH,Computer and Technology,Internet - Software,1521,17777.0,32571.0,131382.8,412760.0,1242682.54,1374951.45,1388178.35,30,0.0,30__0,8
MTD,Medical,Medical - Instruments,163,9198.0,15975.0,117120.0,143564.4,145576.44,145777.64,145797.76,20,0.0,20__0,10
MTDR,Oils-Energy,Oil and Gas - Exploration and Production - United States,211,15000.0,18275.0,41590.0,82650.0,89265.0,89926.5,89992.65,25,0.0,25__0,9
MTG,Finance,Insurance - Multi line,1,10980.0,10980.0,10980.0,10980.0,10980.0,10980.0,10980.0,0,0.0,0__0,14
MTH,Construction,Building Products - Home Builders,40,9312.0,10633.0,37281.84,51161.78,52549.78,52688.58,52702.46,15,0.0,15__0,11
MTLS,Computer and Technology,Internet - Software,1,5130.0,5130.0,5130.0,5130.0,5130.0,5130.0,5130.0,0,2.0,0__2,14
MTN,Consumer Discretionary,Leisure and Recreation Services,652,15000.0,25716.75,69738.9,320557.48,334923.75,336360.37,336504.04,30,2.0,30__2,8
MTSI,Computer and Technology,Semiconductor - Analog and Mixed,154,19165.0,51387.0,242820.65,424296.59,448552.86,450978.49,451221.05,20,1.0,20__1,10
MTSR,Medical,Medical - Biomedical and Genetics,3,20456.0,22128.0,23465.6,23766.56,23796.66,23799.67,23799.97,5,3.0,5__3,13
MTW,Industrial Products,Manufacturing - Construction and Mining,6,8880.0,10080.0,11040.0,11256.0,11277.6,11279.76,11279.98,10,0.0,10__0,12
MTZ,Construction,Building Products - Heavy Construction,769,18458.0,38298.0,141960.0,1583040.0,2426304.0,2510630.4,2519063.04,30,1.0,30__1,8
MU,Computer and Technology,Computer - Integrated Systems,85254,17500.0,28400.0,82500.0,313735.0,1399804.9,4730803.66,7689503.57,50,1.0,50__1,4
MUR,Oils-Energy,Oil and Gas - Exploration and Production - United States,33,10260.0,20400.0,57611.4,69305.64,70475.06,70592.01,70603.7,15,0.0,15__0,11
MURA,Medical,Medical - Drugs,5,19580.0,19940.0,20228.0,20292.8,20299.28,20299.93,20299.99,5,3.0,5__3,13
MUSA,Retail-Wholesale,Retail - Convenience Stores,113,39400.0,95040.0,130734.0,267771.6,283277.16,284827.72,284982.77,20,1.0,20__1,10
MUX,Basic Materials,Mining - Miscellaneous,25,13200.0,14000.0,15900.0,16440.0,16494.0,16499.4,16499.94,15,0.0,15__0,11
MVIS,Computer and Technology,Lasers Systems and Components,81,9320.0,10000.0,19140.8,24414.08,24941.41,24994.14,24999.41,20,0.0,20__0,10
MVST,Business Services,Technology Services,176,10578.0,13362.5,22380.0,28866.0,29886.6,29988.66,29998.87,20,0.0,20__0,10
MWA,Industrial Products,Steel - Pipe and Tube,1,8400.0,8400.0,8400.0,8400.0,8400.0,8400.0,8400.0,0,0.0,0__0,14
MXL,Computer and Technology,Semiconductor - Analog and Mixed,88,24000.0,32062.5,43952.03,66135.2,68353.52,68575.35,68597.54,20,0.0,20__0,10
MYGN,Medical,Medical - Biomedical and Genetics,21,7800.0,21280.0,22256.0,22475.6,22497.56,22499.76,22499.98,15,0.0,15__0,11
MYO,Medical,Medical - Products,2,4445.0,4497.5,4539.5,4548.95,4549.9,4549.99,4550.0,5,0.0,5__0,13
MYRG,Utilities,Electric Construction,21,20217.0,20217.0,69843.4,81009.34,82125.93,82237.59,82248.76,15,0.0,15__0,11
NA,Computer and Technology,Electronics - Semiconductors,1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,2.0,0__2,14
NAGE,Medical,Medical - Biomedical and Genetics,5,4890.0,4945.0,4989.0,4998.9,4999.89,4999.99,5000.0,5,0.0,5__0,13
NAK,Basic Materials,Mining - Gold,14,10005.3,13149.0,17173.8,18079.38,18169.94,18178.99,18179.9,10,0.0,10__0,12
NAMS,Medical,Medical - Drugs,25,234000.0,378000.0,468400.0,487840.0,489784.0,489978.4,489997.84,15,1.0,15__1,11
NAT,Transportation,Transportation - Shipping,1,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0,4490.0,0,2.0,0__2,14
NATL,Computer and Technology,Internet - Software,5,8824.4,9912.2,10782.44,10978.24,10997.82,10999.78,10999.98,5,0.0,5__0,13
NAVI,Finance,Financial - Consumer Loans,1,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0,7920.0,0,2.0,0__2,14
NB,Basic Materials,Mining - Miscellaneous,7,8218.0,10444.0,12224.8,12625.48,12665.55,12669.55,12669.96,10,0.0,10__0,12
NBIS,Computer and Technology,Internet - Software and Services,14488,19650.0,32864.25,93273.3,247877.64,488966.16,803785.95,850778.6,40,0.0,40__0,6
NBIX,Medical,Medical - Drugs,334,19194.5,27022.0,98038.32,286740.0,352674.0,359267.4,359926.74,25,0.0,25__0,9
NBR,Oils-Energy,Oil and Gas - Drilling,384,28347.0,42000.0,130788.19,188204.19,200260.42,201466.04,201586.6,25,0.0,25__0,9
NBTB,Finance,Banks - Northeast,4,5280.0,5340.0,5388.0,5398.8,5399.88,5399.99,5400.0,5,0.0,5__0,13
NCLH,Consumer Discretionary,Leisure and Recreation Services,1797,14420.0,25614.8,101440.0,428060.0,459689.6,463568.96,463956.9,35,0.0,35__0,7
NCNO,Computer and Technology,Internet - Software,79,25600.0,54988.2,160620.04,214450.8,219833.88,220372.19,220426.02,20,1.0,20__1,10
NDAQ,Finance,Securities and Exchanges,220,11578.0,20325.65,41319.9,255016.19,284701.62,287670.16,287967.02,25,0.0,25__0,9
NDSN,Industrial Products,Manufacturing - General Industrial ,44,8811.0,16299.5,128356.85,151462.69,153773.27,154004.33,154027.43,15,0.0,15__0,11
NE,Oils-Energy,Oil and Gas - Drilling,100,10712.0,14355.0,25842.0,29584.2,29958.42,29995.84,29999.58,20,0.0,20__0,10
NEE,Utilities,Utility - Electric Power,2955,15781.2,25359.0,90791.34,480985.32,1013505.8,1152550.58,1166455.06,35,2.0,35__2,7
NEGG,Retail-Wholesale,Internet - Commerce,2,4487.0,4538.5,4579.7,4588.97,4589.9,4589.99,4590.0,5,0.0,5__0,13
NEM,Basic Materials,Mining - Gold,4808,15364.5,22587.7,72279.0,291081.76,660193.0,664519.3,664951.93,35,0.0,35__0,7
NEO,Medical,Medical - Biomedical and Genetics,19,14211.0,22589.5,36517.9,39651.79,39965.18,39996.52,39999.65,15,0.0,15__0,11
NEOG,Medical,Medical - Products,6,4150.0,4275.0,4375.0,4397.5,4399.75,4399.98,4400.0,10,0.0,10__0,12
NEON,Computer and Technology,Computer - Software,83,10500.0,14817.0,27937.04,28252.9,28284.49,28287.65,28287.96,20,0.0,20__0,10
NET,Computer and Technology,Internet - Software,8240,16200.6,25047.55,73431.43,464736.46,1190480.85,1523048.09,1556304.81,40,0.0,40__0,6
NEU,Basic Materials,Chemical - Specialty,2,3372.0,3386.0,3397.2,3399.72,3399.97,3400.0,3400.0,5,0.0,5__0,13
NEXN,Business Services,Advertising and Marketing,1,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,3750.0,0,2.0,0__2,14
NEXT,Oils-Energy,Oil and Gas - Production Pipeline - MLB,131,19960.0,37032.0,157792.5,273700.05,288806.5,290317.15,290468.22,20,1.0,20__1,10
NFE,Oils-Energy,Oil and Gas - Integrated - International,640,14017.5,19181.5,125703.5,322200.0,437220.0,448722.0,449872.2,30,2.0,30__2,8
NFLX,Consumer Discretionary,Broadcast Radio and Television,301488,17150.0,26891.5,68707.34,240471.82,732213.38,1857119.31,2931433.99,55,0.0,55__0,3
NG,Basic Materials,Mining - Gold,7,9933.0,12466.5,14493.3,14949.33,14994.93,14999.49,14999.95,10,0.0,10__0,12
NGD,Basic Materials,Mining - Gold,27,19550.0,25259.5,35393.9,38139.89,38414.49,38441.95,38444.69,15,0.0,15__0,11
NGG,Utilities,Utility - Electric Power,17,8835.0,12928.0,13257.6,13331.76,13339.18,13339.92,13339.99,10,0.0,10__0,12
NGL,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,2,5775.0,5887.5,5977.5,5997.75,5999.78,5999.98,6000.0,5,0.0,5__0,13
NGNE,Medical,Medical - Biomedical and Genetics,97,24850.0,31404.0,55321.6,95532.16,99553.22,99955.32,99995.53,20,0.0,20__0,10
NGS,Oils-Energy,Oil and Gas - Mechanical and and Equipment,1,4235.0,4235.0,4235.0,4235.0,4235.0,4235.0,4235.0,0,2.0,0__2,14
NGVC,Retail-Wholesale,Food - Natural Foods Products,9,9800.0,11400.0,12680.0,12968.0,12996.8,12999.68,12999.97,10,0.0,10__0,12
NGVT,Basic Materials,Chemical - Specialty,1,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,0,2.0,0__2,14
NI,Utilities,Utility - Electric Power,4,12154.5,13689.75,14917.95,15194.3,15221.93,15224.69,15224.97,5,3.0,5__3,13
NICE,Computer and Technology,Internet - Software,765,23513.4,42271.6,91930.0,1243070.0,1368557.0,1381105.7,1382360.57,30,1.0,30__1,8
NINE,Oils-Energy,Oil and Gas - Field Services,10,6711.0,7075.5,7367.1,7432.71,7439.27,7439.93,7439.99,10,0.0,10__0,12
NIO,Auto-Tires-Trucks,Automotive - Foreign,5558,11500.0,15060.45,31949.68,255505.0,442467.64,445245.36,445523.14,35,0.0,35__0,7
NIU,Auto-Tires-Trucks,Automotive - Original Equipment,2,5260.0,5330.0,5386.0,5398.6,5399.86,5399.99,5400.0,5,0.0,5__0,13
NKE,Consumer Discretionary,Shoes and Retail Apparel ,23297,16468.8,26800.0,77921.04,446822.53,1587882.34,1747063.48,1749637.95,45,0.0,45__0,5
NKTR,Medical,Medical - Drugs,5,6615.6,6807.8,6961.56,6996.16,6999.62,6999.96,7000.0,5,0.0,5__0,13
NKTX,Medical,Medical - Biomedical and Genetics,1,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,0,2.0,0__2,14
NLOP,Finance,REIT and Equity Trust - Other,1,3685.0,3685.0,3685.0,3685.0,3685.0,3685.0,3685.0,0,2.0,0__2,14
NLY,Finance,REIT and Equity Trust,253,8361.8,11536.8,16733.52,28349.24,31184.92,31468.49,31496.85,25,0.0,25__0,9
NMAX,Consumer Discretionary,Broadcast Radio and Television,475,12822.0,18931.5,55027.2,147519.9,149076.99,149232.7,149248.27,25,0.0,25__0,9
NMM,Transportation,Transportation - Shipping,168,11000.0,11958.0,29850.6,34791.25,34979.13,34997.91,34999.79,20,0.0,20__0,10
NMRA,Medical,Medical - Biomedical and Genetics,973,20940.0,37001.0,146880.0,724311.0,882431.1,898243.11,899824.31,30,0.0,30__0,8
NN,Business Services,Technology Services,148,10306.5,15356.25,27106.0,46648.4,49664.84,49966.48,49996.65,20,0.0,20__0,10
NNBR,Industrial Products,Metal Products - Procurement and Fabrication,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
NNDM,Computer and Technology,Nanotechnology,3,3384.0,3422.0,3452.4,3459.24,3459.92,3459.99,3460.0,5,0.0,5__0,13
NNE,Oils-Energy,Alternative Energy - Other,2735,18180.0,33012.0,102890.4,270268.28,434748.64,466834.86,470043.49,35,2.0,35__2,7
NNOX,Business Services,Technology Services,84,6210.0,6490.25,10034.0,10183.4,10198.34,10199.83,10199.98,20,0.0,20__0,10
NNVC,Medical,Medical - Drugs,1,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,0,2.0,0__2,14
NOA,Oils-Energy,Oil and Gas - Mechanical and and Equipment,1,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,0,2.0,0__2,14
NOAH,Finance,Financial - Investment Management,2,4130.0,4190.0,4238.0,4248.8,4249.88,4249.99,4250.0,5,0.0,5__0,13
NOC,Aerospace,Aerospace - Defense,1150,12600.0,18830.25,74923.3,188602.0,226163.87,230552.39,230991.24,30,2.0,30__2,8
NOG,Oils-Energy,Oil and Gas - Exploration and Production - United States,49,8630.0,10600.0,14340.0,16284.0,16478.4,16497.84,16499.78,15,0.0,15__0,11
NOK,Computer and Technology,Wireless Equipment,58,8848.2,10504.5,34594.92,55137.49,57191.75,57397.17,57417.72,20,0.0,20__0,10
NOTE,Business Services,Technology Services,6,8665.0,10332.5,11666.5,11966.65,11996.67,11999.67,11999.97,10,0.0,10__0,12
NOTV,Medical,Medical - Drugs,3,24561.0,27200.5,29312.1,29787.21,29834.72,29839.47,29839.95,5,3.0,5__3,13
NOV,Oils-Energy,Oil and Gas - Mechanical and and Equipment,12,57605.0,73392.4,84336.08,86798.41,87044.64,87069.26,87071.73,10,3.0,10__3,12
NOVT,Computer and Technology,Electronics - Miscellaneous Components,13,24400.0,47454.0,74998.8,81196.38,81816.14,81878.11,81884.31,10,0.0,10__0,12
NOW,Computer and Technology,Computers - IT Services,28202,17504.9,27439.15,70278.7,237615.98,587810.32,1230672.59,1401067.26,45,1.0,45__1,5
NPCE,Medical,Medical - Instruments,2,3915.0,3957.5,3991.5,3999.15,3999.92,3999.99,4000.0,5,0.0,5__0,13
NPO,Business Services,Technology Services,68,20745.5,47375.0,97950.0,167295.0,174229.5,174922.95,174992.29,20,0.0,20__0,10
NPWR,Oils-Energy,Alternative Energy - Other,26,10897.5,12210.0,12963.75,13108.88,13123.39,13124.84,13124.98,15,0.0,15__0,11
NRDS,Finance,Financial - Miscellaneous Services,17,5760.0,6879.2,8732.64,9149.66,9191.37,9195.54,9195.95,10,0.0,10__0,12
NRDY,Consumer Discretionary,Schools,1,4890.0,4890.0,4890.0,4890.0,4890.0,4890.0,4890.0,0,2.0,0__2,14
NRG,Utilities,Utility - Electric Power,1299,17840.0,30110.4,79808.0,217848.0,252964.75,256718.87,257094.29,30,2.0,30__2,8
NRIX,Medical,Medical - Biomedical and Genetics,9,10780.0,12590.0,14038.0,14363.8,14396.38,14399.64,14399.96,10,0.0,10__0,12
NRP,Oils-Energy,Coal,12,29700.0,34428.0,38757.6,39731.76,39829.18,39838.92,39839.89,10,0.0,10__0,12
NRXP,Medical,Medical - Drugs,2,10693.0,11106.5,11437.3,11511.73,11519.17,11519.92,11519.99,5,0.0,5__0,13
NSA,Finance,REIT and Equity Trust - Other,3,8800.0,9400.0,9880.0,9988.0,9998.8,9999.88,9999.99,5,0.0,5__0,13
NSC,Transportation,Transportation - Rail,267,19228.0,38955.0,173622.4,341362.4,361376.24,363377.62,363577.76,25,0.0,25__0,9
NSIT,Retail-Wholesale,Retail - Mail Order,2,5946.0,5973.0,5994.6,5999.46,5999.95,5999.99,6000.0,5,0.0,5__0,13
NSP,Business Services,Staffing Firms,20,68750.0,82625.0,122525.0,131502.5,132400.25,132490.03,132499.0,15,0.0,15__0,11
NSSC,Industrial Products,Security and Safety Services,40,10050.0,10985.5,43422.0,61042.2,62804.22,62980.42,62998.04,15,0.0,15__0,11
NTAP,Computer and Technology,Computer- Storage Devices,990,13800.0,22149.4,52323.95,140292.9,277279.29,290977.93,292347.79,30,2.0,30__2,8
NTES,Computer and Technology,Internet - Software and Services,975,16398.0,24650.0,75260.0,181209.0,221970.9,226047.09,226454.71,30,2.0,30__2,8
NTGR,Computer and Technology,Computer - Networking,66,35780.0,47654.0,71095.0,79109.5,79910.95,79991.1,79999.11,20,0.0,20__0,10
NTLA,Medical,Medical - Biomedical and Genetics,152,12965.0,19000.0,38481.37,58594.49,60939.45,61173.94,61197.39,20,0.0,20__0,10
NTNX,Computer and Technology,Computers - IT Services,722,16783.8,28959.0,169274.0,846821.93,1538335.19,1607486.52,1614401.65,30,1.0,30__1,8
NTR,Basic Materials,Fertilizers,352,10504.5,17898.0,114900.0,409939.04,411505.9,411662.59,411678.26,25,0.0,25__0,9
NTRA,Medical,Medical Services,2603,15660.0,21440.0,75828.1,284918.84,818881.48,932838.15,944233.81,35,0.0,35__0,7
NTRS,Finance,Banks - Major Regional,257,13740.0,19688.0,49457.52,105395.0,120227.0,121710.2,121858.52,25,0.0,25__0,9
NU,Finance,Banks - Foreign,2023,14905.6,27947.6,122020.0,347414.51,422826.75,437157.68,438590.77,35,2.0,35__2,7
NUE,Basic Materials,Steel - Producers,2945,16498.8,30752.0,124070.5,473958.4,602871.94,623687.19,625768.72,35,2.0,35__2,7
NUVB,Medical,Medical - Biomedical and Genetics,1,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,0,2.0,0__2,14
NUVL,Medical,Medical - Biomedical and Genetics,107,10448.0,14675.0,30870.0,36864.0,37436.4,37493.64,37499.36,20,0.0,20__0,10
NVAX,Medical,Medical - Biomedical and Genetics,892,13450.8,21935.65,153170.0,482562.54,501856.25,503785.63,503978.56,30,2.0,30__2,8
NVCR,Medical,Medical - Biomedical and Genetics,188,9849.5,13756.25,30120.0,147828.3,167872.83,169877.28,170077.73,25,0.0,25__0,9
NVCT,Medical,Medical - Biomedical and Genetics,7,6200.0,6350.0,6470.0,6497.0,6499.7,6499.97,6500.0,10,0.0,10__0,12
NVDA,Computer and Technology,Semiconductor - General,1759525,19800.0,31500.0,86713.8,396000.0,2248044.08,8150435.66,21972404.63,60,0.0,60__0,2
NVEE,Business Services,Technology Services,3,15663.8,16831.9,17766.38,17976.64,17997.66,17999.77,17999.98,5,3.0,5__3,13
NVGS,Transportation,Transportation - Shipping,4,11727.0,13356.0,14659.2,14952.42,14981.74,14984.67,14984.97,5,3.0,5__3,13
NVMI,Computer and Technology,Electronics - Semiconductors,211,15065.0,30000.0,47520.0,69160.9,71941.09,72219.11,72246.91,25,0.0,25__0,9
NVO,Medical,Large Cap Pharmaceuticals,14123,16800.0,27340.2,120148.2,726412.16,1415322.26,1935971.49,1982379.55,40,2.0,40__2,6
NVRI,Business Services,Waste Removal Services,1,4410.0,4410.0,4410.0,4410.0,4410.0,4410.0,4410.0,0,2.0,0__2,14
NVS,Medical,Large Cap Pharmaceuticals,567,16767.6,37795.0,81317.2,150453.28,192183.33,196356.33,196773.63,30,2.0,30__2,8
NVST,Medical,Medical - Products,27,121000.0,195250.0,217850.0,224285.0,224928.5,224992.85,224999.28,15,1.0,15__1,11
NVT,Computer and Technology,Electronics - Miscellaneous Components,132,43192.5,94662.25,204205.78,1867240.58,2092762.06,2115314.21,2117569.42,20,3.0,20__3,10
NVTS,Computer and Technology,Electronics - Semiconductors,802,12372.5,17871.6,42835.2,69392.92,85306.79,86898.18,87057.32,30,2.0,30__2,8
NWG,Finance,Banks - Foreign,6,9300.0,11355.0,12999.0,13368.9,13405.89,13409.59,13409.96,10,0.0,10__0,12
NWL,Consumer Staples,Consumer Products - Staples,53,18301.0,28080.0,90847.0,135084.7,139508.47,139950.85,139995.08,15,0.0,15__0,11
NWN,Utilities,Utility - Gas Distribution,2,7700.0,7850.0,7970.0,7997.0,7999.7,7999.97,8000.0,5,0.0,5__0,13
NWSA,Consumer Discretionary,Film and Television Production and Distribution,7,10840.0,11020.0,11164.0,11196.4,11199.64,11199.96,11200.0,10,0.0,10__0,12
NX,Construction,Building Products - Miscellaneous,28,27414.0,35832.0,66645.4,76846.54,77866.65,77968.67,77978.87,15,0.0,15__0,11
NXE,Basic Materials,Mining - Miscellaneous,189,23016.0,63236.0,180000.0,773520.0,851352.0,859135.2,859913.52,25,2.0,25__2,9
NXPI,Computer and Technology,Semiconductor - Analog and Mixed,2383,16798.0,25191.0,55786.06,222663.0,615192.0,709519.2,718951.92,35,0.0,35__0,7
NXST,Consumer Discretionary,Media Conglomerates,105,23600.0,37701.6,60089.6,70779.04,71877.9,71987.79,71998.78,20,0.0,20__0,10
NXT,Oils-Energy,Solar,782,17290.5,27179.3,86886.5,304787.34,320152.73,321689.27,321842.93,30,2.0,30__2,8
NYT,Consumer Staples,Publishing - Newspapers,20,21030.0,27360.0,119472.0,140197.2,142269.72,142476.97,142497.7,15,0.0,15__0,11
O,Finance,REIT and Equity Trust - Retail,171,10200.0,13773.5,67732.0,205572.3,209827.23,210252.72,210295.27,20,0.0,20__0,10
OC,Construction,Building Products - Miscellaneous,186,14125.0,23805.0,109304.0,156514.05,164151.41,164915.14,164991.51,25,0.0,25__0,9
OCFT,Business Services,Technology Services,1,14550.0,14550.0,14550.0,14550.0,14550.0,14550.0,14550.0,0,0.0,0__0,14
OCGN,Medical,Medical - Biomedical and Genetics,7,8359.0,9059.5,9619.9,9745.99,9758.6,9759.86,9759.99,10,0.0,10__0,12
OCUL,Medical,Medical - Drugs,16,11910.0,20787.5,41877.5,46622.75,47097.27,47144.73,47149.47,10,0.0,10__0,12
ODD,Computer and Technology,Internet - Software,175,14412.0,22097.0,43532.3,109416.94,121191.69,122369.17,122486.92,20,0.0,20__0,10
ODFL,Transportation,Transportation - Truck,496,17490.0,29277.5,93775.0,317830.0,391783.0,399178.3,399917.83,25,0.0,25__0,9
ODP,Retail-Wholesale,Retail - Miscellaneous,16,70450.0,104775.0,174075.0,189667.5,191226.75,191382.68,191398.27,10,3.0,10__3,12
ODV,Basic Materials,Mining - Gold,1,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0,2.0,0__2,14
OFIX,Medical,Medical - Instruments,6,117544.0,117544.0,117544.0,117544.0,117544.0,117544.0,117544.0,10,3.0,10__3,12
OFS,Finance,Financial - SBIC & Commercial Industry,1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0,2.0,0__2,14
OGN,Medical,Medical Services,42,10113.9,15247.0,83292.8,125329.28,129532.93,129953.29,129995.33,15,0.0,15__0,11
OHI,Finance,REIT and Equity Trust - Other,24,130305.6,154218.8,247228.88,272222.89,274722.29,274972.23,274997.22,15,1.0,15__1,11
OI,Industrial Products,Glass Products,22,22880.0,25997.75,35115.45,37261.54,37476.15,37497.62,37499.76,15,0.0,15__0,11
OII,Oils-Energy,Oil and Gas - Field Services,14,10000.0,10962.5,12392.5,12714.25,12746.43,12749.64,12749.96,10,0.0,10__0,12
OKE,Oils-Energy,Oil and Gas - Production Pipeline - MLB,476,14020.0,18956.25,36824.75,87392.62,100989.26,102348.93,102484.89,25,0.0,25__0,9
OKLO,Oils-Energy,Alternative Energy - Other,21083,16767.6,25494.0,69719.88,251883.41,499044.08,722707.76,749520.78,45,1.0,45__1,5
OKTA,Computer and Technology,Security,7875,14896.4,23548.0,60378.9,220241.56,763288.0,1314242.8,1369338.28,40,0.0,40__0,6
OLED,Computer and Technology,Electronics - Miscellaneous Components,341,15840.0,27300.0,117086.0,344814.4,394337.44,399289.74,399784.97,25,0.0,25__0,9
OLLI,Consumer Staples,Consumer Products - Staples,507,15376.8,38880.0,180067.68,510679.85,666096.49,681638.15,683192.31,25,0.0,25__0,9
OLMA,Medical,Medical - Biomedical and Genetics,7,12235.0,12242.5,12248.5,12249.85,12249.98,12250.0,12250.0,10,0.0,10__0,12
