security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
IFF,Basic Materials,Chemical - Specialty,3,30,123,8,3010.0,3751.0,6607.5,2856.5,10892.25,12532.0,18339.0,66553.9,107424.8,111992.48,112449.25,112494.92
IFRX,Medical,Medical - Biomedical and Genetics,29,29,1,20,4440.0,4440.0,4440.0,0.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0,4440.0
IGMS,Medical,Medical - Biomedical and Genetics,23,29,4,17,3240.0,3240.0,5375.0,2135.0,8577.5,6050.0,6275.0,6455.0,6495.5,6499.55,6499.96,6500.0
IGT,Consumer Discretionary,Gaming,1,30,52,10,3040.0,3750.0,8181.25,4431.25,14828.125,48804.0,95737.5,128616.06,153261.61,155726.16,155972.62,155997.26
IHRT,Consumer Discretionary,Broadcast Radio and Television,2,30,5,16,3615.0,3720.0,9075.0,5355.0,17107.5,15322.2,17404.6,19070.52,19445.35,19482.84,19486.58,19486.96
IIIN,Industrial Products,Wire and Cable Products,15,15,2,18,4150.0,4175.0,4225.0,50.0,4300.0,4240.0,4245.0,4249.0,4249.9,4249.99,4250.0,4250.0
IIIV,Computer and Technology,Internet - Software,9,30,8,15,3213.0000000000005,4745.0,8500.0,3755.0,14132.5,11500.0,13250.0,14650.0,14965.0,14996.5,14999.65,14999.97
IIPR,Finance,REIT and Equity Trust - Other,2,30,72,9,3015.0,3750.0,6990.0,3240.0,11850.0,10804.5,17271.0,32523.05,36385.81,36772.08,36810.71,36814.57
ILMN,Medical,Medical - Biomedical and Genetics,1,30,1002,3,3010.0,3762.5,8171.25,4408.75,14784.375,16106.3,23737.5,96237.5,341594.4,386774.98,391297.5,391749.75
IMAX,Consumer Discretionary,Film and Television Production and Distribution,7,29,10,14,3857.0,4212.5,10023.0,5810.5,18738.75,37700.0,58850.0,75770.0,79577.0,79957.7,79995.77,79999.58
IMCR,Medical,Medical - Biomedical and Genetics,7,30,12,14,3240.0,4800.0,46385.25,41585.25,108763.125,62013.6,132400.95,201036.99,216480.1,218024.41,218178.84,218194.28
IMKTA,Retail-Wholesale,Retail - Supermarkets,10,28,19,13,3040.0,3410.0,4837.5,1427.5,6978.75,6950.8,7602.6,10832.52,11559.25,11631.93,11639.19,11639.92
IMMR,Computer and Technology,Computer - Peripheral Equipment,4,30,9,15,3600.0,4000.0,7350.0,3350.0,12375.0,9504.0,11502.0,13100.4,13460.04,13496.0,13499.6,13499.96
IMNM,Medical,Medical - Biomedical and Genetics,11,30,12,14,3179.9999999999995,3967.5,5156.25,1188.75,6939.375,6832.5,8245.6,9463.52,9737.55,9764.96,9767.7,9767.97
IMO,Oils-Energy,Oil and Gas - Integrated - Canadian,7,29,6,16,3200.0,3330.0,6033.75,2703.75,10089.375,7087.5,7293.75,7458.75,7495.88,7499.59,7499.96,7500.0
IMPP,Transportation,Transportation - Shipping,25,25,1,19,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
IMTX,Medical,Medical - Biomedical and Genetics,9,29,8,15,3465.0,3866.25,14347.5,10481.25,30069.375,34887.0,42443.5,48488.7,49848.87,49984.89,49998.49,49999.85
IMUX,Medical,Medical - Biomedical and Genetics,16,24,4,17,3060.0,3206.25,11730.0,8523.75,24515.625,26292.0,31146.0,35029.2,35902.92,35990.29,35999.03,35999.9
IMVT,Medical,Medical - Biomedical and Genetics,2,30,59,10,3060.0,3475.0,9850.0,6375.0,19412.5,69300.0,185160.6,315127.12,358785.11,363150.91,363587.49,363631.15
IMXI,Business Services,Financial Transaction Services,9,9,2,18,11250.0,20937.5,40312.5,19375.0,69375.0,46125.0,48062.5,49612.5,49961.25,49996.13,49999.61,49999.96
INBK,Finance,Banks - Northeast,29,29,1,20,3600.0,3600.0,3600.0,0.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
INBX,Medical,Medical - Biomedical and Genetics,24,24,4,17,3479.9999999999995,5017.5,6781.25,1763.75,9426.875,8007.5,8416.25,8743.25,8816.83,8824.18,8824.92,8824.99
INCY,Medical,Medical - Biomedical and Genetics,1,30,709,4,3024.0,3916.0,8586.0,4670.0,15591.0,14760.0,24712.0,97000.8,218140.0,246814.0,249681.4,249968.14
INDI,Computer and Technology,Electronics - Semiconductors,7,23,26,12,3050.0,3881.25,6525.0,2643.75,10490.625,14660.0,16787.5,19287.5,19928.75,19992.87,19999.29,19999.93
INDV,Medical,Medical - Drugs,10,30,9,15,4290.000000000001,5000.0,23595.0,18595.0,51487.5,52000.0,76000.0,95200.0,99520.0,99952.0,99995.2,99999.52
INFA,Computer and Technology,Internet - Software,7,28,152,7,3016.0,3997.5,9088.75,5091.25,16725.625,18590.4,33023.75,160000.5,261264.42,274661.44,276001.14,276135.11
INFY,Computer and Technology,Computers - IT Services,1,30,153,7,3014.0,3750.0,6950.0,3200.0,11750.0,10272.0,15360.0,24796.0,32989.92,34294.99,34425.5,34438.55
ING,Finance,Banks - Foreign,14,28,6,16,3045.0,4325.0,5321.25,996.25,6815.625,6415.0,6945.0,7369.0,7464.4,7473.94,7474.89,7474.99
INGM,Business Services,Technology Services,17,17,1,19,5016.0,5016.0,5016.0,0.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0
INGR,Consumer Staples,Food - Miscellaneous,11,30,7,15,3476.0000000000005,3700.0,4800.0,1100.0,6450.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0
INMB,Medical,Medical - Biomedical and Genetics,7,30,37,11,3174.0,3600.0,5355.0,1755.0,7987.5,6220.0,6456.0,10128.0,11812.8,11981.28,11998.13,11999.81
INMD,Medical,Medical - Products,3,30,73,9,3040.0,3640.0,7890.0,4250.0,14265.0,10000.0,12316.0,16270.4,19627.04,19962.7,19996.27,19999.63
INOD,Computer and Technology,Computer - Services,1,30,1235,3,3010.0,3800.0,8487.0,4687.0,15517.5,16000.0,26853.0,75630.0,160642.7,236089.53,245305.95,246227.6
INSE,Business Services,Technology Services,18,18,1,19,3510.0,3510.0,3510.0,0.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0
INSG,Computer and Technology,Internet - Software,2,30,29,12,3055.0,3360.0,7505.0,4145.0,13722.5,8740.0,18800.0,80785.6,100310.56,102263.06,102458.31,102477.83
INSM,Medical,Medical - Biomedical and Genetics,1,30,1310,3,3010.0,3990.0,8572.5,4582.5,15446.25,15261.9,24805.0,100754.64,1174633.08,1753288.29,1788128.83,1791612.88
INSP,Medical,Medical Info Systems,2,30,684,4,3010.0,3960.0,10097.5,6137.5,19303.75,20562.2,35070.0,90036.6,222724.55,223431.46,223502.15,223509.21
INSW,Transportation,Transportation - Shipping,3,30,31,11,3080.0000000000005,3666.0,10000.0,6334.0,19501.0,11500.0,12250.0,12850.0,12985.0,12998.5,12999.85,12999.98
INTA,Computer and Technology,Internet - Software,3,30,76,9,3079.9999999999995,3522.5,8595.0,5072.5,16203.75,13268.0,16935.0,190312.5,204656.25,206090.63,206234.06,206248.41
INTC,Computer and Technology,Semiconductor - General,1,30,38781,1,3002.0,3780.0,8100.0,4320.0,14580.0,14500.0,22294.0,56863.6,178393.92,601256.4,1709235.0,1944823.5
INTT,Computer and Technology,Electronics - Measuring Instruments,22,29,2,18,5000.0,5111.25,5333.75,222.5,5667.5,5400.5,5422.75,5440.55,5444.56,5444.96,5445.0,5445.0
INTU,Computer and Technology,Computer - Software,1,30,6769,2,3004.0,3760.0,9090.0,5330.0,17085.0,16959.4,27615.0,82051.2,293280.0,784178.4,848592.84,855034.28
INVA,Medical,Large Cap Pharmaceuticals,25,25,4,17,3540.0,3585.0,5655.0,2070.0,8760.0,6870.0,7275.0,7599.0,7671.9,7679.19,7679.92,7679.99
INVH,Finance,REIT and Equity Trust - Residential,2,30,14,14,3066.0,4040.0,9670.0,5630.0,18115.0,26128.0,29660.5,34356.1,35412.61,35518.26,35528.83,35529.88
INVZ,Auto-Tires-Trucks,Automotive - Original Equipment,2,30,51,10,3095.0000000000005,3710.0,8322.5,4612.5,15241.25,60000.0,108625.0,200000.0,236000.0,239600.0,239960.0,239996.0
INZY,Medical,Medical - Biomedical and Genetics,18,30,3,17,4485.0,5586.5,7840.0,2253.5,11220.25,8531.2,8761.6,8945.92,8987.39,8991.54,8991.95,8992.0
IONQ,Computer and Technology,Computer - Integrated Systems,1,30,17186,1,3002.0000000000005,3831.0,8871.0,5040.0,16431.0,17332.5,27000.0,70000.0,235782.5,460000.0,486229.17,491127.72
IONS,Medical,Medical - Drugs,8,29,25,12,3040.0,4025.0,7695.0,3670.0,13200.0,10880.0,34400.0,56488.2,61174.32,61642.93,61689.79,61694.48
IOT,Computer and Technology,Internet - Software,1,30,2940,2,3010.0,3860.0,9666.25,5806.25,18375.625,20299.5,38955.5,199888.85,802108.29,1085205.6,1188520.56,1198852.06
IOVA,Medical,Medical - Biomedical and Genetics,1,30,909,4,3024.0,4000.0,9288.0,5288.0,17220.0,15372.0,22650.0,52225.56,181930.0,367843.0,386434.3,388293.43
IP,Basic Materials,Paper and Related Products,1,30,430,5,3024.0,3750.0,10548.0,6798.0,20745.0,25873.2,36544.5,128747.7,400409.0,443785.4,448123.04,448556.8
IPG,Business Services,Advertising and Marketing,11,30,22,12,3330.0000000000005,4140.0,18217.5,14077.5,39333.75,29102.0,31579.0,85115.85,97895.08,99173.01,99300.8,99313.58
IPGP,Computer and Technology,Lasers Systems and Components,15,30,4,17,3074.9999999999995,3108.75,3762.5,653.75,4743.125,4109.0,4224.5,4316.9,4337.69,4339.77,4339.98,4340.0
IPI,Basic Materials,Fertilizers,15,24,16,13,3078.0,5750.0,9625.0,3875.0,15437.5,11335.0,12678.75,12699.75,12704.47,12704.95,12704.99,12705.0
IQ,Computer and Technology,Internet - Services,7,30,152,7,3017.0,3565.5,6522.0,2956.5,10956.75,9063.0,11935.65,25745.0,29396.0,29939.6,29993.96,29999.4
IQV,Medical,Medical - Instruments,2,30,450,5,3040.0,3840.0,7660.0,3820.0,13390.0,16430.0,38064.0,336684.0,1338002.61,1601520.26,1627872.03,1630507.2
IR,Industrial Products,Manufacturing - General Industrial ,7,30,254,6,3025.0000000000005,3771.5,10455.0,6683.5,20480.25,16570.0,29658.55,83317.8,133981.92,147498.19,148849.82,148984.98
IRBT,Industrial Products,Industrial Automation and Robotics,3,30,221,6,3015.0,3600.0,6790.0,3190.0,11575.0,10200.0,13000.0,17456.0,22680.0,23868.0,23986.8,23998.68
IRD,Medical,Medical - Biomedical and Genetics,18,18,2,18,5260.0,5460.0,5860.0,400.0,6460.0,5980.0,6020.0,6052.0,6059.2,6059.92,6059.99,6060.0
IRDM,Computer and Technology,Satellite and Communication,3,30,20,13,3179.9999999999995,4226.25,10236.25,6010.0,19251.25,12650.0,14173.25,16806.65,17399.17,17458.42,17464.34,17464.93
IREN,Finance,Financial - Miscellaneous Services,1,30,4713,2,3002.0,3840.0,8190.0,4350.0,14715.0,14306.4,20321.6,54394.08,127538.72,323155.0,378815.5,384381.55
IRM,Business Services,Business - Information Services,1,30,376,5,3010.0,3700.0,8105.0,4405.0,14712.5,15730.0,20560.5,60113.25,211503.75,270157.87,276023.29,276609.83
IRON,Medical,Medical - Biomedical and Genetics,1,30,30,11,3120.0,4500.0,51375.0,46875.0,121687.5,124000.0,198581.4,236279.56,238533.56,238758.96,238781.5,238783.75
IRTC,Medical,Medical Info Systems,1,30,177,7,3040.0,3600.0,10368.0,6768.0,20520.0,16713.0,24284.4,80880.0,182700.0,200520.0,202302.0,202480.2
ISPO,Consumer Discretionary,Leisure and Recreation Services,9,9,1,20,5400.0,5400.0,5400.0,0.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0
ISRG,Medical,Medical - Instruments,1,30,7899,1,3002.0000000000005,3825.0,8700.0,4875.0,16012.5,15084.0,23603.4,57761.2,229418.2,648803.6,732680.36,741068.04
IT,Business Services,Consulting Services,2,30,279,6,3020.0,3557.0,6844.0,3287.0,11774.5,12000.0,20836.0,71523.36,434258.68,457011.87,459287.19,459514.72
ITGR,Medical,Medical - Instruments,9,24,8,15,3484.9999999999995,3621.25,5187.5,1566.25,7536.875,6920.0,7060.0,7172.0,7197.2,7199.72,7199.97,7200.0
ITOS,Medical,Medical - Biomedical and Genetics,7,29,42,11,3100.0,3850.0,13725.0,9875.0,28537.5,50000.0,51710.0,143673.0,149097.3,149639.73,149693.97,149699.4
ITP,Basic Materials,Paper and Related Products,17,17,1,19,3760.0,3760.0,3760.0,0.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0,3760.0
ITRI,Computer and Technology,Electronics - Testing Equipment,14,29,31,11,3025.0,3620.0,5137.5,1517.5,7413.75,9000.0,9795.0,12067.0,12906.7,12990.67,12999.07,12999.91
ITRN,Industrial Products,Security and Safety Services,24,25,2,18,5600.0,5700.0,5900.0,200.0,6200.0,5960.0,5980.0,5996.0,5999.6,5999.96,6000.0,6000.0
ITT,Conglomerates,Diversified Operations,4,30,140,8,3078.0,4395.0,15940.0,11545.0,33257.5,69870.0,110000.0,213690.0,422424.0,445442.4,447744.24,447974.42
ITUB,Finance,Banks - Foreign,11,25,7,15,3390.0,3620.0,6470.0,2850.0,10745.0,14218.0,19609.0,23921.8,24892.18,24989.22,24998.92,24999.89
ITW,Industrial Products,Manufacturing - General Industrial ,1,30,156,7,3010.0,3945.0,9850.5,5905.5,18708.75,17552.0,38145.0,73404.0,163065.0,173806.5,174880.65,174988.06
IVVD,Medical,Medical - Biomedical and Genetics,11,18,9,15,3300.0,4940.0,9720.0,4780.0,16890.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
IVZ,Finance,Financial - Investment Management,9,29,85,9,3025.0,3870.0,8950.0,5080.0,16570.0,18048.0,74200.0,613172.0,801567.2,820406.72,822290.67,822479.07
J,Business Services,Technology Services,1,30,89,9,3029.9999999999995,3850.0,13650.0,9800.0,28350.0,135240.0,288750.0,636262.6,908595.76,935829.08,938552.41,938824.74
JACK,Retail-Wholesale,Retail - Restaurants,2,30,159,7,3059.0000000000005,3745.0,8595.0,4850.0,15870.0,15417.0,34740.0,263081.0,420000.0,420000.0,420000.0,420000.0
JAKK,Consumer Discretionary,Toys - Games - Hobbies,3,3,2,18,3100.0,3200.0,3400.0,200.0,3700.0,3460.0,3480.0,3496.0,3499.6,3499.96,3500.0,3500.0
JAMF,Business Services,Technology Services,18,22,6,16,3350.0,3746.25,4373.75,627.5,5315.0,5107.5,5403.75,5640.75,5694.08,5699.41,5699.94,5699.99
JANX,Medical,Medical - Biomedical and Genetics,4,30,295,6,3010.0,4235.0,10482.5,6247.5,19853.75,22660.0,50000.0,125310.0,378244.0,397824.4,399782.44,399978.24
JAZZ,Medical,Medical - Biomedical and Genetics,2,29,120,8,3034.0,3900.0,10000.0,6100.0,19150.0,14518.9,28313.5,121139.25,138206.08,139820.61,139982.06,139998.21
JBHT,Transportation,Transportation - Truck,1,30,311,6,3010.0,3750.0,8320.0,4570.0,15175.0,21315.0,71910.0,174654.0,501300.0,576630.0,584163.0,584916.3
JBL,Computer and Technology,Electronics - Manufacturing Services,2,30,1137,3,3010.0,3800.0,7680.0,3880.0,13500.0,14280.0,25025.2,51588.0,431116.0,618302.4,637830.24,639783.02
JBLU,Transportation,Transportation - Airline,1,30,588,4,3002.0,3528.0,6194.0,2666.0,10193.0,9908.2,12998.6,27617.72,61640.67,71990.07,73025.01,73128.5
JBTM,Business Services,Technology Services,8,29,11,14,3120.0,3905.0,8950.0,5045.0,16517.5,55100.0,55825.0,56405.0,56535.5,56548.55,56549.86,56549.99
JCI,Construction,Building Products - Wood,2,30,421,5,3010.0,3705.0,9800.0,6095.0,18942.5,23100.0,48400.0,175800.0,358860.0,403086.0,407508.6,407950.86
JD,Retail-Wholesale,Internet - Commerce,1,30,17067,1,3002.0000000000005,3864.0,8910.0,5046.0,16479.0,16138.6,24597.6,67950.0,287653.18,704828.9,869570.73,895697.07
JEF,Finance,Financial - Miscellaneous Services,2,30,301,6,3015.0,4025.0,8990.0,4965.0,16437.5,16269.0,24875.0,34000.0,50970.0,55587.0,56048.7,56094.87
JELD,Construction,Building Products - Wood,4,11,3,17,3060.0,3405.0,3855.0,450.0,4530.0,3918.0,3939.0,3955.8,3959.58,3959.96,3960.0,3960.0
JHX,Construction,Building Products - Miscellaneous,15,23,10,15,3359.9999999999995,4001.25,13600.0,9598.75,27998.125,51000.0,78000.0,99600.0,104460.0,104946.0,104994.6,104999.46
JJSF,Consumer Staples,Food - Miscellaneous,2,30,4,17,3016.0,3664.0,16900.0,13236.0,36754.0,39760.0,47380.0,53476.0,54847.6,54984.76,54998.48,54999.85
JKHY,Computer and Technology,Computers - IT Services,10,29,18,13,3150.0,3211.25,4186.0,974.75,5648.125,7193.0,12145.2,15523.44,16283.54,16359.55,16367.16,16367.92
JKS,Oils-Energy,Solar,2,30,327,5,3007.0,3750.0,8082.5,4332.5,14581.25,14099.0,18879.0,47884.6,87616.95,93403.1,93981.71,94039.57
JLL,Finance,Real Estate - Operations,3,30,53,10,3096.0,5500.0,13330.0,7830.0,25075.0,17180.0,27300.0,126420.0,216042.0,225004.2,225900.42,225990.04
JMIA,Retail-Wholesale,Internet - Commerce,2,30,71,9,3040.0,3630.0,5992.5,2362.5,9536.25,9640.0,10267.5,40412.9,72891.29,76139.13,76463.91,76496.39
JNJ,Medical,Large Cap Pharmaceuticals,1,30,6258,2,3002.0000000000005,3718.0,8119.5,4401.5,14721.75,14815.0,24984.05,69154.8,334206.0,799731.35,965573.13,982157.31
JNPR,Computer and Technology,Wireless Equipment,7,30,264,6,3040.0,3717.5,9045.0,5327.5,17036.25,49250.0,89100.0,334038.15,419918.84,424491.88,424949.19,424994.92
JOBY,Transportation,Transportation - Airline,1,30,563,4,3010.0,3655.0,7512.5,3857.5,13298.75,12487.0,19795.0,34795.0,122711.8,166261.18,170616.12,171051.61
JOE,Finance,Real Estate - Development,15,25,4,17,3250.0,3437.5,4245.0,807.5,5456.25,5586.0,6033.0,6390.6,6471.06,6479.11,6479.91,6479.99
JOYY,Computer and Technology,Internet - Services,28,29,7,15,3045.0000000000005,3150.0,4950.0,1800.0,7650.0,5156.0,5273.0,5366.6,5387.66,5389.77,5389.98,5390.0
JPM,Finance,Financial - Investment Bank,1,30,29067,1,3002.0,3800.0,8432.0,4632.0,15380.0,15339.6,24000.0,63000.0,237807.0,733781.59,2046946.03,2328395.8
JSPR,Medical,Medical - Biomedical and Genetics,4,28,232,6,3010.0,3627.0,7666.0,4039.0,13724.5,16330.0,37268.0,174978.0,280942.5,298094.25,299809.43,299980.94
JXN,Finance,Insurance - Life Insurance,2,30,109,8,3040.0,3750.0,10000.0,6250.0,19375.0,20200.0,26400.0,33554.0,47463.8,48936.38,49083.64,49098.36
K,Consumer Discretionary,Consumer Products - Discretionary,1,30,52,10,3020.0000000000005,3622.5,5670.0,2047.5,8741.25,7342.0,12525.0,70252.85,113382.78,117695.78,118127.08,118170.21
KAI,Industrial Products,Manufacturing - General Industrial ,14,17,8,15,3010.0,3980.0,40000.0,36020.0,94030.0,55000.0,72500.0,86500.0,89650.0,89965.0,89996.5,89999.65
KALU,Industrial Products,Metal Products - Procurement and Fabrication,22,23,11,14,3040.0,3657.5,6125.0,2467.5,9826.25,8610.0,10395.0,11823.0,12144.3,12176.43,12179.64,12179.96
KALV,Medical,Medical - Drugs,7,30,13,14,3135.0,4750.0,8662.0,3912.0,14530.0,34160.0,53600.0,69920.0,73592.0,73959.2,73995.92,73999.59
KAR,Auto-Tires-Trucks,Automotive - Original Equipment,9,9,1,19,3900.0,3900.0,3900.0,0.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
KB,Finance,Banks - Foreign,10,15,2,19,3429.9999999999995,3433.75,3441.25,7.5,3452.5,3443.5,3444.25,3444.85,3444.98,3445.0,3445.0,3445.0
KBH,Construction,Building Products - Home Builders,1,30,473,5,3020.9999999999995,3700.0,7560.0,3860.0,13350.0,15240.0,18500.0,76248.0,119068.8,128456.88,129395.69,129489.57
KBR,Construction,Engineering - R and D Services,3,30,72,9,3120.0,4992.5,12127.5,7135.0,22830.0,37800.0,39956.0,54200.88,65748.89,66903.69,67019.17,67030.72
KC,Computer and Technology,Internet - Software,1,30,528,4,3010.0,3838.75,8820.0,4981.25,16291.875,16491.5,26347.05,70304.2,113149.89,113590.99,113635.1,113639.51
KD,Business Services,Technology Services,3,30,295,6,3010.0,3780.0,9796.0,6016.0,18820.0,18750.0,26300.4,34130.1,84190.66,101026.37,102709.94,102878.29
KDP,Consumer Staples,Beverages - Soft drinks,2,30,146,7,3010.0,3800.0,6725.0,2925.0,11112.5,16500.0,26812.5,110893.5,200251.12,213232.61,214530.76,214660.58
KEX,Transportation,Transportation - Shipping,9,30,30,12,3120.0000000000005,4680.0,8692.5,4012.5,14711.25,20760.0,37741.0,110432.0,136323.2,138912.32,139171.23,139197.12
KEY,Finance,Banks - Major Regional,2,30,246,6,3024.0,3764.5,7218.75,3454.25,12400.125,17323.5,44915.25,302805.7,412620.43,433829.44,435950.34,436162.43
KEYS,Computer and Technology,Electronics - Measuring Instruments,4,30,196,7,3040.0,3582.5,6735.5,3153.0,11465.0,10920.0,18977.5,183308.25,255181.95,268518.2,269851.82,269985.18
KFY,Business Services,Staffing Firms,9,29,3,17,3922.0,4261.0,8550.0,4289.0,14983.5,10920.0,11710.0,12342.0,12484.2,12498.42,12499.84,12499.98
KGC,Basic Materials,Mining - Gold,1,30,174,7,3009.0,3675.0,7331.5,3656.5,12816.25,16050.0,34864.6,80981.13,110957.3,114055.73,114365.57,114396.56
KGS,Oils-Energy,Oil and Gas - Mechanical and and Equipment,9,25,5,16,3744.0,4050.0,6360.0,2310.0,9825.0,11244.0,12872.0,14174.4,14467.44,14496.74,14499.67,14499.97
KHC,Consumer Staples,Food - Miscellaneous,1,30,1004,3,3011.9999999999995,3600.0,7083.0,3483.0,12307.5,12000.0,18000.0,56109.9,99999.85,150383.2,155438.32,155943.83
KIDZ,Business Services,Technology Services,17,17,3,17,3600.0,3750.0,5392.5,1642.5,7856.25,6288.0,6586.5,6825.3,6879.03,6884.4,6884.94,6884.99
KIM,Finance,REIT and Equity Trust - Retail,2,30,3,17,20700.0,33802.0,68552.0,34750.0,120677.0,81540.8,85870.4,89334.08,90113.41,90191.34,90199.13,90199.91
KIND,Computer and Technology,Internet - Software,25,25,1,19,3460.0,3460.0,3460.0,0.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0
KINS,Finance,Insurance - Property and Casualty,10,30,12,14,3500.0,4937.5,7200.0,2262.5,10593.75,8700.0,9790.0,10758.0,10975.8,10997.58,10999.76,10999.98
KKR,Finance,Financial - Investment Management,1,30,3311,2,3002.0000000000005,3780.0,7935.0,4155.0,14167.5,14960.0,26745.0,106360.0,325316.47,354920.8,359492.08,359949.21
KLAC,Computer and Technology,Electronics - Miscellaneous Products,1,30,4098,2,3002.0,4086.25,10255.0,6168.75,19508.125,18990.0,29195.0,86705.4,334153.8,670709.02,785774.9,797281.49
KLC,Consumer Discretionary,Schools,14,14,1,20,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
KLG,Consumer Staples,Consumer Products - Staples,11,28,7,15,3500.0,5025.0,11050.0,6025.0,20087.5,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0
KLIC,Computer and Technology,Electronics - Manufacturing Machinery,2,25,24,12,3264.0,6034.0,18812.5,12778.5,37980.25,29683.3,40469.85,51873.03,54489.3,54750.93,54777.09,54779.71
KLXE,Oils-Energy,Oil and Gas - Field Services,18,18,2,18,7475.0,7475.0,7475.0,0.0,7475.0,7475.0,7475.0,7475.0,7475.0,7475.0,7475.0,7475.0
KMB,Consumer Staples,Consumer Products - Staples,1,30,278,6,3025.0,3780.0,9007.5,5227.5,16848.75,20632.2,62150.0,193500.0,204594.21,207902.42,208233.24,208266.32
KMI,Oils-Energy,Oil and Gas - Production and Pipelines,1,30,590,4,3002.0,3655.5,7393.0,3737.5,12999.25,15000.0,23300.4,48656.04,108579.0,155757.9,160475.79,160947.58
KMT,Industrial Products,Manufacturing - Tools & Related Products,14,14,1,19,6960.000000000001,6960.0,6960.0,0.0,6960.0,6960.0,6960.0,6960.0,6960.0,6960.0,6960.0,6960.0
KMX,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,1,30,1111,3,3002.9999999999995,3780.0,8624.5,4844.5,15891.25,14720.0,24030.0,50391.0,620250.0,1005045.0,1045504.5,1049550.45
KN,Computer and Technology,Communication - Components,22,22,1,20,7500.0,7500.0,7500.0,0.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
KNF,Construction,Building Products - Miscellaneous,8,30,60,10,3072.0,4482.5,9000.0,4517.5,15776.25,70250.4,110819.75,177300.0,193230.0,194823.0,194982.3,194998.23
KNSA,Medical,Medical - Biomedical and Genetics,18,18,1,20,3400.0,3400.0,3400.0,0.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0
KNSL,Finance,Insurance - Property and Casualty,2,30,124,8,3050.0,4071.0,9757.5,5686.5,18287.25,15984.0,27500.0,48651.4,63876.16,65774.12,65963.91,65982.89
KNTK,Oils-Energy,Oil and Gas - Field Services,3,30,41,11,3250.0,4800.0,18360.0,13560.0,38700.0,32315.0,47880.0,85784.0,104716.4,106609.64,106798.96,106817.9
KNX,Transportation,Transportation - Truck,2,30,297,6,3009.0,3605.0,8820.0,5215.0,16642.5,29688.0,72143.2,170298.4,311915.88,328191.59,329819.16,329981.92
KO,Consumer Staples,Beverages - Soft drinks,1,30,4532,2,3002.0,3718.0,7810.0,4092.0,13948.0,14497.2,22500.0,63583.49,205932.86,396411.78,435641.18,439564.12
KOD,Medical,Medical - Biomedical and Genetics,11,22,2,18,3100.0,3525.0,4375.0,850.0,5650.0,4630.0,4715.0,4783.0,4798.3,4799.83,4799.98,4800.0
KODK,Computer and Technology,Electronics - Miscellaneous Products,4,30,107,8,3075.0,3650.0,7170.0,3520.0,12450.0,12948.0,18375.0,37053.6,57588.18,59731.82,59946.18,59967.62
KOPN,Computer and Technology,Electronics - Miscellaneous Products,2,30,33,11,3090.0,4200.0,7500.0,3300.0,12450.0,12776.0,16900.0,19920.0,19992.0,19999.2,19999.92,19999.99
KOS,Oils-Energy,Oil and Gas - Exploration and Production - International,9,29,9,15,3672.0,3949.0,5000.0,1051.0,6576.5,8318.4,13141.2,16999.44,17867.54,17954.35,17963.04,17963.9
KR,Retail-Wholesale,Retail - Supermarkets,1,30,1222,3,3003.0,3660.75,7500.0,3839.25,13258.875,12352.0,18896.2,74392.5,362419.5,391168.5,392816.85,392981.69
KRC,Finance,REIT and Equity Trust - Other,1,30,6,16,4290.0,24303.0,117311.25,93008.25,256823.625,118265.0,118265.0,118265.0,118265.0,118265.0,118265.0,118265.0
KRNT,Industrial Products,Commercial Printing,28,28,2,18,3200.0,3610.0,4430.0,820.0,5660.0,4676.0,4758.0,4823.6,4838.36,4839.84,4839.98,4840.0
KROS,Medical,Medical - Biomedical and Genetics,7,28,25,12,3015.0,4000.0,6930.0,2930.0,11325.0,10650.0,11270.0,17176.0,18817.6,18981.76,18998.18,18999.82
KRYS,Medical,Medical - Biomedical and Genetics,2,30,215,6,3004.0,3957.5,7750.0,3792.5,13438.75,28728.0,117300.0,508064.5,739300.0,748930.0,749893.0,749989.3
