security,sector,industry,min_dte,max_dte,qualifying_trades,qualifying_trades_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
DRI,Retail-Wholesale,Retail - Restaurants,1,30,819,4,3010.0,3745.0,8528.5,4783.5,15703.75,16740.0,28500.0,186480.24,381603.26,383760.33,383976.03,383997.6
DRS,Aerospace,Aerospace - Defense Equipment,8,30,8,15,3040.0,3500.0,5210.5,1710.5,7776.25,6654.4,7651.2,8448.64,8628.06,8646.01,8647.8,8647.98
DRVN,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,8,16,4,17,4000.0,4105.0,4275.0,170.0,4530.0,4302.0,4311.0,4318.2,4319.82,4319.98,4320.0,4320.0
DSGX,Computer and Technology,Computer - Software,11,30,24,12,3040.0,3218.75,6636.0,3417.25,11761.875,13777.5,24546.15,29156.9,29978.69,30060.87,30069.09,30069.91
DSP,Business Services,Technology Services,18,18,2,18,4850.0,5133.75,5701.25,567.5,6552.5,5871.5,5928.25,5973.65,5983.87,5984.89,5984.99,5985.0
DSX,Transportation,Transportation - Shipping,30,30,1,19,6980.0,6980.0,6980.0,0.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0,6980.0
DT,Computer and Technology,Computers - IT Services,3,30,504,5,3010.0,3600.0,8160.0,4560.0,15000.0,20379.0,54929.95,252630.0,10918600.0,10918600.0,10918600.0,10918600.0
DTE,Utilities,Utility - Electric Power,4,30,21,13,3255.0000000000005,3700.0,6750.0,3050.0,11325.0,45360.0,65340.0,71244.0,72572.4,72705.24,72718.52,72719.85
DTM,Oils-Energy,Oil and Gas - Integrated - United States,2,30,3,17,3025.0,3362.5,9715.0,6352.5,19243.75,13324.0,14527.0,15489.4,15705.94,15727.59,15729.76,15729.98
DUK,Utilities,Utility - Electric Power,1,30,471,5,3040.0,3733.0,7795.0,4062.0,13888.0,13800.0,26488.5,71152.0,1036943.0,1156694.3,1168669.43,1169866.94
DUOL,Business Services,Technology Services,1,30,3610,2,3006.0,3933.0,9306.75,5373.75,17367.375,17202.0,27191.0,70078.61,285578.88,815151.2,987518.12,1004754.81
DV,Computer and Technology,Internet - Software,8,28,91,9,3080.0000000000005,3914.5,10847.5,6933.0,21247.0,21000.0,27512.0,137584.0,508758.4,545875.84,549587.58,549958.76
DVA,Medical,Medical - Outpatient and Home Healthcare,1,30,475,5,3024.0,3920.0,8200.5,4280.5,14621.25,16246.0,23931.4,79630.0,302422.1,387038.21,395499.82,396345.98
DVAX,Medical,Medical - Biomedical and Genetics,7,29,12,14,3045.0,3806.25,7830.0,4023.75,13865.625,9969.0,29125.0,47825.0,52032.5,52453.25,52495.33,52499.53
DVN,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,1891,3,3002.0,3700.0,7742.0,4042.0,13805.0,13206.0,18330.0,36553.2,100000.0,134467.5,141696.75,142419.67
DWTX,Medical,Medical - Biomedical and Genetics,3,3,1,20,18000.0,18000.0,18000.0,0.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
DXC,Computer and Technology,Computers - IT Services,8,30,18,13,3429.9999999999995,3832.5,6356.25,2523.75,10141.875,10106.0,20193.75,56658.75,64863.38,65683.84,65765.88,65774.09
DXCM,Medical,Medical - Instruments,1,30,2078,3,3009.0,3710.0,8050.0,4340.0,14560.0,15379.0,23636.25,99145.3,380495.04,451042.56,463604.26,464860.43
DXPE,Industrial Products,Manufacturing - General Industrial ,9,30,23,12,3250.0,4050.0,17200.0,13150.0,36925.0,17200.0,17515.0,47385.0,54958.5,55715.85,55791.59,55799.16
DY,Construction,Building Products - Heavy Construction,1,30,297,6,3050.0,4020.0,8780.0,4760.0,15920.0,11592.0,20130.0,172065.6,1081320.0,1269132.0,1287913.2,1289791.32
DYAI,Medical,Medical - Biomedical and Genetics,28,28,1,19,5400.0,5400.0,5400.0,0.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0
DYN,Medical,Medical - Drugs,7,30,177,7,3040.0,3870.0,8160.0,4290.0,14595.0,14814.0,26094.0,183351.12,572356.88,588235.69,589823.57,589982.36
EA,Consumer Discretionary,Gaming,1,30,2156,2,3002.0000000000005,3849.5,8192.5,4343.0,14707.0,16884.0,31625.0,141125.0,559850.0,1019163.75,1067166.38,1071966.64
EAT,Retail-Wholesale,Retail - Restaurants,1,30,1920,3,3006.0,3950.0,9900.0,5950.0,18825.0,17510.0,28515.0,85607.5,286388.28,688329.37,723582.94,727108.29
EB,Computer and Technology,Internet - Services,24,24,2,18,6500.0,6500.0,6500.0,0.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0
EBAY,Retail-Wholesale,Internet - Commerce,1,30,1375,3,3002.0,3600.0,7884.5,4284.5,14311.25,14519.6,25701.9,148000.0,649362.0,797829.94,806406.99,807264.7
EBC,Finance,Banks - Northeast,28,29,16,13,3053.0,4118.5,5500.0,1381.5,7572.25,11600.0,12750.0,14550.0,14955.0,14995.5,14999.55,14999.95
EBF,Industrial Products,Office Supplies,4,8,2,18,25000.0,25000.0,25000.0,0.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0
EBS,Medical,Medical - Biomedical and Genetics,2,30,63,10,3025.0,3600.0,5957.5,2357.5,9493.75,10400.0,14300.2,22660.0,26566.0,26956.6,26995.66,26999.57
EC,Oils-Energy,Oil and Gas - Integrated - International,1,29,7,15,3180.0,3222.5,4630.0,1407.5,6741.25,5975.0,6605.0,7109.0,7222.4,7233.74,7234.87,7234.99
ECL,Basic Materials,Chemical - Specialty,6,30,170,7,3010.0,3457.0,5817.5,2360.5,9358.25,8800.0,9461.5,18772.5,169221.45,195527.15,198157.71,198420.77
ECPG,Finance,Financial - Consumer Loans,16,30,5,16,3600.0,4209.0,10400.0,6191.0,19686.5,10760.0,10880.0,10976.0,10997.6,10999.76,10999.98,11000.0
ED,Utilities,Utility - Electric Power,4,30,115,8,3034.0,3750.0,6645.0,2895.0,10987.5,12710.0,23720.0,119369.5,142324.03,144745.9,144988.09,145012.31
EDAP,Medical,Medical - Instruments,24,24,1,20,4975.0,4975.0,4975.0,0.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0,4975.0
EDIT,Medical,Medical - Biomedical and Genetics,1,30,17,13,3200.0,4000.0,4875.0,875.0,6187.5,5766.0,8785.2,17697.84,19703.18,19903.72,19923.77,19925.78
EDU,Consumer Discretionary,Schools,8,30,316,6,3025.0,3798.75,7985.0,4186.25,14264.375,14845.0,23578.75,64856.0,98333.34,105920.93,106679.69,106755.57
EEFT,Finance,Financial - Miscellaneous Services,10,30,8,15,3419.9999999999995,3693.75,10807.5,7113.75,21478.125,20232.0,20351.0,20446.2,20467.62,20469.76,20469.98,20470.0
EFC,Finance,REIT and Equity Trust,22,25,2,18,4000.0,7995.0,15985.0,7990.0,27970.0,18382.0,19181.0,19820.2,19964.02,19978.4,19979.84,19979.98
EFSC,Finance,Banks - Midwest,24,24,1,20,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
EFX,Business Services,Consulting Services,1,30,618,4,3003.0,3740.0,9324.25,5584.25,17700.625,18704.0,30000.0,71280.0,415480.04,748012.0,781265.2,784590.52
EG,Finance,Insurance - Multi line,7,30,224,6,3029.9999999999995,3993.75,7792.5,3798.75,13490.625,14023.0,23991.0,52385.0,546270.0,648627.0,658862.7,659886.27
EGO,Basic Materials,Mining - Gold,3,30,40,11,3040.0,4455.0,10552.5,6097.5,19698.75,28175.0,30738.55,40027.5,44502.75,44950.27,44995.03,44999.5
EGP,Finance,REIT and Equity Trust - Other,1,10,3,18,4660.0,4710.0,5010.0,300.0,5460.0,5160.0,5210.0,5250.0,5259.0,5259.9,5259.99,5260.0
EH,Aerospace,Aerospace - Defense Equipment,1,30,1360,3,3002.0000000000005,4000.0,9485.0,5485.0,17712.5,16766.2,24486.0,42951.0,79596.26,169980.64,180942.06,182038.21
EHC,Medical,Medical - Outpatient and Home Healthcare,9,29,37,11,3040.0,3230.0,4935.0,1705.0,7492.5,8050.0,36000.0,61600.0,62410.0,62491.0,62499.1,62499.91
EHTH,Finance,Insurance - Brokerage,9,29,6,16,3500.0,5148.0,6137.25,989.25,7621.125,6791.5,7095.75,7339.15,7393.92,7399.39,7399.94,7399.99
EIX,Utilities,Utility - Electric Power,2,30,713,4,3002.9999999999995,3860.0,8580.0,4720.0,15660.0,16233.0,22186.0,106323.2,353207.52,426604.75,433944.48,434678.45
EL,Consumer Staples,Cosmetics,1,30,3093,2,3010.0,3690.0,7857.0,4167.0,14107.5,15484.0,27141.4,126000.0,356995.36,1069676.0,1200467.6,1213546.76
ELAN,Medical,Medical - Outpatient and Home Healthcare,2,29,56,10,3075.0,3593.0,6130.0,2537.0,9935.5,8482.5,10869.0,16244.55,17243.96,17343.9,17353.89,17354.89
ELDN,Medical,Medical - Biomedical and Genetics,17,18,2,18,4000.0,6750.0,12250.0,5500.0,20500.0,13900.0,14450.0,14890.0,14989.0,14998.9,14999.89,14999.99
ELF,Consumer Staples,Cosmetics,1,30,9147,1,3002.0000000000005,3646.5,8018.0,4371.5,14575.25,14777.0,21674.7,54881.22,862992.0,2426371.6,6092637.16,6459263.72
ELME,Finance,REIT and Equity Trust - Residential,30,30,1,19,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
ELS,Finance,REIT and Equity Trust - Residential,23,23,1,20,7805.0,7805.0,7805.0,0.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0,7805.0
ELV,Medical,Medical Services,1,30,2372,2,3003.0,3717.5,9360.0,5642.5,17823.75,16641.0,27245.0,127308.7,449429.6,559681.16,570220.92,571274.89
EME,Construction,Building Products - Heavy Construction,2,30,392,5,3020.0,3750.0,8212.5,4462.5,14906.25,16291.4,23190.75,45739.98,84414.6,91241.46,91924.15,91992.41
EMN,Basic Materials,Chemical - Diversified ,3,30,53,10,3025.0,3675.0,10230.0,6555.0,20062.5,16640.0,60002.4,72908.16,76905.82,77305.58,77345.56,77349.56
EMR,Industrial Products,Manufacturing - Electronics,1,30,756,4,3003.0,3600.0,7500.0,3900.0,13350.0,15412.5,27812.5,161375.0,359157.4,420665.74,426816.57,427431.66
ENB,Oils-Energy,Oil and Gas - Production and Pipelines,8,30,56,10,3029.9999999999995,3395.0,8550.0,5155.0,16282.5,14362.5,20972.25,156994.25,248452.93,257598.79,258513.38,258604.84
ENOV,Medical,Medical Info Systems,14,28,21,13,3045.0,3410.0,6800.0,3390.0,11885.0,28000.0,65000.0,82000.0,85825.0,86207.5,86245.75,86249.58
ENPH,Oils-Energy,Solar,1,30,11361,1,3002.0000000000005,3736.0,7760.0,4024.0,13796.0,14000.0,21190.0,51930.0,226752.0,433279.68,737033.81,771063.88
ENS,Industrial Products,Manufacturing - Electronics,24,30,4,17,3225.0,3611.25,5723.0,2111.75,8890.625,8817.2,9848.6,10673.72,10859.37,10877.94,10879.79,10879.98
ENSG,Medical,Medical - Nursing Homes,11,22,13,14,3040.0,5040.0,6785.0,1745.0,9402.5,8384.0,11438.0,14795.6,15551.06,15626.61,15634.16,15634.92
ENTG,Computer and Technology,Electronics - Manufacturing Machinery,2,30,317,5,3024.0,3690.0,8750.0,5060.0,16340.0,19872.0,44688.0,340000.0,392750.0,410525.0,412302.5,412480.25
ENVA,Finance,Financial - Consumer Loans,13,25,6,16,3250.0,3425.0,5612.5,2187.5,8893.75,7750.0,8500.0,9100.0,9235.0,9248.5,9249.85,9249.99
ENVX,Oils-Energy,Alternative Energy - Other,1,30,1485,3,3008.0,3780.0,7497.0,3717.0,13072.5,12822.4,18859.2,38096.16,137105.65,207786.68,218778.67,219877.87
EOG,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,820,4,3024.0,3759.25,8257.5,4498.25,15004.875,14532.0,22995.55,75758.7,121676.75,167192.67,171744.27,172199.43
EOLS,Medical,Medical - Products,9,24,9,15,3419.9999999999995,3780.0,6350.0,2570.0,10205.0,22520.0,51260.0,74252.0,79425.2,79942.52,79994.25,79999.43
EOSE,Industrial Products,Industrial Services,1,30,544,4,3002.9999999999995,3739.25,8178.0,4438.75,14836.125,16430.4,23263.5,42624.0,146199.0,149619.9,149961.99,149996.2
EPAM,Computer and Technology,Computers - IT Services,1,30,264,6,3040.0,3593.75,9525.0,5931.25,18421.875,18150.0,43200.0,68952.0,85642.56,86324.26,86392.43,86399.24
EPD,Oils-Energy,Oil and Gas - Production Pipeline - MLB,1,30,331,5,3004.0,3642.0,7500.0,3858.0,13287.0,12221.0,17093.5,30678.3,48586.5,51838.65,52163.87,52196.39
EPR,Finance,REIT and Equity Trust - Retail,7,25,5,16,3120.0000000000005,3135.0,4400.0,1265.0,6297.5,4889.0,5052.0,5182.4,5211.74,5214.67,5214.97,5215.0
EQH,Finance,Insurance - Multi line,8,24,15,13,3219.9999999999995,3489.0,7560.0,4071.0,13666.5,11736.0,75024.0,190204.8,216120.48,218712.05,218971.2,218997.12
EQIX,Finance,REIT and Equity Trust - Retail,1,30,590,4,3006.0,4050.0,10080.0,6030.0,19125.0,18009.0,25773.0,58435.18,149013.9,151611.39,151871.14,151897.11
EQNR,Oils-Energy,Oil and Gas - Refining and Marketing,6,30,136,8,3010.0,4025.0,25308.0,21283.0,57232.5,58732.5,72180.0,144661.5,209716.73,218829.47,219740.75,219831.87
EQR,Finance,REIT and Equity Trust - Residential,2,30,12,14,3006.0,3395.0,3875.0,480.0,4595.0,5810.0,6560.25,7108.05,7231.31,7243.63,7244.86,7244.99
EQT,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,1480,3,3003.0,3798.25,9807.0,6008.75,18820.125,21931.6,63645.0,226682.89,389949.87,425876.06,427337.61,427483.76
EQX,Basic Materials,Mining - Gold,25,30,6,16,3500.0,3593.75,4826.0,1232.25,6674.375,5625.0,5937.5,6187.5,6243.75,6249.38,6249.94,6249.99
ERIC,Computer and Technology,Wireless Equipment,3,30,52,10,3010.0,3900.0,8671.25,4771.25,15828.125,21038.5,31719.75,42675.0,46117.5,46461.75,46496.18,46499.62
ERIE,Finance,Insurance - Brokerage,1,30,117,8,3080.0000000000005,3900.0,8160.0,4260.0,14550.0,8820.0,10192.0,23260.8,33156.0,34095.6,34189.56,34198.96
ERII,Industrial Products,Pollution Control,14,30,7,15,3600.0,4000.0,5000.0,1000.0,6500.0,6168.0,7044.0,7744.8,7902.48,7918.25,7919.82,7919.98
ERJ,Aerospace,Aerospace - Defense,3,30,175,7,3020.0,3850.0,9800.0,5950.0,18725.0,19950.0,26736.5,98648.6,168547.07,176101.61,176857.06,176932.61
ERO,Basic Materials,Mining - Non Ferrous,7,30,30,12,3429.9999999999995,3829.5,9245.0,5415.5,17368.25,12042.0,12464.0,14275.0,14927.5,14992.75,14999.28,14999.93
ES,Utilities,Utility - Electric Power,11,29,20,13,3200.0,4043.75,8983.75,4940.0,16393.75,30746.75,79374.38,121278.87,130707.39,131650.24,131744.52,131753.95
ESAB,Industrial Products,Metal Products - Procurement and Fabrication,23,23,1,20,24480.0,24480.0,24480.0,0.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0
ESE,Industrial Products,Manufacturing - Electronics,1,1,1,19,4200.0,4200.0,4200.0,0.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0,4200.0
ESI,Basic Materials,Chemical - Specialty,10,30,51,10,3100.0,5012.5,17425.0,12412.5,36043.75,108000.0,165000.0,204285.0,211678.5,212417.85,212491.79,212499.18
ESLT,Aerospace,Aerospace - Defense Equipment,2,30,82,9,3050.0,3750.0,8125.25,4375.25,14688.125,13180.0,15920.0,25177.5,45042.75,47029.28,47227.93,47247.79
ESPR,Medical,Medical - Drugs,11,30,10,14,3592.0,4300.5,5691.25,1390.75,7777.375,8478.9,8721.45,8915.49,8959.15,8963.51,8963.95,8964.0
ESS,Finance,REIT and Equity Trust - Residential,11,30,29,12,3080.0000000000005,3500.0,10260.0,6760.0,20400.0,205701.0,232674.0,306200.0,327620.0,329762.0,329976.2,329997.62
ESTA,Medical,Medical Services,8,30,152,7,3014.0,3850.0,9640.0,5790.0,18325.0,22383.0,53046.0,304501.06,500457.98,522388.3,524581.33,524800.63
ESTC,Computer and Technology,Internet - Software,2,30,1588,3,3012.0,3840.0,9844.0,6004.0,18850.0,23787.0,38770.4,113390.0,348553.8,355950.0,355950.0,355950.0
ET,Oils-Energy,Oil and Gas - Production Pipeline - MLB,1,30,1020,3,3003.0,3800.0,8325.5,4525.5,15113.75,14000.0,21002.0,104002.12,314335.0,426867.34,438290.73,439433.07
ETD,Retail-Wholesale,Retail - Home Furnishings,23,23,1,19,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
ETN,Industrial Products,Manufacturing - Electronics,1,30,4076,2,3003.0,3919.0,8551.0,4632.0,15499.0,13520.0,22916.25,105000.0,474066.75,978692.5,1096869.25,1108686.92
ETNB,Medical,Medical - Biomedical and Genetics,11,30,40,11,3276.0,4475.0,6318.75,1843.75,9084.375,7609.5,8330.0,11124.9,11858.49,11931.85,11939.18,11939.92
ETON,Medical,Medical - Biomedical and Genetics,23,28,4,16,3500.0,4115.0,4425.0,310.0,4890.0,4470.0,4485.0,4497.0,4499.7,4499.97,4500.0,4500.0
ETOR,Finance,Insurance - Brokerage,7,30,265,6,3024.0,4085.0,9085.0,5000.0,16585.0,19404.0,36452.4,82138.72,116969.11,116996.91,116999.69,116999.97
ETR,Utilities,Utility - Electric Power,4,30,180,7,3040.0,3680.0,6776.25,3096.25,11420.625,10725.5,16675.0,46395.16,67802.37,68655.24,68740.52,68749.05
ETSY,Retail-Wholesale,Internet - Commerce,1,30,3748,2,3002.0,3863.25,8641.25,4778.0,15808.25,17800.0,29940.5,138798.35,564351.6,823487.15,879298.72,884879.87
EU,Basic Materials,Mining - Miscellaneous,22,22,1,19,5478.0,5478.0,5478.0,0.0,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0,5478.0
EVER,Finance,Insurance - Multi line,11,24,5,16,3045.0000000000005,3300.0,8415.0,5115.0,16087.5,13566.0,15283.0,16656.6,16965.66,16996.57,16999.66,16999.97
EVGO,Auto-Tires-Trucks,Automotive - Original Equipment,2,30,157,7,3020.0000000000005,3690.0,6400.0,2710.0,10465.0,10020.0,12220.0,19220.0,27786.0,28698.6,28789.86,28798.99
EVH,Computer and Technology,Internet - Software,1,29,66,9,3100.0,4830.0,8857.5,4027.5,14898.75,11602.5,18442.5,91960.0,95236.0,95563.6,95596.36,95599.64
EVLV,Computer and Technology,Computers - IT Services,3,30,24,12,3015.0,4655.0,7500.0,2845.0,11767.5,13409.0,17389.8,19537.24,19953.72,19995.37,19999.54,19999.95
EVR,Finance,Financial - Investment Bank,7,30,82,9,3059.0,4310.0,14500.0,10190.0,29785.0,42097.0,83632.5,407316.5,441834.65,445286.47,445631.65,445666.16
EVRG,Utilities,Utility - Electric Power,2,30,24,12,3240.0,3548.0,9245.25,5697.25,17791.125,10090.5,11684.75,12614.5,12790.45,12808.05,12809.8,12809.98
EVTC,Business Services,Financial Transaction Services,24,24,1,20,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
EW,Medical,Medical - Instruments,1,30,999,3,3006.0,3875.0,10340.0,6465.0,20037.5,24860.0,49625.0,168017.5,416673.0,606642.3,625639.23,627538.92
EWBC,Finance,Banks - West,6,30,36,11,3300.0,4875.0,12416.75,7541.75,23729.375,22925.0,31350.0,50679.0,53721.9,54026.19,54056.62,54059.66
EWCZ,Consumer Staples,Cosmetics,2,30,10,15,3010.0,4597.5,12112.5,7515.0,23385.0,38400.0,49200.0,57840.0,59784.0,59978.4,59997.84,59999.78
EWTX,Medical,Medical - Biomedical and Genetics,2,30,618,4,3010.0,3800.0,7582.5,3782.5,13256.25,18962.7,100200.2,433456.5,1941500.0,2219150.0,2246915.0,2249691.5
EXAS,Medical,Medical - Biomedical and Genetics,2,30,786,4,3010.0,3780.0,8000.0,4220.0,14330.0,14087.5,25500.0,147360.0,375870.0,388587.0,389858.7,389985.87
EXC,Utilities,Utility - Electric Power,3,30,68,9,3026.0,3510.0,6566.25,3056.25,11150.625,13469.6,20030.0,56295.0,63229.5,63922.95,63992.3,63999.23
EXE,Oils-Energy,Alternative Energy - Other,1,30,771,4,3006.0,3762.0,7882.5,4120.5,14063.25,16500.0,58800.0,321810.0,615070.0,690607.0,698160.7,698916.07
EXEL,Medical,Medical - Biomedical and Genetics,3,30,140,8,3040.0,3600.0,7440.0,3840.0,13200.0,11264.0,18850.0,69775.15,91187.44,92818.74,92981.87,92998.19
EXFY,Business Services,Financial Transaction Services,28,28,1,19,5400.0,5400.0,5400.0,0.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0
EXK,Basic Materials,Mining - Silver,6,30,23,12,3002.0,4000.0,7198.0,3198.0,11995.0,11159.0,12505.0,12923.0,12992.3,12999.23,12999.92,12999.99
EXP,Construction,Building Products - Concrete and Aggregates,10,30,45,10,3250.0,3720.0,7560.0,3840.0,13320.0,12672.0,14782.0,16112.8,16461.28,16496.13,16499.61,16499.96
EXPD,Transportation,Transportation - Services,7,30,12,14,3334.9999999999995,4453.75,20180.0,15726.25,43769.375,104066.0,132956.5,154679.3,159566.93,160055.69,160104.57,160109.46
EXPE,Retail-Wholesale,Internet - Commerce,1,30,2912,2,3003.0,3750.0,8482.25,4732.25,15580.625,15330.0,22800.0,63247.0,408722.0,803922.29,832720.23,835600.02
EXPI,Finance,Real Estate - Operations,3,30,17,13,3150.0,3500.0,6750.0,3250.0,11625.0,11901.6,13043.2,14288.64,14568.86,14596.89,14599.69,14599.97
EXPO,Business Services,Consulting Services,30,30,2,18,19500.0,21000.0,24000.0,3000.0,28500.0,24900.0,25200.0,25440.0,25494.0,25499.4,25499.94,25499.99
EXR,Finance,REIT and Equity Trust - Other,3,30,35,11,3056.0,3675.0,20180.0,16505.0,44937.5,205250.0,252576.0,525617.52,637176.55,648332.46,649448.05,649559.6
EXTR,Computer and Technology,Computer - Networking,11,30,20,13,3080.0,4042.5,8943.75,4901.25,16295.625,17292.8,48520.2,72721.64,78166.96,78711.5,78765.95,78771.39
EYE,Consumer Staples,Consumer Products - Staples,2,30,21,13,3105.0,3875.0,11700.0,7825.0,23437.5,14910.0,24000.0,59504.0,67492.4,68291.24,68371.12,68379.11
EYEN,Medical,Medical - Biomedical and Genetics,1,17,2,19,4100.0,5450.0,8150.0,2700.0,12200.0,8960.0,9230.0,9446.0,9494.6,9499.46,9499.95,9499.99
EYPT,Medical,Medical - Biomedical and Genetics,11,30,14,14,3009.0,3308.5,5893.75,2585.25,9771.625,9790.0,11224.5,11260.9,11269.09,11269.91,11269.99,11270.0
EZPW,Finance,Financial - Consumer Loans,16,22,8,15,3400.0,3475.0,5469.5,1994.5,8461.25,8067.2,10623.6,12668.72,13128.87,13174.89,13179.49,13179.95
F,Auto-Tires-Trucks,Automotive - Domestic,1,30,3928,2,3002.0,3752.0,8570.0,4818.0,15797.0,15763.0,24969.75,96505.32,282134.02,416186.19,466343.92,471359.69
FA,Business Services,Technology Services,28,28,1,20,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
FAF,Finance,Insurance - Property and Casualty,21,21,1,20,3960.0,3960.0,3960.0,0.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0,3960.0
FANG,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,1217,3,3009.0,3750.0,7990.0,4240.0,14350.0,15813.0,25751.2,68965.12,115248.0,123513.6,123951.36,123995.14
FARO,Computer and Technology,Computer - Integrated Systems,8,29,6,16,3150.0,4360.0,9075.0,4715.0,16147.5,15000.0,17500.0,19500.0,19950.0,19995.0,19999.5,19999.95
FAST,Retail-Wholesale,Building Products - Retail,1,30,235,6,3015.0,3755.0,11692.5,7937.5,23598.75,26438.4,52790.0,249288.78,509575.35,563957.53,569395.75,569939.58
FATE,Medical,Medical - Biomedical and Genetics,10,29,7,15,3220.0000000000005,3750.0,6177.5,2427.5,9818.75,8725.0,9662.5,10412.5,10581.25,10598.12,10599.81,10599.98
FBIN,Retail-Wholesale,Retail - Home Furnishings,10,30,12,14,3219.9999999999995,3836.25,28300.0,24463.75,64995.625,139960.0,149600.0,149600.0,149600.0,149600.0,149600.0,149600.0
FBIO,Medical,Medical - Biomedical and Genetics,15,18,3,17,3800.0,3900.0,4722.5,822.5,5956.25,5156.0,5300.5,5416.1,5442.11,5444.71,5444.97,5445.0
FBK,Finance,Banks - Northeast,29,29,1,19,6500.0,6500.0,6500.0,0.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0
FC,Business Services,Consulting Services,9,16,4,17,4200.0,6112.5,8750.0,2637.5,12706.25,11900.0,12950.0,13790.0,13979.0,13997.9,13999.79,13999.98
FCBC,Finance,Banks - Southeast,7,7,1,20,11925.0,11925.0,11925.0,0.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0,11925.0
FCEL,Oils-Energy,Alternative Energy - Other,1,29,74,9,3080.0,3323.25,6254.0,2930.75,10650.125,8730.0,12385.6,26633.2,43163.32,44816.33,44981.63,44998.16
